"song.id","bird","location","year","freq_lo","freq_hi","trill.bw","trill.rate","Deviation","region","dialect","vp"
"COMW12_20200429r1_06560","COMW12_20","COMW","Y2020",2653.6,5586.6,2933,5.747126437,31.49,"Rural","Commonweal",-31.49
"COMW12_20200429r1_22960","COMW12_20","COMW","Y2020",2676.9,5959,3282.1,6.191950464,28.23,"Rural","Commonweal",-28.23
"COMW13_20200429r1_00885","COMW13_20","COMW","Y2020",2816.6,6238.4,3421.8,6.816632584,26.47,"Rural","Commonweal",-26.47
"COMW13_20200429r1_02368","COMW13_20","COMW","Y2020",2723.5,6587.5,3864,6.715916723,23.01,"Rural","Commonweal",-23.01
"COMW13_20200429r1_12581","COMW13_20","COMW","Y2020",2816.6,6378,3561.4,6.756756757,25.41,"Rural","Commonweal",-25.41
"COMW13_20200429r1_14120","COMW13_20","COMW","Y2020",2770,6028.9,3258.9,6.715916723,27.89,"Rural","Commonweal",-27.89
"COMW13_20200429r1_15447","COMW13_20","COMW","Y2020",2723.5,6471.1,3747.6,6.711409396,23.95,"Rural","Commonweal",-23.95
"COMW13_20200429r1_17095","COMW13_20","COMW","Y2020",2816.6,6610.8,3794.2,6.531678641,23.76,"Rural","Commonweal",-23.76
"COMW13_20200429r1_18369","COMW13_20","COMW","Y2020",2746.7,6471.1,3724.4,6.631299735,24.22,"Rural","Commonweal",-24.22
"COMW13_20200429r1_21478","COMW13_20","COMW","Y2020",2839.9,6401.3,3561.4,6.693440428,25.47,"Rural","Commonweal",-25.47
"COMW13_20200429r1_22810","COMW13_20","COMW","Y2020",2793.3,6098.7,3305.4,6.653359947,27.58,"Rural","Commonweal",-27.58
"COMW13_20200429r1_30632","COMW13_20","COMW","Y2020",2793.3,6028.9,3235.6,6.779661017,28.01,"Rural","Commonweal",-28.01
"COMW14_20200429r1_03364","COMW14_20","COMW","Y2020",2770,6424.6,3654.6,7.331378299,24.08,"Rural","Commonweal",-24.08
"COMW14_20200429r1_04470","COMW14_20","COMW","Y2020",2746.7,6471.1,3724.4,7.407407407,23.44,"Rural","Commonweal",-23.44
"COMW14_20200429r1_05911","COMW14_20","COMW","Y2020",2583.8,6773.7,4189.9,7.291286912,19.81,"Rural","Commonweal",-19.81
"COMW14_20200429r1_08414","COMW14_20","COMW","Y2020",2793.3,5912.5,3119.2,7.256894049,28.47,"Rural","Commonweal",-28.47
"COMW16_20200429r1_26838","COMW16_20","COMW","Y2020",3119.2,6028.9,2909.7,8.169934641,29.25,"Rural","Commonweal",-29.25
"COMW16_20200429r1_28991","COMW16_20","COMW","Y2020",2933,6284.9,3351.9,7.898894155,25.96,"Rural","Commonweal",-25.96
"COMW16_20200429r1_33101","COMW16_20","COMW","Y2020",3072.6,5865.9,2793.3,7.722007722,30.64,"Rural","Commonweal",-30.64
"COMW16_20200429r1_34196","COMW16_20","COMW","Y2020",2909.7,6331.5,3421.8,7.98084597,25.31,"Rural","Commonweal",-25.31
"COMW16_20200429r1_35874","COMW16_20","COMW","Y2020",2863.1,6168.5,3305.4,7.98084597,26.25,"Rural","Commonweal",-26.25
"COMW16_20200429r1_36730","COMW16_20","COMW","Y2020",2933,6424.6,3491.6,8.354218881,24.37,"Rural","Commonweal",-24.37
"COMW16_20200429r1_37670","COMW16_20","COMW","Y2020",2956.2,6238.4,3282.2,8.257638315,26.16,"Rural","Commonweal",-26.16
"COMW16_20200429r1_41162","COMW16_20","COMW","Y2020",2863.1,6447.9,3584.8,8.116883117,23.86,"Rural","Commonweal",-23.86
"COMW16_20200429r1_42612","COMW16_20","COMW","Y2020",2909.7,6494.4,3584.7,8.257638315,23.72,"Rural","Commonweal",-23.72
"COMW17_20200429r1_06875","COMW17_20","COMW","Y2020",2863.1,6261.6,3398.5,8.354218881,25.12,"Rural","Commonweal",-25.12
"COMW19_20200429r1_03623","COMW19_20","COMW","Y2020",2839.9,5982.3,3142.4,7.674597084,27.87,"Rural","Commonweal",-27.87
"COMW19_20200429r1_05575","COMW19_20","COMW","Y2020",2886.4,6075.4,3189,7.304601899,27.86,"Rural","Commonweal",-27.86
"COMW19_20200429r1_06503","COMW19_20","COMW","Y2020",2863.1,6261.6,3398.5,7.642338556,25.84,"Rural","Commonweal",-25.84
"COMW19_20200429r1_07407","COMW19_20","COMW","Y2020",3002.8,6052.1,3049.3,7.183908046,29.11,"Rural","Commonweal",-29.11
"COMW19_20200429r1_08440","COMW19_20","COMW","Y2020",2863.1,6284.9,3421.8,7.766990291,25.52,"Rural","Commonweal",-25.52
"COMW19_20200429r1_09798","COMW19_20","COMW","Y2020",2933,6145.3,3212.3,7.984031936,27,"Rural","Commonweal",-27
"COMW19_20200429r1_11064","COMW19_20","COMW","Y2020",2863.1,6401.3,3538.2,7.524454477,24.83,"Rural","Commonweal",-24.83
"FS0_20200422r1_02435","FS0_20","FWSC","Y2020",2845.9,6476.9,3631,10.2406554,21.36,"Urban","San_Fran",-21.36
"FS0_20200422r1_08340","FS0_20","FWSC","Y2020",2895,6771.3,3876.3,9.972575418,19.65,"Urban","San_Fran",-19.65
"FS0_20200422r1_10472","FS0_20","FWSC","Y2020",2870.5,6648.7,3778.2,10.3341371,20.08,"Urban","San_Fran",-20.08
"FS0_20200422r1_11796","FS0_20","FWSC","Y2020",2870.5,7360.2,4489.7,10.15228426,14.53,"Urban","San_Fran",-14.53
"FS0_20200422r1_13260","FS0_20","FWSC","Y2020",2870.5,6697.7,3827.2,10.03512293,19.99,"Urban","San_Fran",-19.99
"FS0_20200422r1_14686","FS0_20","FWSC","Y2020",2895,6648.7,3753.7,10.21276596,20.4,"Urban","San_Fran",-20.4
"FS0_20200422r1_17900","FS0_20","FWSC","Y2020",2895,6624.1,3729.1,10.33820706,20.47,"Urban","San_Fran",-20.47
"FS0_20200422r1_19805","FS0_20","FWSC","Y2020",2870.5,7188.4,4317.9,10.23092663,15.83,"Urban","San_Fran",-15.83
"FS0_20200422r1_21521","FS0_20","FWSC","Y2020",2870.5,7360.2,4489.7,10.353498,14.33,"Urban","San_Fran",-14.33
"FS0_20200422r1_23197","FS0_20","FWSC","Y2020",2870.5,6624.1,3753.6,10.48905205,20.13,"Urban","San_Fran",-20.13
"FS1_20200422r1_00563","FS1_20","FWSC","Y2020",2747.8,6378.8,3631,10.99354129,20.61,"Urban","San_Fran",-20.61
"FS1_20200422r1_01949","FS1_20","FWSC","Y2020",2845.9,7065.8,4219.9,10.8401084,16.02,"Urban","San_Fran",-16.02
"FS1_20200422r1_04252","FS1_20","FWSC","Y2020",2796.9,7114.8,4317.9,11.03057044,15.03,"Urban","San_Fran",-15.03
"FS1_20200422r1_06026","FS1_20","FWSC","Y2020",2821.4,6427.9,3606.5,10.9375,20.86,"Urban","San_Fran",-20.86
"FS1_20200422r1_07144","FS1_20","FWSC","Y2020",2821.4,6501.5,3680.1,11.02049813,20.19,"Urban","San_Fran",-20.19
"FS1_20200422r1_08322","FS1_20","FWSC","Y2020",2772.3,6329.7,3557.4,10.95890411,21.24,"Urban","San_Fran",-21.24
"FS2_20200422r1_08410","FS2_20","FWSC","Y2020",2870.5,5912.7,3042.2,10.5374078,25.81,"Urban","San_Fran",-25.81
"FS2_20200422r1_10665","FS2_20","FWSC","Y2020",2895,6256.1,3361.1,10.72194425,23.06,"Urban","San_Fran",-23.06
"FS2_20200422r1_11772","FS2_20","FWSC","Y2020",2821.4,5863.6,3042.2,10.52354644,25.83,"Urban","San_Fran",-25.83
"FS2_20200422r1_15105","FS2_20","FWSC","Y2020",2870.5,6084.4,3213.9,10.51156272,24.46,"Urban","San_Fran",-24.46
"FS2_20200422r1_22799","FS2_20","FWSC","Y2020",2895,4931.3,2036.3,10.7372942,33.73,"Urban","San_Fran",-33.73
"FS3_20200422r1_10148","FS3_20","FWSC","Y2020",3115.8,6231.6,3115.8,9.057971014,26.7,"Urban","San_Fran",-26.7
"FS3_20200422r1_11261","FS3_20","FWSC","Y2020",3066.7,6894,3827.3,8.992805755,21.03,"Urban","San_Fran",-21.03
"FS3_20200422r1_15799","FS3_20","FWSC","Y2020",2993.1,6894,3900.9,9.119927041,20.31,"Urban","San_Fran",-20.31
"FS3_20200422r1_17197","FS3_20","FWSC","Y2020",3066.7,6452.4,3385.7,9.115770283,24.47,"Urban","San_Fran",-24.47
"FS3_20200422r1_19560","FS3_20","FWSC","Y2020",3091.3,4980.4,1889.1,8.613264427,37.04,"Urban","San_Fran",-37.04
"FS3_20200422r1_21459","FS3_20","FWSC","Y2020",3238.5,5888.1,2649.6,9.149130833,30.37,"Urban","San_Fran",-30.37
"FS3_20200422r1_24970","FS3_20","FWSC","Y2020",2993.1,6329.7,3336.6,9.419152276,24.56,"Urban","San_Fran",-24.56
"FS4_20200422r1_00539","FS4_20","FWSC","Y2020",2772.3,6624.1,3851.8,12.10165389,17.72,"Urban","San_Fran",-17.72
"FS4_20200422r1_01542","FS4_20","FWSC","Y2020",2747.8,6943.1,4195.3,11.09262341,15.96,"Urban","San_Fran",-15.96
"FS4_20200422r1_02652","FS4_20","FWSC","Y2020",2698.7,6280.7,3582,12.26134174,19.74,"Urban","San_Fran",-19.74
"FS4_20200422r1_04747","FS4_20","FWSC","Y2020",2723.3,6182.5,3459.2,11.74398121,21.25,"Urban","San_Fran",-21.25
"FS4_20200422r1_06447","FS4_20","FWSC","Y2020",2698.7,6403.3,3704.6,11.7370892,19.27,"Urban","San_Fran",-19.27
"FS4_20200422r1_07826","FS4_20","FWSC","Y2020",2698.7,6476.9,3778.2,11.59554731,18.82,"Urban","San_Fran",-18.82
"FS4_20200422r1_09542","FS4_20","FWSC","Y2020",2747.8,6403.3,3655.5,11.16694584,20.24,"Urban","San_Fran",-20.24
"FS4_20200422r1_12667","FS4_20","FWSC","Y2020",2747.8,6378.8,3631,12.10287443,19.5,"Urban","San_Fran",-19.5
"FS5_20200423r0_02927","FS5_20","FWSC","Y2020",2674.2,7286.6,4612.4,9.773976787,13.92,"Urban","San_Fran",-13.92
"FS5_20200423r0_04548","FS5_20","FWSC","Y2020",2772.3,7041.2,4268.9,9.861932939,16.6,"Urban","San_Fran",-16.6
"FS5_20200423r0_06508","FS5_20","FWSC","Y2020",2649.7,7114.8,4465.1,9.860717367,15.02,"Urban","San_Fran",-15.02
"FS5_20200423r0_11720","FS5_20","FWSC","Y2020",2723.3,7090.3,4367,10.12878021,15.54,"Urban","San_Fran",-15.54
"FS7_20200423r1_00490","FS7_20","FWSC","Y2020",2723.3,6427.9,3704.6,10.98418278,20.03,"Urban","San_Fran",-20.03
"FS7_20200423r1_01881","FS7_20","FWSC","Y2020",2649.7,6378.8,3729.1,10.89918256,19.91,"Urban","San_Fran",-19.91
"FS7_20200423r1_03300","FS7_20","FWSC","Y2020",2747.8,6403.3,3655.5,10.7342207,20.67,"Urban","San_Fran",-20.67
"FS7_20200423r1_05591","FS7_20","FWSC","Y2020",2625.1,6452.4,3827.3,10.88139282,19.14,"Urban","San_Fran",-19.14
"FS7_20200423r1_08909","FS7_20","FWSC","Y2020",2772.3,6378.8,3606.5,10.83893345,20.96,"Urban","San_Fran",-20.96
"FS7_20200423r1_22493","FS7_20","FWSC","Y2020",2796.9,6059.9,3263,11.08237902,23.49,"Urban","San_Fran",-23.49
"FS8_20200423r1_02184","FS8_20","FWSC","Y2020",2772.3,6329.7,3557.4,10.70807121,21.49,"Urban","San_Fran",-21.49
"FS8_20200423r1_05194","FS8_20","FWSC","Y2020",2747.8,6256.1,3508.3,10.64254357,21.95,"Urban","San_Fran",-21.95
"FS8_20200423r1_08640","FS8_20","FWSC","Y2020",2723.3,6329.7,3606.4,10.75124311,21.05,"Urban","San_Fran",-21.05
"FS9_20200423r1_01306","FS9_20","FWSC","Y2020",2747.8,6403.3,3655.5,9.652509653,21.75,"Urban","San_Fran",-21.75
"FS9_20200423r1_02221","FS9_20","FWSC","Y2020",2919.5,6427.9,3508.4,9.186954525,23.41,"Urban","San_Fran",-23.41
"FS11_20200423r0_06673","FS11_20","FWSC","Y2020",2796.9,6526,3729.1,8.064516129,22.75,"Urban","San_Fran",-22.75
"FS11_20200423r0_16888","FS11_20","FWSC","Y2020",2845.9,6207.1,3361.2,8.062348831,25.72,"Urban","San_Fran",-25.72
"FS11_20200423r0_19328","FS11_20","FWSC","Y2020",2772.3,6329.7,3557.4,8.032128514,24.17,"Urban","San_Fran",-24.17
"FS11_20200423r2_01049","FS11_20","FWSC","Y2020",2723.3,6427.9,3704.6,11.47959184,19.53,"Urban","San_Fran",-19.53
"FS11_20200423r2_02808","FS11_20","FWSC","Y2020",2870.5,6526,3655.5,11.47520082,19.93,"Urban","San_Fran",-19.93
"FS11_20200423r2_04325","FS11_20","FWSC","Y2020",2796.9,6575.1,3778.2,11.60092807,18.82,"Urban","San_Fran",-18.82
"FS11_20200423r2_06047","FS11_20","FWSC","Y2020",2772.3,6648.7,3876.4,11.56905278,18.06,"Urban","San_Fran",-18.06
"FS11_20200423r2_07367","FS11_20","FWSC","Y2020",2821.4,6624.1,3802.7,11.4187839,18.8,"Urban","San_Fran",-18.8
"FS12_20200423r1_01077","FS12_20","FWSC","Y2020",2919.5,6354.3,3434.8,10.33057851,22.86,"Urban","San_Fran",-22.86
"FS12_20200423r1_02282","FS12_20","FWSC","Y2020",2845.9,6329.7,3483.8,9.789525208,23,"Urban","San_Fran",-23
"FS12_20200423r1_10765","FS12_20","FWSC","Y2020",2968.6,6476.9,3508.3,10.12145749,22.47,"Urban","San_Fran",-22.47
"FS12_20200423r1_12154","FS12_20","FWSC","Y2020",2870.5,6550.5,3680,10.41124414,20.8,"Urban","San_Fran",-20.8
"FS13_20200423r2_19205","FS13_20","FWSC","Y2020",2772.3,6329.7,3557.4,9.578544061,22.62,"Urban","San_Fran",-22.62
"LD1_20200423r1_02422","LD1_20","LODU","Y2020",2626.7,7188.9,4562.2,9.975062344,14.12,"Urban","San_Fran",-14.12
"LD1_20200423r1_03625","LD1_20","LODU","Y2020",2695.9,7119.8,4423.9,10.32524522,14.88,"Urban","San_Fran",-14.88
"LD1_20200423r1_04832","LD1_20","LODU","Y2020",2811.1,6659,3847.9,10.26430588,19.59,"Urban","San_Fran",-19.59
"LD1_20200423r1_06081","LD1_20","LODU","Y2020",2649.8,6728.1,4078.3,10.03009027,17.97,"Urban","San_Fran",-17.97
"LD1_20200423r1_09841","LD1_20","LODU","Y2020",2718.9,6866.4,4147.5,10.37344398,17.07,"Urban","San_Fran",-17.07
"LD3_20200423r1_01973","LD3_20","LODU","Y2020",2672.8,6013.8,3341,9.149130833,24.79,"Urban","San_Fran",-24.79
"LD3_20200423r1_03129","LD3_20","LODU","Y2020",2718.9,6336.4,3617.5,9.149130833,22.56,"Urban","San_Fran",-22.56
"LD3_20200423r1_09805","LD3_20","LODU","Y2020",2603.7,6175.1,3571.4,8.920606601,23.16,"Urban","San_Fran",-23.16
"LD3_20200423r1_11286","LD3_20","LODU","Y2020",2649.8,6728.1,4078.3,9.389671362,18.61,"Urban","San_Fran",-18.61
"LD3_20200423r1_13819","LD3_20","LODU","Y2020",2626.7,6082.9,3456.2,9.04159132,23.97,"Urban","San_Fran",-23.97
"LD3_20200423r1_16321","LD3_20","LODU","Y2020",2557.6,6474.7,3917.1,9.267840593,20.03,"Urban","San_Fran",-20.03
"LD4_20200423r1_00446","LD4_20","LODU","Y2020",2580.6,6843.3,4262.7,10.03680161,16.47,"Urban","San_Fran",-16.47
"LD4_20200423r1_03599","LD4_20","LODU","Y2020",2534.6,6635.9,4101.3,10.32524522,17.49,"Urban","San_Fran",-17.49
"LD4_20200423r1_05194","LD4_20","LODU","Y2020",2626.7,6474.7,3848,10.15572106,19.7,"Urban","San_Fran",-19.7
"LD4_20200423r1_07132","LD4_20","LODU","Y2020",2603.7,6797.2,4193.5,10.27749229,16.79,"Urban","San_Fran",-16.79
"LD4_20200423r1_09759","LD4_20","LODU","Y2020",2580.6,6635.9,4055.3,10.15744033,18.03,"Urban","San_Fran",-18.03
"LD6_20200423r1_38040","LD6_20","LODU","Y2020",2396.3,6082.9,3686.6,9.442870633,21.71,"Urban","San_Fran",-21.71
"LD7_20200423r2_00585","LD7_20","LODU","Y2020",2419.4,6451.6,4032.2,9.925558313,18.44,"Urban","San_Fran",-18.44
"LD7_20200423r2_03470","LD7_20","LODU","Y2020",2396.3,7050.7,4654.4,10.81860801,12.53,"Urban","San_Fran",-12.53
"LD7_20200423r2_05570","LD7_20","LODU","Y2020",2488.5,6359.4,3870.9,9.633911368,20.04,"Urban","San_Fran",-20.04
"LD7_20200423r2_07674","LD7_20","LODU","Y2020",2350.2,6175.1,3824.9,9.56480153,20.48,"Urban","San_Fran",-20.48
"LD7_20200423r2_09186","LD7_20","LODU","Y2020",2511.5,6935.5,4424,11.01624897,14.19,"Urban","San_Fran",-14.19
"LD7_20200423r3_00518","LD7_20","LODU","Y2020",2511.5,7004.6,4493.1,10.75268817,13.9,"Urban","San_Fran",-13.9
"LD8_20200423r2_16708","LD8_20","LODU","Y2020",2718.9,6290.3,3571.4,11.29305477,20.79,"Urban","San_Fran",-20.79
"LD8_20200423r2_17441","LD8_20","LODU","Y2020",2695.9,6129,3433.1,11.21974675,21.98,"Urban","San_Fran",-21.98
"LD8_20200423r2_18539","LD8_20","LODU","Y2020",2788,6221.2,3433.2,11.32289111,21.88,"Urban","San_Fran",-21.88
"LD8_20200423r2_19499","LD8_20","LODU","Y2020",2788,6635.9,3847.9,11.29518072,18.56,"Urban","San_Fran",-18.56
"LD8_20200423r2_23895","LD8_20","LODU","Y2020",2557.6,6635.9,4078.3,11.16382919,16.83,"Urban","San_Fran",-16.83
"LD8_20200423r2_25019","LD8_20","LODU","Y2020",2695.9,6474.7,3778.8,11.18099231,19.23,"Urban","San_Fran",-19.23
"LD9_20200423r1_02546","LD9_20","LODU","Y2020",2580.6,6981.6,4401,10.56524036,14.83,"Urban","San_Fran",-14.83
"LD9_20200423r1_03769","LD9_20","LODU","Y2020",2580.6,7050.7,4470.1,10.32702238,14.51,"Urban","San_Fran",-14.51
"LD9_20200423r1_05591","LD9_20","LODU","Y2020",2672.8,7119.8,4447,10.21711367,14.81,"Urban","San_Fran",-14.81
"LD9_20200423r1_07256","LD9_20","LODU","Y2020",2626.7,7281.1,4654.4,10.42390549,12.93,"Urban","San_Fran",-12.93
"LD9_20200423r1_08577","LD9_20","LODU","Y2020",2557.6,7165.9,4608.3,10.3626943,13.36,"Urban","San_Fran",-13.36
"LD9_20200423r1_23839","LD9_20","LODU","Y2020",2557.6,6866.4,4308.8,10.32417923,15.81,"Urban","San_Fran",-15.81
"LD9_20200423r1_25483","LD9_20","LODU","Y2020",2695.9,6866.4,4170.5,10.1502233,17.1,"Urban","San_Fran",-17.1
"LD9_20200423r1_28301","LD9_20","LODU","Y2020",2557.6,6866.4,4308.8,10.04016064,16.1,"Urban","San_Fran",-16.1
"LD10_20200423r1_02722","LD10_20","LODU","Y2020",2672.8,6428.6,3755.8,9.527439024,21.07,"Urban","San_Fran",-21.07
"LD10_20200423r1_05818","LD10_20","LODU","Y2020",2672.8,6843.3,4170.5,9.956192752,17.3,"Urban","San_Fran",-17.3
"LD10_20200423r1_08727","LD10_20","LODU","Y2020",2649.8,6843.3,4193.5,9.715025907,17.35,"Urban","San_Fran",-17.35
"LD10_20200423r1_09810","LD10_20","LODU","Y2020",2718.9,6036.9,3318,9.741841208,24.39,"Urban","San_Fran",-24.39
"LD10_20200423r1_11028","LD10_20","LODU","Y2020",2718.9,6267.3,3548.4,9.811616954,22.46,"Urban","San_Fran",-22.46
"LD10_20200423r1_12076","LD10_20","LODU","Y2020",2580.6,6635.9,4055.3,9.718172983,18.46,"Urban","San_Fran",-18.46
"LD10_20200423r1_14520","LD10_20","LODU","Y2020",2718.9,7073.7,4354.8,9.946949602,15.82,"Urban","San_Fran",-15.82
"LD10_20200423r1_15645","LD10_20","LODU","Y2020",2603.7,7027.6,4423.9,9.778994719,15.43,"Urban","San_Fran",-15.43
"LD10_20200423r1_17116","LD10_20","LODU","Y2020",2672.8,7027.6,4354.8,9.846396219,15.92,"Urban","San_Fran",-15.92
"LD10_20200423r1_18379","LD10_20","LODU","Y2020",2718.9,6958.5,4239.6,9.970089731,16.73,"Urban","San_Fran",-16.73
"LD11_20200423r1_03026","LD11_20","LODU","Y2020",2488.5,6774.2,4285.7,9.369144285,16.96,"Urban","San_Fran",-16.96
"LD11_20200423r1_05457","LD11_20","LODU","Y2020",2488.5,7027.6,4539.1,9.306654258,14.97,"Urban","San_Fran",-14.97
"LD11_20200423r1_12585","LD11_20","LODU","Y2020",2373.3,6866.4,4493.1,9.36621917,15.29,"Urban","San_Fran",-15.29
"RICH1_20200425r1_00744","RICH1_20","RICH","Y2020",2258.1,5510.8,3252.7,7.163323782,27.49,"Urban","Richmond",-27.49
"RICH1_20200425r1_03827","RICH1_20","RICH","Y2020",2069.9,6129,4059.1,7.155635063,21,"Urban","Richmond",-21
"RICH1_20200425r3_01418","RICH1_20","RICH","Y2020",2150.5,6155.9,4005.4,7.361059993,21.22,"Urban","Richmond",-21.22
"RICH2_20200425r1_00450","RICH2_20","RICH","Y2020",2392.5,6344.1,3951.6,7.65843385,21.36,"Urban","Richmond",-21.36
"RICH2_20200425r1_01629","RICH2_20","RICH","Y2020",2392.5,6451.6,4059.1,7.548309179,20.6,"Urban","Richmond",-20.6
"RICH2_20200425r1_21760","RICH2_20","RICH","Y2020",2392.5,6424.7,4032.2,7.639419404,20.73,"Urban","Richmond",-20.73
"RICH2_20200425r1_25803","RICH2_20","RICH","Y2020",2258.1,6586,4327.9,7.462686567,18.52,"Urban","Richmond",-18.52
"RICH2_20200425r1_27808","RICH2_20","RICH","Y2020",2284.9,6424.7,4139.8,7.497656982,20,"Urban","Richmond",-20
"RICH2_20200425r1_28716","RICH2_20","RICH","Y2020",2392.5,6478.5,4086,7.394262053,20.54,"Urban","Richmond",-20.54
"RICH2_20200425r1_30041","RICH2_20","RICH","Y2020",2311.8,6317.2,4005.4,7.411799585,21.17,"Urban","Richmond",-21.17
"RICH2_20200425r1_31228","RICH2_20","RICH","Y2020",2311.8,6532.3,4220.5,7.411799585,19.44,"Urban","Richmond",-19.44
"RICH2_20200425r1_32414","RICH2_20","RICH","Y2020",2258.1,6451.6,4193.5,7.36051818,19.71,"Urban","Richmond",-19.71
"RICH2_20200425r1_45173","RICH2_20","RICH","Y2020",2258.1,6559.1,4301,7.394262053,18.81,"Urban","Richmond",-18.81
"RICH3_20200425r1_15633","RICH3_20","RICH","Y2020",2231.2,6021.5,3790.3,8.073817762,22.25,"Urban","Richmond",-22.25
"RICH3_20200425r1_32875","RICH3_20","RICH","Y2020",2365.6,5967.7,3602.1,8.13197026,23.71,"Urban","Richmond",-23.71
"RICH3_20200425r1_40712","RICH3_20","RICH","Y2020",2500,5618.3,3118.3,8.004802882,27.73,"Urban","Richmond",-27.73
"RICH4_20200425r0_17736","RICH_YM_YS","RICH","Y2020",2688.2,5752.7,3064.5,7.889546351,28.28,"Urban","Richmond",-28.28
"RICH4_20200425r0_19652","RICH_YM_YS","RICH","Y2020",2150.5,6209.7,4059.2,8.010680908,20.14,"Urban","Richmond",-20.14
"RICH4_20200425r0_20180","RICH_YM_YS","RICH","Y2020",2096.8,6155.9,4059.1,7.82962731,20.32,"Urban","Richmond",-20.32
"RICH4_20200425r0_20736","RICH_YM_YS","RICH","Y2020",2526.9,6317.2,3790.3,7.862871521,22.46,"Urban","Richmond",-22.46
"RICH4_20200425r0_23101","RICH_YM_YS","RICH","Y2020",2204.3,6317.2,4112.9,7.862871521,19.86,"Urban","Richmond",-19.86
"RICH4_20200425r0_30247","RICH_YM_YS","RICH","Y2020",2177.4,6505.4,4328,7.784524366,18.2,"Urban","Richmond",-18.2
"RICH4_20200425r0_32188","RICH_YM_YS","RICH","Y2020",2177.4,6451.6,4274.2,7.853403141,18.56,"Urban","Richmond",-18.56
"RICH4_20200425r0_32966","RICH_YM_YS","RICH","Y2020",2177.4,6478.5,4301.1,7.759958614,18.44,"Urban","Richmond",-18.44
"RICH4_20200425r0_33768","RICH_YM_YS","RICH","Y2020",2177.4,6451.6,4274.2,7.868852459,18.55,"Urban","Richmond",-18.55
"RICH4_20200425r0_35093","RICH_YM_YS","RICH","Y2020",2177.4,6317.2,4139.8,7.758955127,19.74,"Urban","Richmond",-19.74
"RICH5_20200425r1_02097","RICH5_20","RICH","Y2020",2365.6,5591.4,3225.8,7.906388362,26.97,"Urban","Richmond",-26.97
"RICH5_20200425r1_03180","RICH5_20","RICH","Y2020",2231.2,5752.7,3521.5,8.054772453,24.43,"Urban","Richmond",-24.43
"RICH5_20200425r1_04780","RICH5_20","RICH","Y2020",2231.2,5457,3225.8,8.009611534,26.86,"Urban","Richmond",-26.86
"RICH5_20200425r1_06070","RICH5_20","RICH","Y2020",2258.1,5833.3,3575.2,7.992540296,24.06,"Urban","Richmond",-24.06
"RICH5_20200425r1_07668","RICH5_20","RICH","Y2020",2634.4,5887.1,3252.7,7.698229407,26.96,"Urban","Richmond",-26.96
"RICH5_20200425r1_09633","RICH5_20","RICH","Y2020",2338.7,5752.7,3414,8.042895442,25.31,"Urban","Richmond",-25.31
"RICH6_20200425r1_02665","RICH6_20","RICH","Y2020",2553.8,6236.6,3682.8,7.768498738,23.42,"Urban","Richmond",-23.42
"RICH6_20200425r1_03601","RICH6_20","RICH","Y2020",2553.8,6344.1,3790.3,7.77000777,22.55,"Urban","Richmond",-22.55
"RICH6_20200425r1_04363","RICH6_20","RICH","Y2020",2580.6,6236.6,3656,7.77000777,23.63,"Urban","Richmond",-23.63
"RICH6_20200425r1_05272","RICH6_20","RICH","Y2020",2526.9,6182.8,3655.9,7.77000777,23.63,"Urban","Richmond",-23.63
"RICH6_20200425r1_09716","RICH6_20","RICH","Y2020",2500,6236.6,3736.6,7.744433688,23.01,"Urban","Richmond",-23.01
"RICH6_20200425r1_10558","RICH6_20","RICH","Y2020",2580.6,6290.3,3709.7,7.792713813,23.18,"Urban","Richmond",-23.18
"RICH6_20200425r1_11463","RICH6_20","RICH","Y2020",2580.6,6371,3790.4,7.768498738,22.55,"Urban","Richmond",-22.55
"RICH7_20200425r1_00978","RICH7_20","RICH","Y2020",2446.2,5752.7,3306.5,7.574609908,26.65,"Urban","Richmond",-26.65
"RICH7_20200425r1_01720","RICH7_20","RICH","Y2020",2284.9,5860.2,3575.3,7.361059993,24.69,"Urban","Richmond",-24.69
"RICH7_20200425r1_02387","RICH7_20","RICH","Y2020",2526.9,5994.6,3467.7,7.202881152,25.72,"Urban","Richmond",-25.72
"RICH7_20200425r1_03315","RICH7_20","RICH","Y2020",2231.2,5833.3,3602.1,7.56859035,24.27,"Urban","Richmond",-24.27
"RICH7_20200425r1_03696","RICH7_20","RICH","Y2020",2231.2,5914,3682.8,7.585814527,23.6,"Urban","Richmond",-23.6
"RICH7_20200425r1_04153","RICH7_20","RICH","Y2020",2231.2,5752.7,3521.5,7.480830372,25.01,"Urban","Richmond",-25.01
"RICH7_20200425r1_04554","RICH7_20","RICH","Y2020",2311.8,5860.2,3548.4,7.627765065,24.64,"Urban","Richmond",-24.64
"RICH7_20200425r1_10109","RICH7_20","RICH","Y2020",2258.1,5806.5,3548.4,7.514559459,24.76,"Urban","Richmond",-24.76
"RICH7_20200425r1_11907","RICH7_20","RICH","Y2020",2231.2,5860.2,3629,7.497656982,24.12,"Urban","Richmond",-24.12
"RICH7_20200425r1_17205","RICH7_20","RICH","Y2020",2284.9,5994.6,3709.7,7.765180929,23.2,"Urban","Richmond",-23.2
"RICH8_20200425r1_16113","RICH8_20","RICH","Y2020",2284.9,5940.9,3656,7.428040854,23.97,"Urban","Richmond",-23.97
