"song.id","bird","location","year","freq_lo","freq_hi","trill.bw","trill.rate","Deviation","region","dialect","vp"
"AB11_20200428r1_34470","AB11_20","ABLA","Y2020",2748.8,6398.1,3649.3,9.393199324,22.06,"Rural","Abbot",-22.06
"AB12_20200428r1_00620","AB_KGO_S","ABLA","Y2020",2725.1,5876.8,3151.7,9.321836402,26.15,"Rural","Abbot",-26.15
"AB12_20200428r1_01600","AB_KGO_S","ABLA","Y2020",2796.2,6279.6,3483.4,9.291521487,23.5,"Rural","Abbot",-23.5
"AB12_20200428r1_02500","AB_KGO_S","ABLA","Y2020",2701.4,5900.5,3199.1,9.180628873,25.91,"Rural","Abbot",-25.91
"AB12_20200428r1_03470","AB_KGO_S","ABLA","Y2020",2796.2,6137.4,3341.2,9.208103131,24.73,"Rural","Abbot",-24.73
"AB12_20200428r1_04570","AB_KGO_S","ABLA","Y2020",2725.1,5853.1,3128,9.380863039,26.28,"Rural","Abbot",-26.28
"AB12_20200428r1_05730","AB_KGO_S","ABLA","Y2020",2701.4,5805.7,3104.3,9.324009324,26.53,"Rural","Abbot",-26.53
"AB12_20200428r1_07090","AB_KGO_S","ABLA","Y2020",2725.1,5710.9,2985.8,9.385265134,27.42,"Rural","Abbot",-27.42
"AB13_20200428r1_01945","AB13_20","ABLA","Y2020",2677.7,6492.9,3815.2,8.368200837,21.75,"Rural","Abbot",-21.75
"AB14_20200428r1_08200","AB14_20","ABLA","Y2020",2606.6,6658.8,4052.2,8.072328059,20.14,"Rural","Abbot",-20.14
"AB14_20200428r1_09530","AB14_20","ABLA","Y2020",2606.6,6635.1,4028.5,8.14166497,20.26,"Rural","Abbot",-20.26
"AB14_20200428r1_12390","AB14_20","ABLA","Y2020",2606.6,6800.9,4194.3,8.163265306,18.9,"Rural","Abbot",-18.9
"AB14_20200428r1_15090","AB14_20","ABLA","Y2020",2654,6895.7,4241.7,8.206811654,18.47,"Rural","Abbot",-18.47
"AB14_20200428r1_16540","AB14_20","ABLA","Y2020",2701.4,6635.1,3933.7,8.098805426,21.06,"Rural","Abbot",-21.06
"AB14_20200428r1_18140","AB14_20","ABLA","Y2020",2725.1,6540.3,3815.2,8.168266285,21.95,"Rural","Abbot",-21.95
"AB14_20200428r1_19650","AB14_20","ABLA","Y2020",2725.1,6706.2,3981.1,8.206811654,20.57,"Rural","Abbot",-20.57
"AB14_20200428r1_21000","AB14_20","ABLA","Y2020",2654,6729.9,4075.9,8.206811654,19.81,"Rural","Abbot",-19.81
"AB14_20200428r1_22380","AB14_20","ABLA","Y2020",2725.1,6753.6,4028.5,8.166598612,20.23,"Rural","Abbot",-20.23
"AB14_20200428r1_23750","AB14_20","ABLA","Y2020",2677.7,6800.9,4123.2,8.034709947,19.6,"Rural","Abbot",-19.6
"AB15_20200428r1_01400","AB15_20","ABLA","Y2020",2535.5,6327,3791.5,8.517887564,21.79,"Rural","Abbot",-21.79
"AB15_20200428r1_02500","AB15_20","ABLA","Y2020",2511.8,6706.2,4194.4,8.403361345,18.66,"Rural","Abbot",-18.66
"AB15_20200428r1_03700","AB15_20","ABLA","Y2020",2606.6,6872,4265.4,8.377548171,18.11,"Rural","Abbot",-18.11
"AB15_20200428r1_10610","AB15_20","ABLA","Y2020",2582.9,5995.3,3412.4,8.378718056,24.99,"Rural","Abbot",-24.99
"AB15_20200428r1_11670","AB15_20","ABLA","Y2020",2606.6,5947.9,3341.3,8.481764207,25.46,"Rural","Abbot",-25.46
"AB16_20200428r1_13600","AB16_20","ABLA","Y2020",2654,6469.2,3815.2,9.20301859,20.92,"Rural","Abbot",-20.92
"AB16_20200428r1_14940","AB16_20","ABLA","Y2020",2677.7,6516.6,3838.9,9.189487227,20.74,"Rural","Abbot",-20.74
"AB16_20200428r1_19500","AB16_20","ABLA","Y2020",2701.4,6469.2,3767.8,9.157509158,21.34,"Rural","Abbot",-21.34
"AB16_20200428r2_00520","AB16_20","ABLA","Y2020",2582.9,6398.1,3815.2,7.801833431,22.32,"Rural","Abbot",-22.32
"AB16_20200428r2_01590","AB16_20","ABLA","Y2020",2559.2,7132.7,4573.5,7.662835249,16.34,"Rural","Abbot",-16.34
"AB16_20200428r2_02790","AB16_20","ABLA","Y2020",2630.3,6066.4,3436.1,7.720517275,25.46,"Rural","Abbot",-25.46
"AB16_20200428r2_07950","AB16_20","ABLA","Y2020",2630.3,6729.9,4099.6,7.881773399,19.94,"Rural","Abbot",-19.94
"AB16_20200428r2_08900","AB16_20","ABLA","Y2020",2606.6,6398.1,3791.5,7.591573354,22.72,"Rural","Abbot",-22.72
"AB16_20200428r2_09890","AB16_20","ABLA","Y2020",2630.3,6469.2,3838.9,7.720517275,22.21,"Rural","Abbot",-22.21
"AB18_20200428r1_00420","AB18_20","ABLA","Y2020",2606.6,7109,4502.4,8.206811654,16.37,"Rural","Abbot",-16.37
"AB18_20200428r1_01410","AB18_20","ABLA","Y2020",2559.2,6729.9,4170.7,8.248102936,19,"Rural","Abbot",-19
"AB18_20200428r1_03200","AB18_20","ABLA","Y2020",2606.6,6966.8,4360.2,8.248556503,17.48,"Rural","Abbot",-17.48
"AB18_20200428r1_05030","AB18_20","ABLA","Y2020",2559.2,7061.6,4502.4,8.176614881,16.4,"Rural","Abbot",-16.4
"AB18_20200428r1_11300","AB18_20","ABLA","Y2020",2440.8,6800.9,4360.1,8.227067051,17.5,"Rural","Abbot",-17.5
"AB18_20200428r1_12270","AB18_20","ABLA","Y2020",2582.9,6729.9,4147,8.230452675,19.21,"Rural","Abbot",-19.21
"AB18_20200428r1_13350","AB18_20","ABLA","Y2020",2582.9,6777.3,4194.4,8.177952241,18.88,"Rural","Abbot",-18.88
"AB18_20200428r1_14430","AB18_20","ABLA","Y2020",2582.9,6800.9,4218,8.143322476,18.73,"Rural","Abbot",-18.73
"AB18_20200428r1_15520","AB18_20","ABLA","Y2020",2559.2,7061.6,4502.4,8.184980561,16.39,"Rural","Abbot",-16.39
"AB18_20200428r1_16620","AB18_20","ABLA","Y2020",2559.2,6516.6,3957.4,8.107669856,20.86,"Rural","Abbot",-20.86
"AB19_20200428r1_01440","AB19_20","ABLA","Y2020",2677.7,5687.2,3009.5,8.787346221,27.83,"Rural","Abbot",-27.83
"AB19_20200428r1_02340","AB19_20","ABLA","Y2020",2677.7,5876.8,3199.1,8.787346221,26.3,"Rural","Abbot",-26.3
"AB19_20200428r1_03390","AB19_20","ABLA","Y2020",2630.3,5853.1,3222.8,9.017132552,25.88,"Rural","Abbot",-25.88
"AB19_20200428r1_04090","AB19_20","ABLA","Y2020",2559.2,5924.2,3365,9.146341463,24.6,"Rural","Abbot",-24.6
"AB19_20200428r1_04840","AB19_20","ABLA","Y2020",2582.9,6066.4,3483.5,9.004952724,23.79,"Rural","Abbot",-23.79
"AB19_20200428r1_05640","AB19_20","ABLA","Y2020",2630.3,5995.3,3365,9.124087591,24.63,"Rural","Abbot",-24.63
"AB19_20200428r1_06540","AB19_20","ABLA","Y2020",2606.6,6066.4,3459.8,9.122422916,23.86,"Rural","Abbot",-23.86
"AB19_20200428r1_07540","AB19_20","ABLA","Y2020",2582.9,6042.7,3459.8,9.144947417,23.84,"Rural","Abbot",-23.84
"AB19_20200428r1_08400","AB19_20","ABLA","Y2020",2511.8,6019,3507.2,8.987417615,23.62,"Rural","Abbot",-23.62
"AB20_20200428r1_04090","AB20_20","ABLA","Y2020",2878.2,6612.8,3734.6,9.602458229,21.17,"Rural","Abbot",-21.17
"AB20_20200428r1_05090","AB20_20","ABLA","Y2020",2878.2,6541.4,3663.2,9.325458502,22.02,"Rural","Abbot",-22.02
"AB20_20200428r1_06160","AB20_20","ABLA","Y2020",2687.9,6993.3,4305.4,9.023641942,17.14,"Rural","Abbot",-17.14
"AB20_20200428r1_06920","AB20_20","ABLA","Y2020",2783.1,6755.5,3972.4,9.119095386,19.73,"Rural","Abbot",-19.73
"AB20_20200428r1_08810","AB20_20","ABLA","Y2020",2902,6541.4,3639.4,9.310986965,22.23,"Rural","Abbot",-22.23
"AB20_20200428r1_09880","AB20_20","ABLA","Y2020",2830.6,6803,3972.4,9.433962264,19.42,"Rural","Abbot",-19.42
"AB20_20200428r1_10840","AB20_20","ABLA","Y2020",2878.2,6731.7,3853.5,9.261403103,20.55,"Rural","Abbot",-20.55
"AB20_20200428r1_11840","AB20_20","ABLA","Y2020",2878.2,6707.9,3829.7,9.350163628,20.65,"Rural","Abbot",-20.65
"AB20_20200428r1_12750","AB20_20","ABLA","Y2020",2806.9,7231.2,4424.3,9.291521487,15.92,"Rural","Abbot",-15.92
"AB20_20200428r1_13880","AB20_20","ABLA","Y2020",2854.4,6874.4,4020,9.465215334,19,"Rural","Abbot",-19
"BE1_20200422r1_01467","BE1_20","BATE","Y2020",2788,6359.4,3571.4,9.81932443,22.27,"Urban","San_Fran",-22.27
"BE1_20200422r1_02513","BE1_20","BATE","Y2020",2811.1,6451.6,3640.5,9.967605283,21.56,"Urban","San_Fran",-21.56
"BE1_20200422r1_04761","BE1_20","BATE","Y2020",2788,6267.3,3479.3,10.03764115,22.79,"Urban","San_Fran",-22.79
"BE1_20200422r1_05718","BE1_20","BATE","Y2020",2857.1,6336.4,3479.3,10.06643849,22.76,"Urban","San_Fran",-22.76
"BE1_20200422r1_06791","BE1_20","BATE","Y2020",2765,6428.6,3663.6,9.970089731,21.37,"Urban","San_Fran",-21.37
"BE1_20200422r1_07898","BE1_20","BATE","Y2020",2718.9,6474.7,3755.8,10.18070756,20.42,"Urban","San_Fran",-20.42
"BE1_20200422r1_08739","BE1_20","BATE","Y2020",2811.1,6497.7,3686.6,10.21711367,20.94,"Urban","San_Fran",-20.94
"BE1_20200422r1_09752","BE1_20","BATE","Y2020",2765,6520.7,3755.7,10.21711367,20.38,"Urban","San_Fran",-20.38
"BE1_20200422r1_10716","BE1_20","BATE","Y2020",2857.1,6359.4,3502.3,10.21711367,22.42,"Urban","San_Fran",-22.42
"BE1_20200422r1_11782","BE1_20","BATE","Y2020",2834.1,6566.8,3732.7,10.14455998,20.64,"Urban","San_Fran",-20.64
"BE2_20200422r1_02146","BE2_20","BATE","Y2020",2880.2,4907.8,2027.6,10.04016064,34.49,"Urban","San_Fran",-34.49
"BE2_20200422r1_11178","BE2_20","BATE","Y2020",2880.2,5414.7,2534.5,9.633911368,30.81,"Urban","San_Fran",-30.81
"BE3_20200422r1_10600","BE3_20","BATE","Y2020",2857.1,6382.5,3525.4,10.28806584,22.17,"Urban","San_Fran",-22.17
"BE3_20200422r1_15560","BE3_20","BATE","Y2020",2834.1,6705.1,3871,10.20408163,19.46,"Urban","San_Fran",-19.46
"BE3_20200422r1_17767","BE3_20","BATE","Y2020",2903.2,6935.5,4032.3,10.17915309,18.19,"Urban","San_Fran",-18.19
"BE3_20200422r1_19557","BE3_20","BATE","Y2020",2765,7119.8,4354.8,10.09421265,15.67,"Urban","San_Fran",-15.67
"BE4_20200422r1_00303","BE4_20","BATE","Y2020",2811.1,6520.7,3709.6,8.703220191,22.27,"Urban","San_Fran",-22.27
"BE4_20200422r1_01223","BE4_20","BATE","Y2020",2880.2,6589.9,3709.7,8.795074758,22.17,"Urban","San_Fran",-22.17
"BE7_20200422r1_21620","BE7_20","BATE","Y2020",2880.2,7027.6,4147.4,10.82251082,16.62,"Urban","San_Fran",-16.62
"BE9_20200423r1_00907","BE9_20","BATE","Y2020",2857.1,6889.4,4032.3,10.18157136,18.19,"Urban","San_Fran",-18.19
"BE9_20200423r1_02149","BE9_20","BATE","Y2020",2788,7188.9,4400.9,10.27749229,15.12,"Urban","San_Fran",-15.12
"BE9_20200423r1_03343","BE9_20","BATE","Y2020",3018.4,6797.2,3778.8,9.930486594,20.48,"Urban","San_Fran",-20.48
"BE9_20200423r1_05042","BE9_20","BATE","Y2020",2741.9,7235,4493.1,10.23331969,14.42,"Urban","San_Fran",-14.42
"BE10_20200423r0_00001","BE10_20","BATE","Y2020",2880.2,5253.5,2373.3,10.1488498,31.6,"Urban","San_Fran",-31.6
"BE10_20200423r0_01159","BE10_20","BATE","Y2020",2972.4,5783.4,2811,9.704027171,28.51,"Urban","San_Fran",-28.51
"BE10_20200423r0_04851","BE10_20","BATE","Y2020",2857.1,5230.4,2373.3,9.652509653,32.09,"Urban","San_Fran",-32.09
"BE10_20200423r0_13748","BE10_20","BATE","Y2020",2903.2,5944.7,3041.5,9.976720984,26.38,"Urban","San_Fran",-26.38
"BE10_20200423r0_20588","BE10_20","BATE","Y2020",2949.3,5207.4,2258.1,9.871668312,32.8,"Urban","San_Fran",-32.8
"BW1_20200422r1_00778","BW1_20","BATW","Y2020",2735.5,6184.6,3449.1,10.45478306,22.62,"Urban","San_Fran",-22.62
"BW1_20200422r1_13479","BW1_20","BATW","Y2020",2973.4,6255.9,3282.5,10.1061142,24.31,"Urban","San_Fran",-24.31
"BW2_20200422r1_00638","BW2_20","BATW","Y2020",2902,7255,4353,8.90736342,16.87,"Urban","San_Fran",-16.87
"BW2_20200422r1_07188","BW2_20","BATW","Y2020",3020.9,6113.2,3092.3,9.153318078,26.8,"Urban","San_Fran",-26.8
"BW2_20200422r1_08045","BW2_20","BATW","Y2020",2949.6,6755.5,3805.9,9.070294785,21.12,"Urban","San_Fran",-21.12
"BW2_20200422r1_10740","BW2_20","BATW","Y2020",2949.6,7136.1,4186.5,8.853474989,18.27,"Urban","San_Fran",-18.27
"BW2_20200422r1_11275","BW2_20","BATW","Y2020",2997.1,7278.8,4281.7,8.960573477,17.4,"Urban","San_Fran",-17.4
"BW2_20200422r1_11832","BW2_20","BATW","Y2020",2973.4,7159.8,4186.4,8.857395926,18.27,"Urban","San_Fran",-18.27
"BW2_20200422r1_11836","BW2_20","BATW","Y2020",2949.6,7136.1,4186.5,8.857395926,18.27,"Urban","San_Fran",-18.27
"BW2_20200422r1_13153","BW2_20","BATW","Y2020",2925.8,7183.6,4257.8,9.07935355,17.47,"Urban","San_Fran",-17.47
"BW2_20200422r1_14016","BW2_20","BATW","Y2020",2902,7326.4,4424.4,8.944543828,16.26,"Urban","San_Fran",-16.26
"BW3_20200422r1_13159","BW3_20","BATW","Y2020",2997.1,7017.1,4020,8.928571429,19.54,"Urban","San_Fran",-19.54
"BW3_20200422r1_14585","BW3_20","BATW","Y2020",3068.5,5827.8,2759.3,8.090614887,30.54,"Urban","San_Fran",-30.54
"BW3_20200422r1_18707","BW3_20","BATW","Y2020",2997.1,5970.5,2973.4,8.75273523,28.15,"Urban","San_Fran",-28.15
"BW4_20200422r1_00514","BW4_20","BATW","Y2020",2902,6612.8,3710.8,9.348706762,21.61,"Urban","San_Fran",-21.61
"BW4_20200422r1_04634","BW4_20","BATW","Y2020",2878.2,6707.9,3829.7,9.372071228,20.63,"Urban","San_Fran",-20.63
"BW4_20200422r1_05827","BW4_20","BATW","Y2020",3068.5,6589,3520.5,8.453085376,24.04,"Urban","San_Fran",-24.04
"BW4_20200422r1_06600","BW4_20","BATW","Y2020",2925.8,6826.8,3901,9.328358209,20.1,"Urban","San_Fran",-20.1
"BW4_20200422r1_11475","BW4_20","BATW","Y2020",3068.5,6446.2,3377.7,9.407337723,24.24,"Urban","San_Fran",-24.24
"BW5_20200422r1_00924","BW5_20","BATW","Y2020",2925.8,6493.8,3568,11.30103122,20.81,"Urban","San_Fran",-20.81
"BW5_20200422r1_02912","BW5_20","BATW","Y2020",2902,6731.7,3829.7,11.23911211,18.76,"Urban","San_Fran",-18.76
"BW5_20200422r1_04570","BW5_20","BATW","Y2020",2902,6612.8,3710.8,11.17630623,19.78,"Urban","San_Fran",-19.78
"BW5_20200422r1_10389","BW5_20","BATW","Y2020",2806.9,6731.7,3924.8,11.20099564,18.03,"Urban","San_Fran",-18.03
"BW5_20200422r1_12373","BW5_20","BATW","Y2020",2878.2,6779.3,3901.1,11.17630623,18.25,"Urban","San_Fran",-18.25
"BW5_20200422r1_17359","BW5_20","BATW","Y2020",2997.1,6255.9,3258.8,11.26972201,23.34,"Urban","San_Fran",-23.34
"BW5_20200422r1_18945","BW5_20","BATW","Y2020",2783.1,6541.4,3758.3,11.27713561,19.3,"Urban","San_Fran",-19.3
"BW5_20200422r1_20866","BW5_20","BATW","Y2020",2902,6541.4,3639.4,11.22754491,20.31,"Urban","San_Fran",-20.31
"BW5_20200422r1_24154","BW5_20","BATW","Y2020",2973.4,6731.7,3758.3,11.28923007,19.29,"Urban","San_Fran",-19.29
"BW5_20200422r1_26114","BW5_20","BATW","Y2020",2925.8,6541.4,3615.6,11.28795575,20.44,"Urban","San_Fran",-20.44
"BW6_20200422r1_11640","BW6_20","BATW","Y2020",2735.5,7112.3,4376.8,10.51524711,15.07,"Urban","San_Fran",-15.07
"BW6_20200422r1_13918","BW6_20","BATW","Y2020",2664.1,6945.8,4281.7,10.34126163,16.02,"Urban","San_Fran",-16.02
"BW6_20200422r1_18627","BW6_20","BATW","Y2020",2759.3,6470,3710.7,10.28806584,20.67,"Urban","San_Fran",-20.67
"BW8_20200422r1_05888","BW8_20","BATW","Y2020",3187.4,6470,3282.6,8.361204013,26.05,"Urban","San_Fran",-26.05
"BW8_20200422r1_07918","BW8_20","BATW","Y2020",3092.3,6803,3710.7,9.124087591,21.84,"Urban","San_Fran",-21.84
"BW8_20200422r1_08548","BW8_20","BATW","Y2020",3187.4,6565.2,3377.8,9.523809524,24.12,"Urban","San_Fran",-24.12
"BW8_20200422r1_10967","BW8_20","BATW","Y2020",3187.4,6541.4,3354,9.465215334,24.37,"Urban","San_Fran",-24.37
"BW8_20200422r1_11659","BW8_20","BATW","Y2020",3092.3,6874.4,3782.1,9.233610342,21.15,"Urban","San_Fran",-21.15
"BW8_20200422r1_14857","BW8_20","BATW","Y2020",3116.1,6898.2,3782.1,9.647853353,20.74,"Urban","San_Fran",-20.74
"BW8_20200422r1_16120","BW8_20","BATW","Y2020",3044.7,7088.5,4043.8,9.638554217,18.64,"Urban","San_Fran",-18.64
"COMW1_20200429r1_17637","COMW1_20","COMW","Y2020",2676.9,6797,4120.1,8.093889114,19.57,"Rural","Commonweal",-19.57
"COMW1_20200429r1_18834","COMW1_20","COMW","Y2020",2676.9,6471.1,3794.2,8.132285172,22.16,"Rural","Commonweal",-22.16
"COMW1_20200429r1_20321","COMW1_20","COMW","Y2020",2630.4,6866.9,4236.5,8.042895442,18.68,"Rural","Commonweal",-18.68
"COMW1_20200429r1_22268","COMW1_20","COMW","Y2020",2723.5,6098.7,3375.2,8.121277748,25.55,"Rural","Commonweal",-25.55
"COMW1_20200429r1_23492","COMW1_20","COMW","Y2020",2723.5,6866.9,4143.4,8.060182697,19.41,"Rural","Commonweal",-19.41
"COMW1_20200429r1_25045","COMW1_20","COMW","Y2020",2676.9,7006.5,4329.6,8.016032064,17.95,"Rural","Commonweal",-17.95
"COMW1_20200429r1_27659","COMW1_20","COMW","Y2020",2700.2,6401.3,3701.1,8.032128514,23.01,"Rural","Commonweal",-23.01
"COMW1_20200429r1_32378","COMW1_20","COMW","Y2020",2723.5,6424.6,3701.1,8.403361345,22.64,"Rural","Commonweal",-22.64
"COMW1_20200429r1_33736","COMW1_20","COMW","Y2020",2607.1,6447.9,3840.8,8.240626288,21.67,"Rural","Commonweal",-21.67
"COMW1_20200429r1_35389","COMW1_20","COMW","Y2020",2630.4,6587.5,3957.1,8.166598612,20.81,"Rural","Commonweal",-20.81
"COMW2_20200426r1_08264","COMW2_20","COMW","Y2020",2746.7,6191.8,3445.1,7.773027594,25.33,"Rural","Commonweal",-25.33
"COMW3_20200426r1_01738","COMW3_20","COMW","Y2020",2676.9,6075.4,3398.5,7.374631268,26.1,"Rural","Commonweal",-26.1
"COMW3_20200426r1_03798","COMW3_20","COMW","Y2020",2700.2,5912.5,3212.3,7.158196135,27.82,"Rural","Commonweal",-27.82
"COMW3_20200426r1_30782","COMW3_20","COMW","Y2020",2816.6,5889.2,3072.6,7.490636704,28.62,"Rural","Commonweal",-28.62
"COMW4_20200426r1_04759","COMW4_20","COMW","Y2020",2793.3,6098.7,3305.4,7.01754386,27.21,"Rural","Commonweal",-27.21
"COMW4_20200426r1_08667","COMW4_20","COMW","Y2020",2816.6,6284.9,3468.3,7.158196135,25.76,"Rural","Commonweal",-25.76
"COMW4_20200426r1_11472","COMW4_20","COMW","Y2020",2839.9,6168.5,3328.6,7.087172218,26.96,"Rural","Commonweal",-26.96
"COMW4_20200426r1_21927","COMW4_20","COMW","Y2020",2700.2,6215.1,3514.9,7.158196135,25.38,"Rural","Commonweal",-25.38
"COMW4_20200426r1_32920","COMW4_20","COMW","Y2020",2770,6471.1,3701.1,7.225433526,23.81,"Rural","Commonweal",-23.81
"COMW4_20200426r1_36158","COMW4_20","COMW","Y2020",2770,6378,3608,7.225433526,24.56,"Rural","Commonweal",-24.56
"COMW4_20200426r1_39282","COMW4_20","COMW","Y2020",2723.5,6331.5,3608,7.23065799,24.56,"Rural","Commonweal",-24.56
"COMW4_20200426r1_44466","COMW4_20","COMW","Y2020",2723.5,6284.9,3561.4,7.082152975,25.08,"Rural","Commonweal",-25.08
"COMW4_20200426r1_48684","COMW4_20","COMW","Y2020",2793.3,6471.1,3677.8,7.380073801,23.85,"Rural","Commonweal",-23.85
"COMW4_20200426r1_53193","COMW4_20","COMW","Y2020",2839.9,6308.2,3468.3,7.225433526,25.69,"Rural","Commonweal",-25.69
"COMW5_20200426r0_13242","COMW5_20","COMW","Y2020",2723.5,6215.1,3491.6,7.4019245,25.33,"Rural","Commonweal",-25.33
"COMW5_20200426r0_15085","COMW5_20","COMW","Y2020",2746.7,6191.8,3445.1,7.304601899,25.8,"Rural","Commonweal",-25.8
"COMW5_20200426r0_16614","COMW5_20","COMW","Y2020",2583.8,6564.2,3980.4,7.225433526,21.56,"Rural","Commonweal",-21.56
"COMW5_20200426r0_19324","COMW5_20","COMW","Y2020",2537.2,6401.3,3864.1,7.23065799,22.49,"Rural","Commonweal",-22.49
"COMW5_20200426r0_21457","COMW5_20","COMW","Y2020",2700.2,6517.7,3817.5,7.407407407,22.69,"Rural","Commonweal",-22.69
"COMW5_20200426r0_22805","COMW5_20","COMW","Y2020",2653.6,6401.3,3747.7,7.158196135,23.5,"Rural","Commonweal",-23.5
"COMW6_20200426r1_15432","COMW6_20","COMW","Y2020",2839.9,5703,2863.1,7.299270073,30.5,"Rural","Commonweal",-30.5
"COMW6_20200426r1_17668","COMW6_20","COMW","Y2020",2863.1,6378,3514.9,7.01754386,25.52,"Rural","Commonweal",-25.52
"COMW6_20200426r1_24932","COMW6_20","COMW","Y2020",2863.1,6075.4,3212.3,7.072135785,27.91,"Rural","Commonweal",-27.91
"COMW6_20200426r1_26259","COMW6_20","COMW","Y2020",2746.7,6587.5,3840.8,7.147962831,22.76,"Rural","Commonweal",-22.76
"COMW6_20200426r1_32239","COMW6_20","COMW","Y2020",2909.7,6494.4,3584.7,7.00280112,24.97,"Rural","Commonweal",-24.97
"COMW7_20200426r1_01314","COMW7_20","COMW","Y2020",2863.1,6284.9,3421.8,7.301935013,25.99,"Rural","Commonweal",-25.99
"COMW7_20200426r1_02492","COMW7_20","COMW","Y2020",2770,6610.8,3840.8,6.872852234,23.04,"Rural","Commonweal",-23.04
"COMW7_20200426r1_03566","COMW7_20","COMW","Y2020",2886.4,6215.1,3328.7,7.01754386,27.02,"Rural","Commonweal",-27.02
"COMW7_20200426r1_04867","COMW7_20","COMW","Y2020",2863.1,6424.6,3561.5,7.264802034,24.9,"Rural","Commonweal",-24.9
"COMW8_20200426r1_03922","COMW8_20","COMW","Y2020",2746.7,6191.8,3445.1,7.1864894,25.92,"Rural","Commonweal",-25.92
"COMW8_20200426r1_06410","COMW8_20","COMW","Y2020",2746.7,6308.2,3561.5,7.183908046,24.98,"Rural","Commonweal",-24.98
"COMW8_20200426r1_07479","COMW8_20","COMW","Y2020",2700.2,6284.9,3584.7,7.155635063,24.82,"Rural","Commonweal",-24.82
"COMW8_20200426r1_11213","COMW8_20","COMW","Y2020",2723.5,6447.9,3724.4,7.112375533,23.74,"Rural","Commonweal",-23.74
"COMW8_20200426r1_12312","COMW8_20","COMW","Y2020",2746.7,6238.4,3491.7,7.155635063,25.57,"Rural","Commonweal",-25.57
"COMW8_20200426r1_14631","COMW8_20","COMW","Y2020",2723.5,6331.5,3608,7.293946025,24.5,"Rural","Commonweal",-24.5
"COMW8_20200426r1_25954","COMW8_20","COMW","Y2020",2630.4,6215.1,3584.7,7.147962831,24.83,"Rural","Commonweal",-24.83
"COMW9_20200426r1_04480","COMW9_20","COMW","Y2020",2863.1,5889.2,3026.1,7.48502994,29,"Rural","Commonweal",-29
"COMW9_20200426r1_07014","COMW9_20","COMW","Y2020",2839.9,6098.7,3258.8,7.331378299,27.27,"Rural","Commonweal",-27.27
"COMW9_20200426r1_09679","COMW9_20","COMW","Y2020",2909.7,6168.5,3258.8,7.407407407,27.2,"Rural","Commonweal",-27.2
"COMW9_20200426r1_11167","COMW9_20","COMW","Y2020",2793.3,6261.6,3468.3,7.404664939,25.51,"Rural","Commonweal",-25.51
"COMW9_20200426r1_12736","COMW9_20","COMW","Y2020",2933,6075.4,3142.4,7.331378299,28.21,"Rural","Commonweal",-28.21
"COMW9_20200426r1_15158","COMW9_20","COMW","Y2020",2863.1,6168.5,3305.4,7.558578987,26.67,"Rural","Commonweal",-26.67
"COMW9_20200426r1_15814","COMW9_20","COMW","Y2020",2886.4,6145.3,3258.9,7.4019245,27.2,"Rural","Commonweal",-27.2
"COMW10_20200429r1_10836","COMW10_20","COMW","Y2020",2793.3,6354.7,3561.4,7.336757153,24.83,"Rural","Commonweal",-24.83
"COMW10_20200429r1_11854","COMW10_20","COMW","Y2020",2793.3,6331.5,3538.2,7.326007326,25.03,"Rural","Commonweal",-25.03
"COMW10_20200429r1_12953","COMW10_20","COMW","Y2020",2839.9,6191.8,3351.9,7.301935013,26.55,"Rural","Commonweal",-26.55
"COMW10_20200429r1_14016","COMW10_20","COMW","Y2020",2839.9,6354.7,3514.8,7.204610951,25.34,"Rural","Commonweal",-25.34
"COMW10_20200429r1_15504","COMW10_20","COMW","Y2020",2746.7,6797,4050.3,7.293946025,20.93,"Rural","Commonweal",-20.93
"COMW10_20200429r1_16681","COMW10_20","COMW","Y2020",2816.6,6680.6,3864,7.228044814,22.5,"Rural","Commonweal",-22.5
"COMW10_20200429r1_17967","COMW10_20","COMW","Y2020",2839.9,6168.5,3328.6,7.191657677,26.85,"Rural","Commonweal",-26.85
"COMW11_20200429r2_04501","COMW11_20","COMW","Y2020",2793.3,6215.1,3421.8,6.497725796,26.79,"Rural","Commonweal",-26.79
"COMW11_20200429r2_05812","COMW11_20","COMW","Y2020",3002.8,5633.1,2630.3,6.105006105,33.57,"Rural","Commonweal",-33.57
"COMW11_20200429r2_06710","COMW11_20","COMW","Y2020",2770,6168.5,3398.5,6.510416667,26.97,"Rural","Commonweal",-26.97
"COMW11_20200429r2_07727","COMW11_20","COMW","Y2020",2816.6,6401.3,3584.7,6.743088334,25.23,"Rural","Commonweal",-25.23
"COMW11_20200429r2_09277","COMW11_20","COMW","Y2020",2793.3,6284.9,3491.6,6.631299735,26.1,"Rural","Commonweal",-26.1
"COMW11_20200429r2_10196","COMW11_20","COMW","Y2020",2700.2,6261.6,3561.4,6.472491909,25.69,"Rural","Commonweal",-25.69
"COMW11_20200429r2_11890","COMW11_20","COMW","Y2020",2816.6,6471.1,3654.5,6.64893617,24.77,"Rural","Commonweal",-24.77
"COMW12_20200429r1_01242","COMW12_20","COMW","Y2020",2653.6,5633.1,2979.5,6.357279085,30.5,"Rural","Commonweal",-30.5
"COMW12_20200429r1_03628","COMW12_20","COMW","Y2020",2537.2,5889.2,3352,6.24609619,27.61,"Rural","Commonweal",-27.61
