"","song.id","bird.id","location","dialect","region","year","distance","duration","bg.OBCZ2000","bg.OBCZ2500","bg.OBCZ3150","bg.OBCZ4000","bg.OBCZ5000","bg.OBCZ6300","bg.OBCZ8000","ambient.LAeq","SENEL.total","SENEL.song","SEL.LZeq","song.bands.OBCZ2000","song.bands.OBCZ2500","song.bands.OBCZ3150","song.bands.OBCZ4000","song.bands.OBCZ5000","song.bands.OBCZ6300","song.bands.OBCZ8000","song.bands.OBCZ2000.SNR","song.bands.OBCZ2500.SNR","song.bands.OBCZ3150.SNR","song.bands.OBCZ4000.SNR","song.bands.OBCZ5000.SNR","song.bands.OBCZ6300.SNR","song.bands.OBCZ8000.SNR"
"PR__COMW.040_11241","PR__COMW.040_11241","COMW16_20","COMW","Commonweal","Rural","Y2020",23,2.2,26.514,23.576,19.429,14.703,11.698,12.153,19.238,42.484,55.628,54.691,81.926,-33.965,39.699,54.005,77.589,70.662,58.305,53.099,-63.904,12.699,31.153,59.461,55.54,42.729,30.437
"PR__COMW.040_12096","PR__COMW.040_12096","COMW16_20","COMW","Commonweal","Rural","Y2020",23,2.04,26.506,23.574,19.441,14.714,11.758,12.141,19.177,46.693,56.198,55.261,82.496,40.246,43.272,54.81,78.468,71.912,50.363,-31.665,10.643,16.602,32.273,60.657,57.058,35.125,-53.938
"PR__COMW.040_13055","PR__COMW.040_13055","COMW16_20","COMW","Commonweal","Rural","Y2020",23,2.12,25.947,22.895,19.051,15.072,15.122,15.551,7.336,47.123,53.53,52.552,79.787,49.546,49.565,54.597,75.789,67.786,49.553,22.59,20.336,23.407,32.282,57.454,49.4,30.739,11.99
"PR__COMW.041_00999","PR__COMW.041_00999","COMW16_20","COMW","Commonweal","Rural","Y2020",19,2.2,26.335,23.22,19.097,14.737,13.675,9.245,7.139,42.337,57.771,56.85,82.426,44.857,42.879,53.934,77.967,71.945,52.118,38.479,15.098,16.235,31.412,59.806,54.846,39.448,27.916
"PR__COMW.046_05512","PR__COMW.046_05512","COMW19_20","COMW","Commonweal","Rural","Y2020",14,1.94,36.393,34.901,33.128,31.211,30.79,28.899,25.447,49.618,55.04,53.618,76.541,51.922,49.798,55.464,73.05,62.99,51.969,48.481,12.651,12.019,19.458,38.961,29.322,20.192,20.156
"PR__COMW.046_10414","PR__COMW.046_10414","COMW19_20","COMW","Commonweal","Rural","Y2020",14,2,33.512,32.015,29.118,27.636,24.832,21.201,18.136,47.676,56.127,55.014,77.937,44.399,44.599,55.364,74.343,64.892,50.757,-35.977,7.876,9.573,23.236,43.696,37.05,26.545,-57.124
"PR__COMW.047_05200","PR__COMW.047_05200","COMW19_20","COMW","Commonweal","Rural","Y2020",20,2.16,32.572,31.099,28.575,26.713,29.021,22.533,17.813,47.286,56.958,55.866,81.886,-35.179,-35.279,58.368,78.123,67.119,48.282,-32.879,-71.095,-69.722,26.448,48.066,34.753,22.405,-54.037
"PR__COMW.047_02592","PR__COMW.047_02592","COMW19_20","COMW","Commonweal","Rural","Y2020",20,2.18,34.828,33.373,31.064,28.347,26.695,21.874,27.616,49.457,58.483,57.414,83.434,45.554,50.991,61.019,79.166,72.026,55.29,-32.879,7.342,14.233,26.57,47.434,41.946,30.031,-63.88
"PR__COMW.047_03848","PR__COMW.047_03848","COMW19_20","COMW","Commonweal","Rural","Y2020",20,2.2,36.202,34.207,32.661,30.252,29,25.131,17.706,48.722,56.877,55.668,81.688,-35.179,51.514,60.278,77.477,69.449,56.532,46.565,-74.805,13.882,24.193,43.8,37.025,27.977,25.435
"PR__COMW.047_01178","PR__COMW.047_01178","COMW19_20","COMW","Commonweal","Rural","Y2020",20,2.2,35.105,33.47,31.088,28.399,26.34,21.262,27.904,48.006,56.654,55.561,81.582,-35.179,-35.279,59.886,76.774,71.915,58.732,-32.879,-73.709,-72.174,25.374,44.951,42.151,34.045,-64.207
"PR__COMW.047_00001","PR__COMW.047_00001","COMW19_20","COMW","Commonweal","Rural","Y2020",20,1.82,35.099,33.628,31.307,28.378,27.258,22.218,30.361,NA,58.051,57.003,83.024,-35.179,41.618,61.888,79.454,72.752,56.569,-32.879,-72.879,5.389,27.981,48.475,42.893,31.75,-65.841
"PR__COMW.047_06596","PR__COMW.047_06596","COMW19_20","COMW","Commonweal","Rural","Y2020",20,2.08,32.715,31.305,28.752,26.992,29.58,22.921,18.251,46.494,56.525,55.475,81.496,-35.179,-35.279,59.195,77.346,70.705,55.281,-32.879,-71.076,-69.765,27.262,47.173,37.944,29.179,-54.311
"PR__ABLA.007_00274","PR__ABLA.007_00274","AB4_20","ABLA","Abbot","Rural","Y2020",16,2.52,20.622,18.645,21.093,22.736,19.805,13.935,17.035,NA,57.298,56.503,80.586,-37.118,39.638,61.249,73.626,73.05,56.807,-34.818,-61.753,16.979,36.143,46.876,49.231,38.859,-55.867
"PR__ABLA.008_00387","PR__ABLA.008_00387","AB4_20","ABLA","Abbot","Rural","Y2020",16,2.3,30.787,31.386,27.177,25.249,21.736,11.445,13.637,NA,58.918,58.02,82.102,54.374,50.757,61.702,76.494,73.51,60.03,40.164,19.969,15.754,30.907,47.628,48.157,44.968,22.91
"PR__ABLA.014_00723","PR__ABLA.014_00723","AB8_20","ABLA","Abbot","Rural","Y2020",9,1.84,20.555,19.15,18.041,19.528,20.207,15.411,15.857,NA,47.639,46.821,65.906,-42.115,-42.215,43.213,59.955,60.15,46.878,-39.815,-65.318,-64.013,22.523,37.779,37.294,28.819,-58.32
"PR__ABLA.014_01397","PR__ABLA.014_01397","AB8_20","ABLA","Abbot","Rural","Y2020",9,1.68,15.276,13.473,12.176,12.889,12.717,7.062,7.465,38.951,40.533,39.694,58.779,24.889,24.155,32.354,53.739,52.389,45.043,-39.815,7.36,8.429,17.924,38.597,37.418,35.728,-49.533
"PR__ABLA.019_00693","PR__ABLA.019_00693","AB10_20","ABLA","Abbot","Rural","Y2020",6,2.08,15.84,20.933,25.939,23.257,17.012,9.569,11.878,NA,53.082,52.217,67.78,-45.637,-45.737,48.433,62.379,60.174,41.942,27.008,-64.658,-69.851,19.313,35.941,39.981,29.193,11.949
"PR__ABLA.021_00121","PR__ABLA.021_00121","AB10_20","ABLA","Abbot","Rural","Y2020",10,1.84,15.508,17.899,20.996,20.133,23.057,16.01,15.348,NA,53.105,52.229,72.229,33.674,29.265,53.583,67.681,64.531,46.944,-38.9,15.518,8.717,29.939,44.901,38.825,28.285,-56.896
"PR__ABLA.026_00381","PR__ABLA.026_00381","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.1,17.58,13.788,12.916,14.617,12.59,8.177,8.558,NA,61.552,60.735,85.84,-36.095,52.102,66.564,80.237,78.47,55.78,37.628,-56.897,35.091,50.425,62.398,62.658,44.381,25.848
"PR__ABLA.026_01060","PR__ABLA.026_01060","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.12,17.554,13.764,12.861,14.582,12.672,8.252,8.588,54.299,62.482,61.69,86.795,37.203,53.7,67.631,80.739,79.932,55.693,37.684,16.385,36.673,51.507,62.894,63.997,44.177,25.833
"PR__ABLA.026_01724","PR__ABLA.026_01724","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.12,17.568,13.781,12.905,14.605,12.585,8.172,8.562,54.505,59.926,59.101,84.207,-36.095,54.203,65.941,78.576,76.683,54.304,34.396,-56.926,37.159,49.772,60.708,60.835,42.869,22.57
"PR__ABLA.026_02735","PR__ABLA.026_02735","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.08,18.145,16.688,14.659,16.284,19.038,12.643,14.265,53.444,60.991,60.145,85.251,31.781,52.377,65.938,80.087,77.252,54.672,41.355,10.455,32.509,48.098,60.621,55.033,38.848,23.909
"PR__ABLA.026_03516","PR__ABLA.026_03516","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.1,16.697,13.555,13.437,20.265,20.244,7.359,6.203,53.932,59.174,58.389,83.494,27.789,50.275,64.739,77.283,76.867,54.487,35.956,7.87,33.499,48.08,53.795,53.401,43.906,26.531
"PR__ABLA.026_04521","PR__ABLA.026_04521","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.12,16.599,13.117,11.741,20.59,20.57,7.464,6.183,52.572,60.99,60.188,85.293,35.484,51.111,66.352,79.364,78.259,54.57,39.958,15.622,34.73,51.347,55.51,54.426,43.842,30.512
"PR__ABLA.026_05154","PR__ABLA.026_05154","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.1,16.652,12.884,11.756,16.449,13.486,5.706,5.701,53.154,58.85,58.047,83.152,-36.095,49.442,64.946,77.229,76.15,53.403,35.259,-55.969,33.336,49.967,57.558,59.442,44.475,26.335
"PR__ABLA.026_05889","PR__ABLA.026_05889","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.06,16.482,13.202,13.156,16.259,16.696,12.377,12.798,51.804,59.303,58.481,83.587,31.986,52.439,64.104,78.121,76.232,52.597,-33.795,12.366,36.098,47.809,58.723,56.398,37.082,-49.731
"PR__ABLA.026_06586","PR__ABLA.026_06586","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.1,16.653,13.322,13.287,16.144,16.523,12.581,13.041,51.814,57.117,56.237,81.342,-36.095,48.292,61.655,76.58,72.34,48.96,-33.795,-55.97,31.747,45.146,57.214,52.595,33.156,-50.057
"PR__ABLA.026_07402","PR__ABLA.026_07402","AB11_20","ABLA","Abbot","Rural","Y2020",18,2.1,19.093,15.955,15.775,17.609,16.711,7.344,7.198,51.105,55.831,54.944,80.05,34.723,49.815,61.617,75.234,71.052,46.249,39.309,12.407,30.637,42.619,54.403,51.119,35.683,28.889
"PR__ABLA.027_01382","PR__ABLA.027_01382","AB_KGO_S","ABLA","Abbot","Rural","Y2020",5,2.12,18.265,15.813,16.648,22.259,22.212,13.089,13.234,50.958,66.226,65.438,79.417,-47.221,46.092,57.682,73.433,72.579,49.148,28.235,-68.749,27.016,37.771,47.911,47.103,32.795,11.737
"PR__ABLA.027_02949","PR__ABLA.027_02949","AB_KGO_S","ABLA","Abbot","Rural","Y2020",5,2.12,16.389,13.703,13.338,15.774,14.093,6.996,8.939,59.204,70.225,69.425,83.404,22.471,48.895,63.393,77.549,76.337,52.638,31.294,2.819,31.928,46.791,58.511,58.98,42.379,19.092
"PR__ABLA.027_02280","PR__ABLA.027_02280","AB_KGO_S","ABLA","Abbot","Rural","Y2020",5,2,17.104,15.037,15.984,18.562,17.046,6.887,8.25,56.358,69.095,68.315,82.294,33.548,50.609,62.886,76.341,75.87,52.874,33.05,13.434,32.562,43.892,54.769,55.813,42.977,21.789
"PR__ABLA.027_03705","PR__ABLA.027_03705","AB_KGO_S","ABLA","Abbot","Rural","Y2020",5,2.1,20.477,16.989,16.431,19.78,19.768,13.48,17.94,60.296,69.906,69.07,83.049,-47.221,49.673,62.74,77.792,75.161,54.059,27.877,-70.92,29.462,43.086,54.789,52.171,37.357,6.714
"PR__ABLA.027_04578","PR__ABLA.027_04578","AB_KGO_S","ABLA","Abbot","Rural","Y2020",5,2.1,20.779,17.251,16.656,19.824,20.04,13.763,18.352,60.148,67.138,66.309,80.288,32.393,47.901,60.336,74.901,72.608,50.745,36.404,8.392,27.428,40.459,51.854,49.346,33.76,14.83
"PR__ABLA.027_00739","PR__ABLA.027_00739","AB_KGO_S","ABLA","Abbot","Rural","Y2020",5,1.58,17.731,14.664,15.177,17.927,17.463,11.597,12.456,NA,60.602,59.77,73.749,25.118,26.755,53.674,69.689,67.189,46.112,27.807,5.4,10.105,36.51,49.775,47.739,32.528,13.365
"PR__ABLA.034_01566","PR__ABLA.034_01566","AB15_20","ABLA","Abbot","Rural","Y2020",5,1.76,16.062,13.393,16.04,12.793,15.115,11.642,9.201,44.725,54.976,54.116,68.095,-47.221,36.757,53.132,63.769,59.453,51.747,22.803,-65.738,20.908,34.638,48.52,41.883,37.651,11.147
"PR__ABLA.041_00131","PR__ABLA.041_00131","AB18_20","ABLA","Abbot","Rural","Y2020",9,2.24,20.355,19.199,19.214,19.366,19.406,13.572,14.516,NA,53.965,53.148,72.233,32.599,38.092,54.53,65.872,65.049,46.119,32.736,8.742,15.391,31.813,43.004,42.14,29.044,14.717
"PR__ABLA.041_01081","PR__ABLA.041_01081","AB18_20","ABLA","Abbot","Rural","Y2020",9,2.4,18.977,15.853,13.436,13.441,12.742,7.802,8.125,44.786,54.859,54.061,73.146,35.719,39.811,55.694,66.381,65.712,48.427,28.387,12.94,20.156,38.456,49.138,49.168,36.823,16.46
"PR__ABLA.041_02158","PR__ABLA.041_02158","AB18_20","ABLA","Abbot","Rural","Y2020",9,2.46,21.933,17.843,16.441,14.621,15.721,8.895,8.929,45.324,54.79,54.004,73.089,-42.115,38.964,55.074,65.983,65.837,49.143,27.406,-67.958,17.212,34.724,47.453,46.206,36.338,14.568
"PR__ABLA.041_03235","PR__ABLA.041_03235","AB18_20","ABLA","Abbot","Rural","Y2020",9,2.48,20.115,16.546,12.996,12.201,13.499,8.182,8.32,45.558,55.259,54.467,73.552,-42.115,40.154,55.044,66.645,66.066,48.577,29.3,-66.174,19.664,38.103,50.499,48.623,36.45,17.036
"PR__ABLA.041_04327","PR__ABLA.041_04327","AB18_20","ABLA","Abbot","Rural","Y2020",9,2.44,20.312,18.882,18.773,18.922,18.97,13.151,14.094,45.476,55.273,54.531,73.616,-42.115,36.863,55.025,65.667,67.196,49.702,19.949,-66.301,14.107,32.379,42.871,44.352,32.677,1.98
"PR__ABLA.041_05430","PR__ABLA.041_05430","AB18_20","ABLA","Abbot","Rural","Y2020",9,2.42,20.135,16.507,12.962,12.093,13.153,8.17,7.967,45.322,54.35,53.542,72.627,-42.115,38.12,55.52,65.935,64.996,47.632,31.098,-66.088,17.775,38.719,50.004,48.006,35.624,19.293
"PR__ABLA.043_00657","PR__ABLA.043_00657","AB19_20","ABLA","Abbot","Rural","Y2020",7,2.02,17.786,14.498,12.339,12.437,11.344,7.608,9.613,NA,56.09,55.258,72.16,27.522,39.194,57.808,66.453,64.734,42.02,45.885,6.683,21.643,42.416,50.962,50.336,31.358,33.218
"PR__ABLA.043_01642","PR__ABLA.043_01642","AB19_20","ABLA","Abbot","Rural","Y2020",7,2,19.438,16.624,13.73,12.568,12.319,7.512,7.783,46.841,59.265,58.458,75.36,-44.298,32.003,59.568,69.493,68.52,49.528,26.824,-66.746,12.368,42.828,53.915,53.191,39.006,16.031
"PR__ABLA.043_02633","PR__ABLA.043_02633","AB19_20","ABLA","Abbot","Rural","Y2020",7,1.84,19.419,16.585,13.561,12.069,11.827,7.419,7.716,49.513,56.04,55.194,72.096,-44.298,33.344,57.992,66.941,64.941,41.509,23.454,-66.365,14.111,41.782,52.224,50.465,31.442,13.09
"PR__ABLA.043_03444","PR__ABLA.043_03444","AB19_20","ABLA","Abbot","Rural","Y2020",7,1.96,19.774,17.285,15.347,15.081,15.603,10.155,13.398,46.473,58.063,57.235,74.137,27.418,34.312,59.763,68.434,67.106,45.41,-41.998,4.721,14.105,41.494,50.43,48.58,32.333,-58.319
