"","Region","year.val","OBA_Weight","OBA_type","BAND","channel","OBA_width","Frequency","L_spec_raw","L_spec_cond","L_spec","LA_spec","LZ_spec"
"198","Rural","Y2016","Z Weighting","LAF_spec_90.00",250,"BN24","OCT3",250,31.5416,"POOR",28.1435,19.5435,28.1435
"199","Rural","Y2016","Z Weighting","LAF_spec_90.00",2500,"BN34","OCT3",2500,31.2643,"POOR",19.0661,20.3661,19.0661
"200","Rural","Y2016","Z Weighting","LAF_spec_90.00",31.5,"BN15","OCT3",31.5,42.0857,"FAIR",41.9251,2.5251,41.9251
"201","Rural","Y2016","Z Weighting","LAF_spec_90.00",315,"BN25","OCT3",315,31.7565,"FAIR",29.596,22.996,29.596
"202","Rural","Y2016","Z Weighting","LAF_spec_90.00",3150,"BN35","OCT3",3150,32.1394,"POOR",12.3576,13.5576,12.3576
"203","Rural","Y2016","Z Weighting","LAF_spec_90.00",40,"BN16","OCT3",40,41.0315,"FAIR",40.861,6.261,40.861
"204","Rural","Y2016","Z Weighting","LAF_spec_90.00",400,"BN26","OCT3",400,31.1204,"FAIR",28.8688,24.0688,28.8688
"205","Rural","Y2016","Z Weighting","LAF_spec_90.00",4000,"BN36","OCT3",4000,33.119,"POOR",10.9454,11.9454,10.9454
"206","Rural","Y2016","Z Weighting","LAF_spec_90.00",50,"BN17","OCT3",50,40.1992,"FAIR",40.0149,9.8149,40.0149
"207","Rural","Y2016","Z Weighting","LAF_spec_90.00",500,"BN27","OCT3",500,31.5881,"FAIR",29.6833,26.4833,29.6833
"208","Rural","Y2016","Z Weighting","LAF_spec_90.00",5000,"BN37","OCT3",5000,33.142,"OMIT",13.142,13.642,13.142
"209","Rural","Y2016","Z Weighting","LAF_spec_90.00",6.3,"BN8","OCT3",6.3,53.5978,"GOOD",53.5834,-31.7166,53.5834
"210","Rural","Y2016","Z Weighting","LAF_spec_90.00",63,"BN18","OCT3",63,39.1696,"FAIR",38.905,12.705,38.905
"211","Rural","Y2016","Z Weighting","LAF_spec_90.00",630,"BN28","OCT3",630,31.1805,"FAIR",29.0958,27.1958,29.0958
"212","Rural","Y2016","Z Weighting","LAF_spec_90.00",6300,"BN38","OCT3",6300,33.4571,"OMIT",13.4571,13.3571,13.4571
"213","Rural","Y2016","Z Weighting","LAF_spec_90.00",8,"BN9","OCT3",8,51.4211,"GOOD",51.4018,-26.3982,51.4018
"214","Rural","Y2016","Z Weighting","LAF_spec_90.00",80,"BN19","OCT3",80,37.6139,"FAIR",37.2208,14.7208,37.2208
"215","Rural","Y2016","Z Weighting","LAF_spec_90.00",800,"BN29","OCT3",800,30.2913,"POOR",26.8258,26.0258,26.8258
"216","Rural","Y2016","Z Weighting","LAF_spec_90.00",8000,"BN39","OCT3",8000,34.0059,"OMIT",14.0059,12.9059,14.0059
"217","Rural","Y2016","Z Weighting","MaxSpectra",10,"BN10","OCT3",10,81.2965,"GOOD",81.2965,10.8965,81.2965
"218","Rural","Y2016","Z Weighting","MaxSpectra",100,"BN20","OCT3",100,54.2408,"GOOD",54.234,35.134,54.234
"219","Rural","Y2016","Z Weighting","MaxSpectra",1000,"B10","OCT1",1000,52.6631,"GOOD",52.6171,52.6171,52.6171
"220","Rural","Y2016","Z Weighting","MaxSpectra",1000,"BN30","OCT3",1000,48.4318,"GOOD",48.3914,48.3914,48.3914
"221","Rural","Y2016","Z Weighting","MaxSpectra",10000,"BN40","OCT3",10000,42.7032,"FAIR",41.0126,38.5126,41.0126
"222","Rural","Y2016","Z Weighting","MaxSpectra",12.5,"BN11","OCT3",12.5,79.1033,"GOOD",79.1032,15.7032,79.1032
"223","Rural","Y2016","Z Weighting","MaxSpectra",125,"B7","OCT1",125,59.1642,"GOOD",59.1553,43.0553,59.1553
"224","Rural","Y2016","Z Weighting","MaxSpectra",125,"BN21","OCT3",125,53.7718,"GOOD",53.7649,37.6649,53.7649
"225","Rural","Y2016","Z Weighting","MaxSpectra",1250,"BN31","OCT3",1250,48.887,"GOOD",48.8422,49.4422,48.8422
"226","Rural","Y2016","Z Weighting","MaxSpectra",12500,"BN41","OCT3",12500,40.2839,"POOR",34.9305,30.6305,34.9305
"227","Rural","Y2016","Z Weighting","MaxSpectra",16,"B4","OCT1",16,82.5277,"GOOD",82.5276,25.8276,82.5276
"228","Rural","Y2016","Z Weighting","MaxSpectra",16,"BN12","OCT3",16,77.5334,"GOOD",77.5333,20.8333,77.5333
"229","Rural","Y2016","Z Weighting","MaxSpectra",160,"BN22","OCT3",160,54.8839,"GOOD",54.8777,41.4777,54.8777
"230","Rural","Y2016","Z Weighting","MaxSpectra",1600,"BN32","OCT3",1600,49.2038,"GOOD",49.1571,50.1571,49.1571
"231","Rural","Y2016","Z Weighting","MaxSpectra",16000,"B14","OCT1",16000,45.9544,"POOR",39.6802,33.0802,39.6802
"232","Rural","Y2016","Z Weighting","MaxSpectra",16000,"BN42","OCT3",16000,40.8378,"POOR",34.1623,27.5623,34.1623
"233","Rural","Y2016","Z Weighting","MaxSpectra",20,"BN13","OCT3",20,74.7566,"GOOD",74.7564,24.2564,74.7564
"234","Rural","Y2016","Z Weighting","MaxSpectra",200,"BN23","OCT3",200,56.2057,"GOOD",56.2007,45.3007,56.2007
"235","Rural","Y2016","Z Weighting","MaxSpectra",2000,"B11","OCT1",2000,52.4186,"GOOD",52.3428,53.5428,52.3428
"236","Rural","Y2016","Z Weighting","MaxSpectra",2000,"BN33","OCT3",2000,48.4356,"GOOD",48.373,49.573,48.373
"237","Rural","Y2016","Z Weighting","MaxSpectra",20000,"BN43","OCT3",20000,42.4183,"POOR",35.6731,26.3731,35.6731
"238","Rural","Y2016","Z Weighting","MaxSpectra",25,"BN14","OCT3",25,70.9761,"GOOD",70.976,26.276,70.976
"239","Rural","Y2016","Z Weighting","MaxSpectra",250,"B8","OCT1",250,58.3734,"GOOD",58.3627,49.7627,58.3627
"240","Rural","Y2016","Z Weighting","MaxSpectra",250,"BN24","OCT3",250,54.1854,"GOOD",54.1726,45.5726,54.1726
"241","Rural","Y2016","Z Weighting","MaxSpectra",2500,"BN34","OCT3",2500,46.6458,"GOOD",46.526,47.826,46.526
"242","Rural","Y2016","Z Weighting","MaxSpectra",31.5,"B5","OCT1",31.5,74.4266,"GOOD",74.4264,35.0264,74.4264
"243","Rural","Y2016","Z Weighting","MaxSpectra",31.5,"BN15","OCT3",31.5,69.7036,"GOOD",69.7033,30.3033,69.7033
"244","Rural","Y2016","Z Weighting","MaxSpectra",315,"BN25","OCT3",315,51.9102,"GOOD",51.8937,45.2937,51.8937
"245","Rural","Y2016","Z Weighting","MaxSpectra",3150,"BN35","OCT3",3150,49.1857,"GOOD",49.1,50.3,49.1
"246","Rural","Y2016","Z Weighting","MaxSpectra",40,"BN16","OCT3",40,64.8649,"GOOD",64.8642,30.2642,64.8642
"247","Rural","Y2016","Z Weighting","MaxSpectra",400,"BN26","OCT3",400,51.1701,"GOOD",51.1527,46.3527,51.1527
"248","Rural","Y2016","Z Weighting","MaxSpectra",4000,"B12","OCT1",4000,56.5268,"GOOD",56.4669,57.4669,56.4669
"249","Rural","Y2016","Z Weighting","MaxSpectra",4000,"BN36","OCT3",4000,54.9206,"GOOD",54.892,55.892,54.892
"250","Rural","Y2016","Z Weighting","MaxSpectra",50,"BN17","OCT3",50,62.3209,"GOOD",62.3198,32.1198,62.3198
"251","Rural","Y2016","Z Weighting","MaxSpectra",500,"B9","OCT1",500,54.3558,"GOOD",54.3086,51.1086,54.3086
"252","Rural","Y2016","Z Weighting","MaxSpectra",500,"BN27","OCT3",500,49.561,"GOOD",49.5364,46.3364,49.5364
"253","Rural","Y2016","Z Weighting","MaxSpectra",5000,"BN37","OCT3",5000,51.5084,"GOOD",51.4251,51.9251,51.4251
"254","Rural","Y2016","Z Weighting","MaxSpectra",6.3,"BN8","OCT3",6.3,84.3051,"GOOD",84.3051,-0.9949,84.3051
"255","Rural","Y2016","Z Weighting","MaxSpectra",63,"B6","OCT1",63,64.4878,"GOOD",64.4859,38.2859,64.4859
"256","Rural","Y2016","Z Weighting","MaxSpectra",63,"BN18","OCT3",63,58.4839,"GOOD",58.4809,32.2809,58.4809
"257","Rural","Y2016","Z Weighting","MaxSpectra",630,"BN28","OCT3",630,47.9057,"GOOD",47.8704,45.9704,47.8704
"258","Rural","Y2016","Z Weighting","MaxSpectra",6300,"BN38","OCT3",6300,48.1846,"GOOD",47.9662,47.8662,47.9662
"259","Rural","Y2016","Z Weighting","MaxSpectra",8,"B3","OCT1",8,88.7061,"GOOD",88.7061,10.9061,88.7061
"260","Rural","Y2016","Z Weighting","MaxSpectra",8,"BN9","OCT3",8,82.9523,"GOOD",82.9523,5.1523,82.9523
"261","Rural","Y2016","Z Weighting","MaxSpectra",80,"BN19","OCT3",80,56.4256,"GOOD",56.4207,33.9207,56.4207
"262","Rural","Y2016","Z Weighting","MaxSpectra",800,"BN29","OCT3",800,46.6712,"GOOD",46.6159,45.8159,46.6159
"263","Rural","Y2016","Z Weighting","MaxSpectra",8000,"B13","OCT1",8000,50.9879,"FAIR",50.471,49.371,50.471
"264","Rural","Y2016","Z Weighting","MaxSpectra",8000,"BN39","OCT3",8000,44.9671,"FAIR",44.2681,43.1681,44.2681
"265","Rural","Y2016","Z Weighting","MinSpectra",10,"BN10","OCT3",10,35.745,"FAIR",34.541,-35.859,34.541
"266","Rural","Y2016","Z Weighting","MinSpectra",100,"BN20","OCT3",100,30.4354,"FAIR",28.3876,9.2876,28.3876
"267","Rural","Y2016","Z Weighting","MinSpectra",1000,"B10","OCT1",1000,33.516,"POOR",24.7713,24.7713,24.7713
"268","Rural","Y2016","Z Weighting","MinSpectra",1000,"BN30","OCT3",1000,27.8082,"OMIT",7.8082,7.8082,7.8082
"269","Rural","Y2016","Z Weighting","MinSpectra",10000,"BN40","OCT3",10000,34.1129,"OMIT",14.1129,11.6129,14.1129
"270","Rural","Y2016","Z Weighting","MinSpectra",12.5,"BN11","OCT3",12.5,34.8015,"FAIR",33.3304,-30.0696,33.3304
"271","Rural","Y2016","Z Weighting","MinSpectra",125,"B7","OCT1",125,36.3889,"FAIR",34.2504,18.1504,34.2504
"272","Rural","Y2016","Z Weighting","MinSpectra",125,"BN21","OCT3",125,29.2058,"FAIR",26.5686,10.4686,26.5686
"273","Rural","Y2016","Z Weighting","MinSpectra",1250,"BN31","OCT3",1250,28.0758,"OMIT",8.0758,8.6758,8.0758
"274","Rural","Y2016","Z Weighting","MinSpectra",12500,"BN41","OCT3",12500,34.3775,"OMIT",14.3775,10.0775,14.3775
"275","Rural","Y2016","Z Weighting","MinSpectra",16,"B4","OCT1",16,43.2,"FAIR",42.755,-13.945,42.755
"276","Rural","Y2016","Z Weighting","MinSpectra",16,"BN12","OCT3",16,34.2531,"FAIR",33.4173,-23.2827,33.4173
"277","Rural","Y2016","Z Weighting","MinSpectra",160,"BN22","OCT3",160,27.7811,"POOR",22.1662,8.7662,22.1662
"278","Rural","Y2016","Z Weighting","MinSpectra",1600,"BN32","OCT3",1600,28.484,"OMIT",8.484,9.484,8.484
"279","Rural","Y2016","Z Weighting","MinSpectra",16000,"B14","OCT1",16000,43.2385,"OMIT",23.2385,16.6385,23.2385
"280","Rural","Y2016","Z Weighting","MinSpectra",16000,"BN42","OCT3",16000,37.443,"OMIT",17.443,10.843,17.443
"281","Rural","Y2016","Z Weighting","MinSpectra",20,"BN13","OCT3",20,33.744,"FAIR",32.0262,-18.4738,32.0262
"282","Rural","Y2016","Z Weighting","MinSpectra",200,"BN23","OCT3",200,27.3416,"POOR",18.1224,7.2224,18.1224
"283","Rural","Y2016","Z Weighting","MinSpectra",2000,"B11","OCT1",2000,34.768,"OMIT",14.768,15.968,14.768
"284","Rural","Y2016","Z Weighting","MinSpectra",2000,"BN33","OCT3",2000,29.3333,"OMIT",9.3333,10.5333,9.3333
"285","Rural","Y2016","Z Weighting","MinSpectra",20000,"BN43","OCT3",20000,40.9778,"OMIT",20.9778,11.6778,20.9778
"286","Rural","Y2016","Z Weighting","MinSpectra",25,"BN14","OCT3",25,33.8519,"FAIR",32.877,-11.823,32.877
"287","Rural","Y2016","Z Weighting","MinSpectra",250,"B8","OCT1",250,34.6132,"POOR",30.7889,22.1889,30.7889
"288","Rural","Y2016","Z Weighting","MinSpectra",250,"BN24","OCT3",250,27.6666,"OMIT",7.6666,-0.9334,7.6666
"289","Rural","Y2016","Z Weighting","MinSpectra",2500,"BN34","OCT3",2500,30.1756,"OMIT",10.1756,11.4756,10.1756
"290","Rural","Y2016","Z Weighting","MinSpectra",31.5,"B5","OCT1",31.5,40.8944,"FAIR",40.3528,0.9528,40.3528
"291","Rural","Y2016","Z Weighting","MinSpectra",31.5,"BN15","OCT3",31.5,34.5409,"FAIR",33.5375,-5.8625,33.5375
"292","Rural","Y2016","Z Weighting","MinSpectra",315,"BN25","OCT3",315,28.0162,"POOR",16.6269,10.0269,16.6269
"293","Rural","Y2016","Z Weighting","MinSpectra",3150,"BN35","OCT3",3150,31.154,"OMIT",11.154,12.354,11.154
"294","Rural","Y2016","Z Weighting","MinSpectra",40,"BN16","OCT3",40,34.1478,"FAIR",33.2443,-1.3557,33.2443
"295","Rural","Y2016","Z Weighting","MinSpectra",400,"BN26","OCT3",400,27.7008,"POOR",18.1508,13.3508,18.1508
"296","Rural","Y2016","Z Weighting","MinSpectra",4000,"B12","OCT1",4000,37.2034,"OMIT",17.2034,18.2034,17.2034
"297","Rural","Y2016","Z Weighting","MinSpectra",4000,"BN36","OCT3",4000,32.0651,"OMIT",12.0651,13.0651,12.0651
"298","Rural","Y2016","Z Weighting","MinSpectra",50,"BN17","OCT3",50,33.6867,"FAIR",32.792,2.592,32.792
"299","Rural","Y2016","Z Weighting","MinSpectra",500,"B9","OCT1",500,34.5976,"OMIT",14.5976,11.3976,14.5976
"300","Rural","Y2016","Z Weighting","MinSpectra",500,"BN27","OCT3",500,28.7452,"POOR",23.7522,20.5522,23.7522
"301","Rural","Y2016","Z Weighting","MinSpectra",5000,"BN37","OCT3",5000,32.3609,"OMIT",12.3609,12.8609,12.3609
"302","Rural","Y2016","Z Weighting","MinSpectra",6.3,"BN8","OCT3",6.3,37.7126,"FAIR",37.1177,-48.1823,37.1177
"303","Rural","Y2016","Z Weighting","MinSpectra",63,"B6","OCT1",63,40.3623,"FAIR",39.8672,13.6672,39.8672
"304","Rural","Y2016","Z Weighting","MinSpectra",63,"BN18","OCT3",63,32.4093,"FAIR",30.9806,4.7806,30.9806
"305","Rural","Y2016","Z Weighting","MinSpectra",630,"BN28","OCT3",630,28.8107,"POOR",24.152,22.252,24.152
"306","Rural","Y2016","Z Weighting","MinSpectra",6300,"BN38","OCT3",6300,32.793,"OMIT",12.793,12.693,12.793
"307","Rural","Y2016","Z Weighting","MinSpectra",8,"B3","OCT1",8,45.0226,"FAIR",44.7353,-33.0647,44.7353
"308","Rural","Y2016","Z Weighting","MinSpectra",8,"BN9","OCT3",8,36.3161,"FAIR",35.6433,-42.1567,35.6433
"309","Rural","Y2016","Z Weighting","MinSpectra",80,"BN19","OCT3",80,31.5265,"FAIR",29.6453,7.1453,29.6453
"310","Rural","Y2016","Z Weighting","MinSpectra",800,"BN29","OCT3",800,27.9818,"POOR",16.0668,15.2668,16.0668
"311","Rural","Y2016","Z Weighting","MinSpectra",8000,"B13","OCT1",8000,38.5317,"OMIT",18.5317,17.4317,18.5317
"312","Rural","Y2016","Z Weighting","MinSpectra",8000,"BN39","OCT3",8000,33.435,"OMIT",13.435,12.335,13.435
"313","Rural","Y2016","Z Weighting","OverallSpectra",10,"BN10","OCT3",10,65.805,"GOOD",65.8039,-4.5961,65.8039
"314","Rural","Y2016","Z Weighting","OverallSpectra",100,"BN20","OCT3",100,40.9274,"FAIR",40.7791,21.6791,40.7791
"315","Rural","Y2016","Z Weighting","OverallSpectra",1000,"B10","OCT1",1000,36.8812,"FAIR",34.6682,34.6682,34.6682
"316","Rural","Y2016","Z Weighting","OverallSpectra",1000,"BN30","OCT3",1000,31.8799,"FAIR",29.5278,29.5278,29.5278
"317","Rural","Y2016","Z Weighting","OverallSpectra",10000,"BN40","OCT3",10000,34.9527,"OMIT",14.9527,12.4527,14.9527
"318","Rural","Y2016","Z Weighting","OverallSpectra",12.5,"BN11","OCT3",12.5,63.4971,"GOOD",63.4954,0.0954,63.4954
"319","Rural","Y2016","Z Weighting","OverallSpectra",125,"B7","OCT1",125,44.1479,"FAIR",43.8554,27.7554,43.8554
"320","Rural","Y2016","Z Weighting","OverallSpectra",125,"BN21","OCT3",125,38.8981,"FAIR",38.6806,22.5806,38.6806
"321","Rural","Y2016","Z Weighting","OverallSpectra",1250,"BN31","OCT3",1250,31.8003,"POOR",28.5765,29.1765,28.5765
"322","Rural","Y2016","Z Weighting","OverallSpectra",12500,"BN41","OCT3",12500,35.0849,"OMIT",15.0849,10.7849,15.0849
"323","Rural","Y2016","Z Weighting","OverallSpectra",16,"B4","OCT1",16,66.1954,"GOOD",66.1933,9.4933,66.1933
"324","Rural","Y2016","Z Weighting","OverallSpectra",16,"BN12","OCT3",16,60.6311,"GOOD",60.6293,3.9293,60.6293
"325","Rural","Y2016","Z Weighting","OverallSpectra",160,"BN22","OCT3",160,36.9874,"FAIR",36.5916,23.1916,36.5916
"326","Rural","Y2016","Z Weighting","OverallSpectra",1600,"BN32","OCT3",1600,31.9909,"POOR",28.3984,29.3984,28.3984
"327","Rural","Y2016","Z Weighting","OverallSpectra",16000,"B14","OCT1",16000,43.6314,"OMIT",23.6314,17.0314,23.6314
"328","Rural","Y2016","Z Weighting","OverallSpectra",16000,"BN42","OCT3",16000,38.0749,"OMIT",18.0749,11.4749,18.0749
"329","Rural","Y2016","Z Weighting","OverallSpectra",20,"BN13","OCT3",20,57.9869,"GOOD",57.9816,7.4816,57.9816
"330","Rural","Y2016","Z Weighting","OverallSpectra",200,"BN23","OCT3",200,35.9976,"FAIR",35.4426,24.5426,35.4426
"331","Rural","Y2016","Z Weighting","OverallSpectra",2000,"B11","OCT1",2000,37.0047,"POOR",33.0124,34.2124,33.0124
"332","Rural","Y2016","Z Weighting","OverallSpectra",2000,"BN33","OCT3",2000,32.1796,"POOR",28.149,29.349,28.149
"333","Rural","Y2016","Z Weighting","OverallSpectra",20000,"BN43","OCT3",20000,41.4951,"POOR",25.4457,16.1457,25.4457
"334","Rural","Y2016","Z Weighting","OverallSpectra",25,"BN14","OCT3",25,54.9502,"GOOD",54.9434,10.2434,54.9434
"335","Rural","Y2016","Z Weighting","OverallSpectra",250,"B8","OCT1",250,40.5109,"FAIR",39.8022,31.2022,39.8022
"336","Rural","Y2016","Z Weighting","OverallSpectra",250,"BN24","OCT3",250,35.8192,"FAIR",34.8355,26.2355,34.8355
"337","Rural","Y2016","Z Weighting","OverallSpectra",2500,"BN34","OCT3",2500,32.5684,"POOR",27.3975,28.6975,27.3975
"338","Rural","Y2016","Z Weighting","OverallSpectra",31.5,"B5","OCT1",31.5,58.4345,"GOOD",58.4255,19.0255,58.4255
"339","Rural","Y2016","Z Weighting","OverallSpectra",31.5,"BN15","OCT3",31.5,52.9834,"GOOD",52.9706,13.5706,52.9706
"340","Rural","Y2016","Z Weighting","OverallSpectra",315,"BN25","OCT3",315,35.0558,"FAIR",34.1761,27.5761,34.1761
"341","Rural","Y2016","Z Weighting","OverallSpectra",3150,"BN35","OCT3",3150,34.134,"POOR",29.8733,31.0733,29.8733
"342","Rural","Y2016","Z Weighting","OverallSpectra",40,"BN16","OCT3",40,49.9832,"GOOD",49.9619,15.3619,49.9619
"343","Rural","Y2016","Z Weighting","OverallSpectra",400,"BN26","OCT3",400,34.5022,"FAIR",33.6101,28.8101,33.6101
"344","Rural","Y2016","Z Weighting","OverallSpectra",4000,"B12","OCT1",4000,40.749,"POOR",37.5791,38.5791,37.5791
"345","Rural","Y2016","Z Weighting","OverallSpectra",4000,"BN36","OCT3",4000,37.2841,"FAIR",35.2015,36.2015,35.2015
"346","Rural","Y2016","Z Weighting","OverallSpectra",50,"BN17","OCT3",50,47.3005,"GOOD",47.2651,17.0651,47.2651
"347","Rural","Y2016","Z Weighting","OverallSpectra",500,"B9","OCT1",500,38.9349,"FAIR",36.8858,33.6858,36.8858
"348","Rural","Y2016","Z Weighting","OverallSpectra",500,"BN27","OCT3",500,34.3275,"FAIR",33.4179,30.2179,33.4179
"349","Rural","Y2016","Z Weighting","OverallSpectra",5000,"BN37","OCT3",5000,35.4981,"POOR",29.3467,29.8467,29.3467
"350","Rural","Y2016","Z Weighting","OverallSpectra",6.3,"BN8","OCT3",6.3,69.6216,"GOOD",69.6212,-15.6788,69.6212
"351","Rural","Y2016","Z Weighting","OverallSpectra",63,"B6","OCT1",63,50.3168,"GOOD",50.2693,24.0693,50.2693
"352","Rural","Y2016","Z Weighting","OverallSpectra",63,"BN18","OCT3",63,45.077,"GOOD",45.0106,18.8106,45.0106
"353","Rural","Y2016","Z Weighting","OverallSpectra",630,"BN28","OCT3",630,33.6825,"FAIR",32.6352,30.7352,32.6352
"354","Rural","Y2016","Z Weighting","OverallSpectra",6300,"BN38","OCT3",6300,34.3947,"OMIT",14.3947,14.2947,14.3947
"355","Rural","Y2016","Z Weighting","OverallSpectra",8,"B3","OCT1",8,72.695,"GOOD",72.6945,-5.1055,72.6945
"356","Rural","Y2016","Z Weighting","OverallSpectra",8,"BN9","OCT3",8,67.6967,"GOOD",67.6963,-10.1037,67.6963
"357","Rural","Y2016","Z Weighting","OverallSpectra",80,"BN19","OCT3",80,42.9226,"FAIR",42.8105,20.3105,42.8105
"358","Rural","Y2016","Z Weighting","OverallSpectra",800,"BN29","OCT3",800,32.6671,"FAIR",31.0043,30.2043,31.0043
"359","Rural","Y2016","Z Weighting","OverallSpectra",8000,"B13","OCT1",8000,39.4776,"OMIT",19.4776,18.3776,19.4776
"360","Rural","Y2016","Z Weighting","OverallSpectra",8000,"BN39","OCT3",8000,34.5223,"OMIT",14.5223,13.4223,14.5223
"361","Rural","Y2020","A Weighting","LAF_spec_10.00",10,"BN10","OCT3",10,3.1,"GOOD",3.0676,3.0676,73.4676
"362","Rural","Y2020","A Weighting","LAF_spec_10.00",100,"BN20","OCT3",100,25.9,"GOOD",25.8981,25.8981,44.9981
"363","Rural","Y2020","A Weighting","LAF_spec_10.00",1000,"BN30","OCT3",1000,32.2,"GOOD",32.1952,32.1952,32.1952
"364","Rural","Y2020","A Weighting","LAF_spec_10.00",10000,"BN40","OCT3",10000,13.4,"FAIR",12.0606,12.0606,14.5606
"365","Rural","Y2020","A Weighting","LAF_spec_10.00",12.5,"BN11","OCT3",12.5,8.2,"GOOD",8.1875,8.1875,71.5875
"366","Rural","Y2020","A Weighting","LAF_spec_10.00",125,"BN21","OCT3",125,25.5,"GOOD",25.4974,25.4974,41.5974
"367","Rural","Y2020","A Weighting","LAF_spec_10.00",1250,"BN31","OCT3",1250,31.9,"GOOD",31.8937,31.8937,31.2937
"368","Rural","Y2020","A Weighting","LAF_spec_10.00",12500,"BN41","OCT3",12500,8,"POOR",0.5496,0.5496,4.8496
"369","Rural","Y2020","A Weighting","LAF_spec_10.00",16,"BN12","OCT3",16,12.3,"GOOD",12.2939,12.2939,68.9939
"370","Rural","Y2020","A Weighting","LAF_spec_10.00",160,"BN22","OCT3",160,25.6,"GOOD",25.5967,25.5967,38.9967
"371","Rural","Y2020","A Weighting","LAF_spec_10.00",1600,"BN32","OCT3",1600,30.5,"GOOD",30.4896,30.4896,29.4896
"372","Rural","Y2020","A Weighting","LAF_spec_10.00",16000,"BN42","OCT3",16000,11,"FAIR",9.3305,9.3305,15.9305
"373","Rural","Y2020","A Weighting","LAF_spec_10.00",20,"BN13","OCT3",20,16.2,"GOOD",16.1968,16.1968,66.6968
"374","Rural","Y2020","A Weighting","LAF_spec_10.00",200,"BN23","OCT3",200,26.8,"GOOD",26.7966,26.7966,37.6966
"375","Rural","Y2020","A Weighting","LAF_spec_10.00",2000,"BN33","OCT3",2000,28.9,"GOOD",28.8817,28.8817,27.6817
"376","Rural","Y2020","A Weighting","LAF_spec_10.00",20000,"BN43","OCT3",20000,6.9,"POOR",2.7297,2.7297,12.0297
"377","Rural","Y2020","A Weighting","LAF_spec_10.00",25,"BN14","OCT3",25,18.1,"GOOD",18.0974,18.0974,62.7974
"378","Rural","Y2020","A Weighting","LAF_spec_10.00",250,"BN24","OCT3",250,27.2,"GOOD",27.1961,27.1961,35.7961
"379","Rural","Y2020","A Weighting","LAF_spec_10.00",2500,"BN34","OCT3",2500,27,"GOOD",26.9666,26.9666,25.6666
"380","Rural","Y2020","A Weighting","LAF_spec_10.00",31.5,"BN15","OCT3",31.5,19.3,"GOOD",19.2975,19.2975,58.6975
"381","Rural","Y2020","A Weighting","LAF_spec_10.00",315,"BN25","OCT3",315,28,"GOOD",27.9956,27.9956,34.5956
"382","Rural","Y2020","A Weighting","LAF_spec_10.00",3150,"BN35","OCT3",3150,27,"GOOD",26.9599,26.9599,25.7599
"383","Rural","Y2020","A Weighting","LAF_spec_10.00",40,"BN16","OCT3",40,21,"GOOD",20.9979,20.9979,55.5979
"384","Rural","Y2020","A Weighting","LAF_spec_10.00",400,"BN26","OCT3",400,30.3,"GOOD",30.2965,30.2965,35.0965
"385","Rural","Y2020","A Weighting","LAF_spec_10.00",4000,"BN36","OCT3",4000,27.3,"GOOD",27.2576,27.2576,26.2576
"386","Rural","Y2020","A Weighting","LAF_spec_10.00",50,"BN17","OCT3",50,24.3,"GOOD",24.2987,24.2987,54.4987
"387","Rural","Y2020","A Weighting","LAF_spec_10.00",500,"BN27","OCT3",500,32,"GOOD",31.9971,31.9971,35.1971
"388","Rural","Y2020","A Weighting","LAF_spec_10.00",5000,"BN37","OCT3",5000,25.5,"GOOD",25.4278,25.4278,24.9278
"389","Rural","Y2020","A Weighting","LAF_spec_10.00",6.3,"BN8","OCT3",6.3,0.1,"GOOD",0.058,0.058,85.358
"390","Rural","Y2020","A Weighting","LAF_spec_10.00",63,"BN18","OCT3",63,24.8,"GOOD",24.7986,24.7986,50.9986
"391","Rural","Y2020","A Weighting","LAF_spec_10.00",630,"BN28","OCT3",630,32.8,"GOOD",32.797,32.797,34.697
"392","Rural","Y2020","A Weighting","LAF_spec_10.00",6300,"BN38","OCT3",6300,20.5,"GOOD",20.2523,20.2523,20.3523
"393","Rural","Y2020","A Weighting","LAF_spec_10.00",8,"BN9","OCT3",8,0.1,"GOOD",0.0483,0.0483,77.8483
"394","Rural","Y2020","A Weighting","LAF_spec_10.00",80,"BN19","OCT3",80,24.8,"GOOD",24.7981,24.7981,47.2981
"395","Rural","Y2020","A Weighting","LAF_spec_10.00",800,"BN29","OCT3",800,33,"GOOD",32.9966,32.9966,33.7966
"396","Rural","Y2020","A Weighting","LAF_spec_10.00",8000,"BN39","OCT3",8000,15.9,"FAIR",15.1366,15.1366,16.2366
"397","Rural","Y2020","A Weighting","LAF_spec_33.30",10,"BN10","OCT3",10,0.1,"GOOD",0.0351,0.0351,70.4351
"398","Rural","Y2020","A Weighting","LAF_spec_33.30",100,"BN20","OCT3",100,21.9,"GOOD",21.8953,21.8953,40.9953
"399","Rural","Y2020","A Weighting","LAF_spec_33.30",1000,"BN30","OCT3",1000,30.3,"GOOD",30.2925,30.2925,30.2925
"400","Rural","Y2020","A Weighting","LAF_spec_33.30",10000,"BN40","OCT3",10000,9.2,"POOR",3.9994,3.9994,6.4994
"401","Rural","Y2020","A Weighting","LAF_spec_33.30",12.5,"BN11","OCT3",12.5,0.1,"GOOD",0.0184,0.0184,63.4184
"402","Rural","Y2020","A Weighting","LAF_spec_33.30",125,"BN21","OCT3",125,21.9,"GOOD",21.894,21.894,37.994
