"","Region","year.val","OBA_Weight","OBA_type","BAND","channel","OBA_width","Frequency","L_spec_raw","L_spec_cond","L_spec","LA_spec","LZ_spec"
"1260","Urban","Y2020","A Weighting","LAF_spec_66.60",8000,"BN39","OCT3",8000,8.95,"POOR",1.9888,1.9888,3.0888
"1261","Urban","Y2020","A Weighting","LAF_spec_90.00",10,"BN10","OCT3",10,0.1,"GOOD",0.0351,0.0351,70.4351
"1262","Urban","Y2020","A Weighting","LAF_spec_90.00",100,"BN20","OCT3",100,22.05,"GOOD",22.0454,22.0454,41.1454
"1263","Urban","Y2020","A Weighting","LAF_spec_90.00",1000,"BN30","OCT3",1000,29.2,"GOOD",29.1903,29.1903,29.1903
"1264","Urban","Y2020","A Weighting","LAF_spec_90.00",10000,"BN40","OCT3",10000,5.85,"OMIT",-14.15,-14.15,-11.65
"1265","Urban","Y2020","A Weighting","LAF_spec_90.00",12.5,"BN11","OCT3",12.5,0.1,"GOOD",0.0184,0.0184,63.4184
"1266","Urban","Y2020","A Weighting","LAF_spec_90.00",125,"BN21","OCT3",125,22.85,"GOOD",22.8452,22.8452,38.9452
"1267","Urban","Y2020","A Weighting","LAF_spec_90.00",1250,"BN31","OCT3",1250,27.55,"GOOD",27.5327,27.5327,26.9327
"1268","Urban","Y2020","A Weighting","LAF_spec_90.00",12500,"BN41","OCT3",12500,3.35,"OMIT",-16.65,-16.65,-12.35
"1269","Urban","Y2020","A Weighting","LAF_spec_90.00",16,"BN12","OCT3",16,0.1,"GOOD",-0.0031,-0.0031,56.6969
"1270","Urban","Y2020","A Weighting","LAF_spec_90.00",160,"BN22","OCT3",160,22.8,"GOOD",22.7937,22.7937,36.1937
"1271","Urban","Y2020","A Weighting","LAF_spec_90.00",1600,"BN32","OCT3",1600,25.55,"GOOD",25.5175,25.5175,24.5175
"1272","Urban","Y2020","A Weighting","LAF_spec_90.00",16000,"BN42","OCT3",16000,4.3,"OMIT",-15.7,-15.7,-9.1
"1273","Urban","Y2020","A Weighting","LAF_spec_90.00",20,"BN13","OCT3",20,0.1,"GOOD",-0.0305,-0.0305,50.4695
"1274","Urban","Y2020","A Weighting","LAF_spec_90.00",200,"BN23","OCT3",200,23.8,"GOOD",23.7933,23.7933,34.6933
"1275","Urban","Y2020","A Weighting","LAF_spec_90.00",2000,"BN33","OCT3",2000,23,"GOOD",22.9283,22.9283,21.7283
"1276","Urban","Y2020","A Weighting","LAF_spec_90.00",20000,"BN43","OCT3",20000,2.75,"OMIT",-17.25,-17.25,-7.95
"1277","Urban","Y2020","A Weighting","LAF_spec_90.00",25,"BN14","OCT3",25,0.1,"GOOD",-0.0654,-0.0654,44.6346
"1278","Urban","Y2020","A Weighting","LAF_spec_90.00",250,"BN24","OCT3",250,23.7,"GOOD",23.6913,23.6913,32.2913
"1279","Urban","Y2020","A Weighting","LAF_spec_90.00",2500,"BN34","OCT3",2500,21.4,"GOOD",21.2776,21.2776,19.9776
"1280","Urban","Y2020","A Weighting","LAF_spec_90.00",31.5,"BN15","OCT3",31.5,5.45,"GOOD",5.3896,5.3896,44.7896
"1281","Urban","Y2020","A Weighting","LAF_spec_90.00",315,"BN25","OCT3",315,24.35,"GOOD",24.3399,24.3399,30.9399
"1282","Urban","Y2020","A Weighting","LAF_spec_90.00",3150,"BN35","OCT3",3150,21.15,"GOOD",20.9936,20.9936,19.7936
"1283","Urban","Y2020","A Weighting","LAF_spec_90.00",40,"BN16","OCT3",40,10.6,"GOOD",10.5767,10.5767,45.1767
"1284","Urban","Y2020","A Weighting","LAF_spec_90.00",400,"BN26","OCT3",400,25.55,"GOOD",25.5395,25.5395,30.3395
"1285","Urban","Y2020","A Weighting","LAF_spec_90.00",4000,"BN36","OCT3",4000,22.05,"GOOD",21.9065,21.9065,20.9065
"1286","Urban","Y2020","A Weighting","LAF_spec_90.00",50,"BN17","OCT3",50,14.45,"GOOD",14.4379,14.4379,44.6379
"1287","Urban","Y2020","A Weighting","LAF_spec_90.00",500,"BN27","OCT3",500,27.15,"GOOD",27.1411,27.1411,30.3411
"1288","Urban","Y2020","A Weighting","LAF_spec_90.00",5000,"BN37","OCT3",5000,17.75,"GOOD",17.3012,17.3012,16.8012
"1289","Urban","Y2020","A Weighting","LAF_spec_90.00",6.3,"BN8","OCT3",6.3,0.1,"GOOD",0.058,0.058,85.358
"1290","Urban","Y2020","A Weighting","LAF_spec_90.00",63,"BN18","OCT3",63,18.3,"GOOD",18.2936,18.2936,44.4936
"1291","Urban","Y2020","A Weighting","LAF_spec_90.00",630,"BN28","OCT3",630,28.3,"GOOD",28.2916,28.2916,30.1916
"1292","Urban","Y2020","A Weighting","LAF_spec_90.00",6300,"BN38","OCT3",6300,8.3,"POOR",-2.68,-2.68,-2.58
"1293","Urban","Y2020","A Weighting","LAF_spec_90.00",8,"BN9","OCT3",8,0.1,"GOOD",0.0483,0.0483,77.8483
"1294","Urban","Y2020","A Weighting","LAF_spec_90.00",80,"BN19","OCT3",80,20.3,"GOOD",20.2948,20.2948,42.7948
"1295","Urban","Y2020","A Weighting","LAF_spec_90.00",800,"BN29","OCT3",800,29.5,"GOOD",29.4923,29.4923,30.2923
"1296","Urban","Y2020","A Weighting","LAF_spec_90.00",8000,"BN39","OCT3",8000,6.8,"OMIT",-13.2,-13.2,-12.1
"1297","Urban","Y2020","A Weighting","MaxSpectra",10,"BN10","OCT3",10,-2.5029,"GOOD",-2.6218,-2.6218,67.7782
"1298","Urban","Y2020","A Weighting","MaxSpectra",100,"BN20","OCT3",100,41.1289,"GOOD",41.1289,41.1289,60.2289
"1299","Urban","Y2020","A Weighting","MaxSpectra",1000,"B10","OCT1",1000,54.332,"GOOD",54.3319,54.3319,54.3319
"1300","Urban","Y2020","A Weighting","MaxSpectra",1000,"BN30","OCT3",1000,50.3265,"GOOD",50.3264,50.3264,50.3264
"1301","Urban","Y2020","A Weighting","MaxSpectra",10000,"BN40","OCT3",10000,33.5027,"GOOD",33.4914,33.4914,35.9914
"1302","Urban","Y2020","A Weighting","MaxSpectra",12.5,"BN11","OCT3",12.5,4.5899,"GOOD",4.561,4.561,67.961
"1303","Urban","Y2020","A Weighting","MaxSpectra",125,"B7","OCT1",125,46.5026,"GOOD",46.5026,46.5026,62.6026
"1304","Urban","Y2020","A Weighting","MaxSpectra",125,"BN21","OCT3",125,41.4604,"GOOD",41.4604,41.4604,57.5604
"1305","Urban","Y2020","A Weighting","MaxSpectra",1250,"BN31","OCT3",1250,49.9651,"GOOD",49.965,49.965,49.365
"1306","Urban","Y2020","A Weighting","MaxSpectra",12500,"BN41","OCT3",12500,21.5138,"GOOD",21.3523,21.3523,25.6523
"1307","Urban","Y2020","A Weighting","MaxSpectra",16,"B4","OCT1",16,15.226,"GOOD",15.2165,15.2165,71.9165
"1308","Urban","Y2020","A Weighting","MaxSpectra",16,"BN12","OCT3",16,9.0777,"GOOD",9.0648,9.0648,65.7648
"1309","Urban","Y2020","A Weighting","MaxSpectra",160,"BN22","OCT3",160,42.9786,"GOOD",42.9785,42.9785,56.3785
"1310","Urban","Y2020","A Weighting","MaxSpectra",1600,"BN32","OCT3",1600,49.0173,"GOOD",49.0171,49.0171,48.0171
"1311","Urban","Y2020","A Weighting","MaxSpectra",16000,"B14","OCT1",16000,26.1213,"GOOD",25.988,25.988,32.588
"1312","Urban","Y2020","A Weighting","MaxSpectra",16000,"BN42","OCT3",16000,19.0264,"GOOD",18.8024,18.8024,25.4024
"1313","Urban","Y2020","A Weighting","MaxSpectra",20,"BN13","OCT3",20,13.0067,"GOOD",13.0001,13.0001,63.5001
"1314","Urban","Y2020","A Weighting","MaxSpectra",200,"BN23","OCT3",200,43.8461,"GOOD",43.8461,43.8461,54.7461
"1315","Urban","Y2020","A Weighting","MaxSpectra",2000,"B11","OCT1",2000,51.9903,"GOOD",51.99,51.99,50.79
"1316","Urban","Y2020","A Weighting","MaxSpectra",2000,"BN33","OCT3",2000,47.1267,"GOOD",47.1264,47.1264,45.9264
"1317","Urban","Y2020","A Weighting","MaxSpectra",20000,"BN43","OCT3",20000,16.8597,"GOOD",16.5804,16.5804,25.8804
"1318","Urban","Y2020","A Weighting","MaxSpectra",25,"BN14","OCT3",25,19.122,"GOOD",19.12,19.12,63.82
"1319","Urban","Y2020","A Weighting","MaxSpectra",250,"B8","OCT1",250,47.8873,"GOOD",47.8872,47.8872,56.4872
"1320","Urban","Y2020","A Weighting","MaxSpectra",250,"BN24","OCT3",250,45.185,"GOOD",45.185,45.185,53.785
"1321","Urban","Y2020","A Weighting","MaxSpectra",2500,"BN34","OCT3",2500,46.6735,"GOOD",46.6731,46.6731,45.3731
"1322","Urban","Y2020","A Weighting","MaxSpectra",31.5,"B5","OCT1",31.5,30.5138,"GOOD",30.5132,30.5132,69.9132
"1323","Urban","Y2020","A Weighting","MaxSpectra",31.5,"BN15","OCT3",31.5,24.2103,"GOOD",24.2095,24.2095,63.6095
"1324","Urban","Y2020","A Weighting","MaxSpectra",315,"BN25","OCT3",315,44.8214,"GOOD",44.8213,44.8213,51.4213
"1325","Urban","Y2020","A Weighting","MaxSpectra",3150,"BN35","OCT3",3150,48.4604,"GOOD",48.4601,48.4601,47.2601
"1326","Urban","Y2020","A Weighting","MaxSpectra",40,"BN16","OCT3",40,28.7673,"GOOD",28.7669,28.7669,63.3669
"1327","Urban","Y2020","A Weighting","MaxSpectra",400,"BN26","OCT3",400,45.4181,"GOOD",45.418,45.418,50.218
"1328","Urban","Y2020","A Weighting","MaxSpectra",4000,"B12","OCT1",4000,55.6025,"GOOD",55.6023,55.6023,54.6023
"1329","Urban","Y2020","A Weighting","MaxSpectra",4000,"BN36","OCT3",4000,52.4874,"GOOD",52.4873,52.4873,51.4873
"1330","Urban","Y2020","A Weighting","MaxSpectra",50,"BN17","OCT3",50,32.9278,"GOOD",32.9276,32.9276,63.1276
"1331","Urban","Y2020","A Weighting","MaxSpectra",500,"B9","OCT1",500,52.5724,"GOOD",52.5723,52.5723,55.7723
"1332","Urban","Y2020","A Weighting","MaxSpectra",500,"BN27","OCT3",500,48.6566,"GOOD",48.6566,48.6566,51.8566
"1333","Urban","Y2020","A Weighting","MaxSpectra",5000,"BN37","OCT3",5000,49.1038,"GOOD",49.1035,49.1035,48.6035
"1334","Urban","Y2020","A Weighting","MaxSpectra",6.3,"BN8","OCT3",6.3,-15.4959,"FAIR",-17.3604,-17.3604,67.9396
"1335","Urban","Y2020","A Weighting","MaxSpectra",63,"B6","OCT1",63,40.4553,"GOOD",40.4552,40.4552,66.6552
"1336","Urban","Y2020","A Weighting","MaxSpectra",63,"BN18","OCT3",63,36.5838,"GOOD",36.5837,36.5837,62.7837
"1337","Urban","Y2020","A Weighting","MaxSpectra",630,"BN28","OCT3",630,49.2363,"GOOD",49.2362,49.2362,51.1362
"1338","Urban","Y2020","A Weighting","MaxSpectra",6300,"BN38","OCT3",6300,39.4831,"GOOD",39.48,39.48,39.58
"1339","Urban","Y2020","A Weighting","MaxSpectra",8,"B3","OCT1",8,-1.0568,"GOOD",-1.2659,-1.2659,76.5341
"1340","Urban","Y2020","A Weighting","MaxSpectra",8,"BN9","OCT3",8,-8.0982,"GOOD",-8.4517,-8.4517,69.3483
"1341","Urban","Y2020","A Weighting","MaxSpectra",80,"BN19","OCT3",80,38.5233,"GOOD",38.5232,38.5232,61.0232
"1342","Urban","Y2020","A Weighting","MaxSpectra",800,"BN29","OCT3",800,49.5028,"GOOD",49.5027,49.5027,50.3027
"1343","Urban","Y2020","A Weighting","MaxSpectra",8000,"B13","OCT1",8000,42.6196,"GOOD",42.6152,42.6152,43.7152
"1344","Urban","Y2020","A Weighting","MaxSpectra",8000,"BN39","OCT3",8000,39.3355,"GOOD",39.3323,39.3323,40.4323
"1345","Urban","Y2020","A Weighting","MinSpectra",10,"BN10","OCT3",10,-28.19,"OMIT",-48.19,-48.19,22.21
"1346","Urban","Y2020","A Weighting","MinSpectra",100,"BN20","OCT3",100,15.942,"GOOD",15.9233,15.9233,35.0233
"1347","Urban","Y2020","A Weighting","MinSpectra",1000,"B10","OCT1",1000,30.933,"GOOD",30.9125,30.9125,30.9125
"1348","Urban","Y2020","A Weighting","MinSpectra",1000,"BN30","OCT3",1000,26.3804,"GOOD",26.3619,26.3619,26.3619
"1349","Urban","Y2020","A Weighting","MinSpectra",10000,"BN40","OCT3",10000,4.0781,"OMIT",-15.9219,-15.9219,-13.4219
"1350","Urban","Y2020","A Weighting","MinSpectra",12.5,"BN11","OCT3",12.5,-27.2024,"OMIT",-47.2024,-47.2024,16.1976
"1351","Urban","Y2020","A Weighting","MinSpectra",125,"B7","OCT1",125,24.6826,"GOOD",24.6726,24.6726,40.7726
"1352","Urban","Y2020","A Weighting","MinSpectra",125,"BN21","OCT3",125,17.4058,"GOOD",17.3889,17.3889,33.4889
"1353","Urban","Y2020","A Weighting","MinSpectra",1250,"BN31","OCT3",1250,24.1337,"GOOD",24.0957,24.0957,23.4957
"1354","Urban","Y2020","A Weighting","MinSpectra",12500,"BN41","OCT3",12500,2.2415,"OMIT",-17.7585,-17.7585,-13.4585
"1355","Urban","Y2020","A Weighting","MinSpectra",16,"B4","OCT1",16,-11.6694,"OMIT",-31.6694,-31.6694,25.0306
"1356","Urban","Y2020","A Weighting","MinSpectra",16,"BN12","OCT3",16,-22.1263,"OMIT",-42.1263,-42.1263,14.5737
"1357","Urban","Y2020","A Weighting","MinSpectra",160,"BN22","OCT3",160,17.8483,"GOOD",17.8285,17.8285,31.2285
"1358","Urban","Y2020","A Weighting","MinSpectra",1600,"BN32","OCT3",1600,22.608,"GOOD",22.5439,22.5439,21.5439
"1359","Urban","Y2020","A Weighting","MinSpectra",16000,"B14","OCT1",16000,8.1045,"OMIT",-11.8955,-11.8955,-5.2955
"1360","Urban","Y2020","A Weighting","MinSpectra",16000,"BN42","OCT3",16000,3.4052,"OMIT",-16.5948,-16.5948,-9.9948
"1361","Urban","Y2020","A Weighting","MinSpectra",20,"BN13","OCT3",20,-16.4622,"OMIT",-36.4622,-36.4622,14.0378
"1362","Urban","Y2020","A Weighting","MinSpectra",200,"BN23","OCT3",200,18.5519,"GOOD",18.5295,18.5295,29.4295
"1363","Urban","Y2020","A Weighting","MinSpectra",2000,"B11","OCT1",2000,25.6963,"GOOD",25.5823,25.5823,24.3823
"1364","Urban","Y2020","A Weighting","MinSpectra",2000,"BN33","OCT3",2000,19.6023,"GOOD",19.444,19.444,18.244
"1365","Urban","Y2020","A Weighting","MinSpectra",20000,"BN43","OCT3",20000,2.1188,"OMIT",-17.8812,-17.8812,-8.5812
"1366","Urban","Y2020","A Weighting","MinSpectra",25,"BN14","OCT3",25,-8.1949,"FAIR",-9.4575,-9.4575,35.2425
"1367","Urban","Y2020","A Weighting","MinSpectra",250,"B8","OCT1",250,25.4902,"GOOD",25.4721,25.4721,34.0721
"1368","Urban","Y2020","A Weighting","MinSpectra",250,"BN24","OCT3",250,18.6621,"GOOD",18.6344,18.6344,27.2344
"1369","Urban","Y2020","A Weighting","MinSpectra",2500,"BN34","OCT3",2500,17.6592,"GOOD",17.3637,17.3637,16.0637
"1370","Urban","Y2020","A Weighting","MinSpectra",31.5,"B5","OCT1",31.5,7.0433,"GOOD",6.9146,6.9146,46.3146
"1371","Urban","Y2020","A Weighting","MinSpectra",31.5,"BN15","OCT3",31.5,-2.2139,"GOOD",-2.5792,-2.5792,36.8208
"1372","Urban","Y2020","A Weighting","MinSpectra",315,"BN25","OCT3",315,20.0374,"GOOD",20.0101,20.0101,26.6101
"1373","Urban","Y2020","A Weighting","MinSpectra",3150,"BN35","OCT3",3150,16.4041,"GOOD",15.9199,15.9199,14.7199
"1374","Urban","Y2020","A Weighting","MinSpectra",40,"BN16","OCT3",40,3.3828,"GOOD",3.2589,3.2589,37.8589
"1375","Urban","Y2020","A Weighting","MinSpectra",400,"BN26","OCT3",400,21.2789,"GOOD",21.2507,21.2507,26.0507
"1376","Urban","Y2020","A Weighting","MinSpectra",4000,"B12","OCT1",4000,21.4107,"GOOD",20.8955,20.8955,19.8955
"1377","Urban","Y2020","A Weighting","MinSpectra",4000,"BN36","OCT3",4000,16.913,"GOOD",16.4259,16.4259,15.4259
"1378","Urban","Y2020","A Weighting","MinSpectra",50,"BN17","OCT3",50,8.0501,"GOOD",7.997,7.997,38.197
"1379","Urban","Y2020","A Weighting","MinSpectra",500,"B9","OCT1",500,29.7234,"GOOD",29.7088,29.7088,32.9088
"1380","Urban","Y2020","A Weighting","MinSpectra",500,"BN27","OCT3",500,23.1954,"GOOD",23.1732,23.1732,26.3732
"1381","Urban","Y2020","A Weighting","MinSpectra",5000,"BN37","OCT3",5000,13.5676,"FAIR",12.2763,12.2763,11.7763
"1382","Urban","Y2020","A Weighting","MinSpectra",6.3,"BN8","OCT3",6.3,-30.067,"OMIT",-50.067,-50.067,35.233
"1383","Urban","Y2020","A Weighting","MinSpectra",63,"B6","OCT1",63,19.1536,"GOOD",19.1373,19.1373,45.3373
"1384","Urban","Y2020","A Weighting","MinSpectra",63,"BN18","OCT3",63,11.2846,"GOOD",11.2522,11.2522,37.4522
"1385","Urban","Y2020","A Weighting","MinSpectra",630,"BN28","OCT3",630,24.778,"GOOD",24.759,24.759,26.659
"1386","Urban","Y2020","A Weighting","MinSpectra",6300,"BN38","OCT3",6300,5.4622,"OMIT",-14.5378,-14.5378,-14.4378
"1387","Urban","Y2020","A Weighting","MinSpectra",8,"B3","OCT1",8,-24.3345,"OMIT",-44.3345,-44.3345,33.4655
"1388","Urban","Y2020","A Weighting","MinSpectra",8,"BN9","OCT3",8,-29.1683,"OMIT",-49.1683,-49.1683,28.6317
"1389","Urban","Y2020","A Weighting","MinSpectra",80,"BN19","OCT3",80,13.4566,"GOOD",13.4312,13.4312,35.9312
"1390","Urban","Y2020","A Weighting","MinSpectra",800,"BN29","OCT3",800,25.9805,"GOOD",25.9632,25.9632,26.7632
"1391","Urban","Y2020","A Weighting","MinSpectra",8000,"B13","OCT1",8000,10.3168,"OMIT",-9.6832,-9.6832,-8.5832
"1392","Urban","Y2020","A Weighting","MinSpectra",8000,"BN39","OCT3",8000,4.5187,"OMIT",-15.4813,-15.4813,-14.3813
"1393","Urban","Y2020","A Weighting","OverallSpectra",10,"BN10","OCT3",10,-18.6179,"OMIT",-38.6179,-38.6179,31.7821
"1394","Urban","Y2020","A Weighting","OverallSpectra",100,"BN20","OCT3",100,27.601,"GOOD",27.5998,27.5998,46.6998
"1395","Urban","Y2020","A Weighting","OverallSpectra",1000,"B10","OCT1",1000,40.2495,"GOOD",40.2471,40.2471,40.2471
"1396","Urban","Y2020","A Weighting","OverallSpectra",1000,"BN30","OCT3",1000,36.0862,"GOOD",36.0843,36.0843,36.0843
"1397","Urban","Y2020","A Weighting","OverallSpectra",10000,"BN40","OCT3",10000,12.7192,"FAIR",11.105,11.105,13.605
"1398","Urban","Y2020","A Weighting","OverallSpectra",12.5,"BN11","OCT3",12.5,-11.9576,"FAIR",-13.4997,-13.4997,49.9003
"1399","Urban","Y2020","A Weighting","OverallSpectra",125,"B7","OCT1",125,33.0615,"GOOD",33.0601,33.0601,49.1601
"1400","Urban","Y2020","A Weighting","OverallSpectra",125,"BN21","OCT3",125,28.7928,"GOOD",28.7916,28.7916,44.8916
"1401","Urban","Y2020","A Weighting","OverallSpectra",1250,"BN31","OCT3",1250,34.303,"GOOD",34.2994,34.2994,33.6994
"1402","Urban","Y2020","A Weighting","OverallSpectra",12500,"BN41","OCT3",12500,5.7893,"OMIT",-14.2107,-14.2107,-9.9107
"1403","Urban","Y2020","A Weighting","OverallSpectra",16,"B4","OCT1",16,1.1673,"GOOD",0.917,0.917,57.617
"1404","Urban","Y2020","A Weighting","OverallSpectra",16,"BN12","OCT3",16,-5.5623,"GOOD",-5.955,-5.955,50.745
"1405","Urban","Y2020","A Weighting","OverallSpectra",160,"BN22","OCT3",160,28.3715,"GOOD",28.3698,28.3698,41.7698
"1406","Urban","Y2020","A Weighting","OverallSpectra",1600,"BN32","OCT3",1600,32.5916,"GOOD",32.5852,32.5852,31.5852
"1407","Urban","Y2020","A Weighting","OverallSpectra",16000,"B14","OCT1",16000,10.2776,"OMIT",-9.7224,-9.7224,-3.1224
"1408","Urban","Y2020","A Weighting","OverallSpectra",16000,"BN42","OCT3",16000,5.9543,"OMIT",-14.0457,-14.0457,-7.4457
"1409","Urban","Y2020","A Weighting","OverallSpectra",20,"BN13","OCT3",20,-0.6034,"GOOD",-0.7572,-0.7572,49.7428
"1410","Urban","Y2020","A Weighting","OverallSpectra",200,"BN23","OCT3",200,29.4386,"GOOD",29.4367,29.4367,40.3367
"1411","Urban","Y2020","A Weighting","OverallSpectra",2000,"B11","OCT1",2000,36.7516,"GOOD",36.7427,36.7427,35.5427
"1412","Urban","Y2020","A Weighting","OverallSpectra",2000,"BN33","OCT3",2000,30.2175,"GOOD",30.204,30.204,29.004
"1413","Urban","Y2020","A Weighting","OverallSpectra",20000,"BN43","OCT3",20000,4.116,"OMIT",-15.884,-15.884,-6.584
"1414","Urban","Y2020","A Weighting","OverallSpectra",25,"BN14","OCT3",25,5.9069,"GOOD",5.8641,5.8641,50.5641
"1415","Urban","Y2020","A Weighting","OverallSpectra",250,"B8","OCT1",250,34.7993,"GOOD",34.7972,34.7972,43.3972
"1416","Urban","Y2020","A Weighting","OverallSpectra",250,"BN24","OCT3",250,30.2842,"GOOD",30.2823,30.2823,38.8823
"1417","Urban","Y2020","A Weighting","OverallSpectra",2500,"BN34","OCT3",2500,30.7576,"GOOD",30.7435,30.7435,29.4435
"1418","Urban","Y2020","A Weighting","OverallSpectra",31.5,"B5","OCT1",31.5,18.1064,"GOOD",18.0965,18.0965,57.4965
"1419","Urban","Y2020","A Weighting","OverallSpectra",31.5,"BN15","OCT3",31.5,11.3154,"GOOD",11.2999,11.2999,50.6999
"1420","Urban","Y2020","A Weighting","OverallSpectra",315,"BN25","OCT3",315,30.3612,"GOOD",30.3587,30.3587,36.9587
"1421","Urban","Y2020","A Weighting","OverallSpectra",3150,"BN35","OCT3",3150,30.629,"GOOD",30.6117,30.6117,29.4117
"1422","Urban","Y2020","A Weighting","OverallSpectra",40,"BN16","OCT3",40,15.8964,"GOOD",15.8896,15.8896,50.4896
"1423","Urban","Y2020","A Weighting","OverallSpectra",400,"BN26","OCT3",400,31.4042,"GOOD",31.4015,31.4015,36.2015
"1424","Urban","Y2020","A Weighting","OverallSpectra",4000,"B12","OCT1",4000,37.4891,"GOOD",37.4771,37.4771,36.4771
"1425","Urban","Y2020","A Weighting","OverallSpectra",4000,"BN36","OCT3",4000,34.756,"GOOD",34.7484,34.7484,33.7484
"1426","Urban","Y2020","A Weighting","OverallSpectra",50,"BN17","OCT3",50,20.3436,"GOOD",20.3404,20.3404,50.5404
"1427","Urban","Y2020","A Weighting","OverallSpectra",500,"B9","OCT1",500,38.6703,"GOOD",38.6685,38.6685,41.8685
"1428","Urban","Y2020","A Weighting","OverallSpectra",500,"BN27","OCT3",500,33.1197,"GOOD",33.1174,33.1174,36.3174
"1429","Urban","Y2020","A Weighting","OverallSpectra",5000,"BN37","OCT3",5000,31.3963,"GOOD",31.3778,31.3778,30.8778
"1430","Urban","Y2020","A Weighting","OverallSpectra",6.3,"BN8","OCT3",6.3,-28.7498,"OMIT",-48.7498,-48.7498,36.5502
"1431","Urban","Y2020","A Weighting","OverallSpectra",63,"B6","OCT1",63,28.4265,"GOOD",28.4246,28.4246,54.6246
"1432","Urban","Y2020","A Weighting","OverallSpectra",63,"BN18","OCT3",63,23.604,"GOOD",23.6021,23.6021,49.8021
"1433","Urban","Y2020","A Weighting","OverallSpectra",630,"BN28","OCT3",630,34.6023,"GOOD",34.6003,34.6003,36.5003
"1434","Urban","Y2020","A Weighting","OverallSpectra",6300,"BN38","OCT3",6300,18.9911,"GOOD",18.6361,18.6361,18.7361
"1435","Urban","Y2020","A Weighting","OverallSpectra",8,"B3","OCT1",8,-17.1083,"OMIT",-37.1083,-37.1083,40.6917
"1436","Urban","Y2020","A Weighting","OverallSpectra",8,"BN9","OCT3",8,-23.728,"OMIT",-43.728,-43.728,34.072
"1437","Urban","Y2020","A Weighting","OverallSpectra",80,"BN19","OCT3",80,25.426,"GOOD",25.4244,25.4244,47.9244
"1438","Urban","Y2020","A Weighting","OverallSpectra",800,"BN29","OCT3",800,35.3482,"GOOD",35.3462,35.3462,36.1462
"1439","Urban","Y2020","A Weighting","OverallSpectra",8000,"B13","OCT1",8000,23.2206,"GOOD",22.8182,22.8182,23.9182
"1440","Urban","Y2020","A Weighting","OverallSpectra",8000,"BN39","OCT3",8000,18.3625,"GOOD",17.946,17.946,19.046
