"song.id","bird.id","distance","bg.OBCZ2000","bg.OBCZ2500","bg.OBCZ3150","bg.OBCZ4000","bg.OBCZ5000","bg.OBCZ6300","bg.OBCZ8000","ambient.LAeq","SENEL.total","SEL.LZeq","song.bands.OBCZ2000","song.bands.OBCZ2500","song.bands.OBCZ3150","song.bands.OBCZ4000","song.bands.OBCZ5000","song.bands.OBCZ6300","song.bands.OBCZ8000","location","year"
"SF__RICH.004_00060","RICH2_20",6,17.406,19.785,20.96,20.79,20.587,13.181,20.431,NA,66.681,81.352,29.244,50.74,65.651,76.389,71.938,53.571,39.53,"RICH","Y2020"
"SF__RICH.004_01168","RICH2_20",6,17.428,19.803,20.976,20.838,20.617,13.294,20.605,54.816,66.839,81.525,39.13,48.1,65.084,76.418,72.496,54.034,42.409,"RICH","Y2020"
"SF__RICH.004_02173","RICH2_20",6,17.452,19.727,20.917,20.81,20.619,13.292,20.604,56.889,66.59,81.285,-45.637,47.745,64.44,76.184,72.61,53.02,40.483,"RICH","Y2020"
"SF__RICH.004_03368","RICH2_20",6,17.512,19.592,20.53,20.571,20.464,13.39,20.86,43.468,68.032,82.742,-45.637,48.906,65.693,77.493,74.551,53.431,42.16,"RICH","Y2020"
"SF__RICH.004_04450","RICH2_20",6,30.378,24.273,27.311,25.525,23.541,18.32,21.152,56.714,67.784,82.474,-45.637,50.149,65.75,77.438,73.774,53.502,40.829,"RICH","Y2020"
"SF__RICH.007_00473","RICH_YM_YS",6,17.432,14.491,14.061,15.742,13.225,7.596,5.232,NA,62.797,77.487,30.767,39.023,59.397,72.762,68.862,42.485,31.983,"RICH","Y2020"
"SF__RICH.014_00917","RICH6_20",10,19.022,17.589,17.182,18.91,18.508,18.046,14.494,NA,66.226,85.375,26.574,41.278,64.979,80.303,76.95,60.666,41.552,"RICH","Y2020"
"SF__RICH.015_00642","RICH7_20",7,22.372,22.097,24.48,27.327,24.241,26.165,21.908,NA,62.786,78.74,32.096,42.728,64.734,75.454,68.431,-42.998,-41.998,"RICH","Y2020"
"SF__RICH.015_01571","RICH7_20",7,20.575,19.649,19.884,27.373,23.392,26.332,27.272,53.768,63.382,79.36,-44.298,43.33,62.883,75.418,69.364,-42.998,-41.998,"RICH","Y2020"
"SF__RICH.015_01969","RICH7_20",7,20.653,19.687,19.825,27.538,23.546,26.469,27.413,54.263,63.471,79.454,-44.298,44.551,63.716,75.39,69.749,-42.998,-41.998,"RICH","Y2020"
"SF__RICH.015_02827","RICH7_20",7,18.306,15.648,15.251,17.903,14.808,9.329,9.865,56.546,65.166,81.131,-44.298,45.274,66.337,77.086,70.308,35.588,31.829,"RICH","Y2020"
"SF__RICH.015_03393","RICH7_20",7,17.884,14.295,13.871,17.217,12.821,9.875,9.521,57.471,65.75,81.7,-44.298,45.268,66.173,77.808,69.73,37.047,29.018,"RICH","Y2020"
"SF__RICH.015_04011","RICH7_20",7,17.715,14.228,13.576,28.077,27.123,33.371,10.443,55.986,66.432,82.392,23.929,46.121,66.98,78.202,71.164,-42.998,30.014,"RICH","Y2020"
"SF__RICH.017_00162","RICH8_20",5,19.193,22.193,19.055,20.211,19.504,5.831,9.954,NA,65.984,79.037,-47.221,44.383,63.767,74.487,68.405,21.194,28.162,"RICH","Y2020"
"SF__RICH.017_00866","RICH8_20",5,19.059,22.028,19.118,20.579,19.572,5.882,9.985,NA,65.816,78.892,-47.221,42.418,63.187,74.254,69.3,24.207,29.886,"RICH","Y2020"
"SF__RICH.017_02168","RICH8_20",5,18.159,16.024,15.771,19.846,18.756,5.656,9.857,60.206,68.17,81.231,20.46,45.534,67.05,76.381,71.106,25.053,33.228,"RICH","Y2020"
"SF__RICH.017_02730","RICH8_20",5,19.312,17.043,16.579,20.41,19.069,6.053,9.81,61.709,67.962,81.032,-47.221,43.948,66.079,76.371,71.314,24.906,32.737,"RICH","Y2020"
"SF__RICH.017_03261","RICH8_20",5,19.766,16.951,17.152,20.235,19.338,6.521,10.541,60.187,68.055,81.115,41.797,45.328,68.208,75.831,71.053,27.379,35.203,"RICH","Y2020"
"SF__RICH.017_03945","RICH8_20",5,22.508,20.372,18.589,22.044,21.798,7.441,11.271,58.224,68.287,81.381,48.367,49.209,68.043,76.097,72.749,30.838,37.16,"RICH","Y2020"
"SF__RICH.017_04583","RICH8_20",5,19.462,17.1,16.707,20.43,19.213,6.094,9.856,58.413,66.128,79.213,-47.221,43.938,64.088,74.246,69.917,24.002,32.131,"RICH","Y2020"
"SF__RICH.020_00157","RICH_WS_Ylb",3,26.015,23.166,22.507,25.658,22.571,33.417,15.085,NA,69.427,77.972,34.586,40.353,66.669,74.208,63.694,-50.358,29.102,"RICH","Y2020"
"SF__RICH.020_00882","RICH_WS_Ylb",3,25.907,22.971,22.328,25.388,22.409,33.569,15.011,NA,69.216,77.796,-51.658,43.128,63.544,73.957,65.513,-50.358,26.969,"RICH","Y2020"
"SF__RICH.021_00330","RICH_WS_Ylb",4,23.005,22.206,24.67,26.96,20.808,18.315,20.112,NA,63.761,74.812,-49.159,42.968,61.511,71.357,60.708,-47.859,29.003,"RICH","Y2020"
"SF__RICH.021_01295","RICH_WS_Ylb",4,27.403,27.015,26.526,29.858,26.076,29.308,23.808,54.176,66.602,77.682,-49.159,39.085,61.087,73.968,65.299,-47.859,-46.859,"RICH","Y2020"
"SF__RICH.021_02362","RICH_WS_Ylb",4,21.528,30.168,23.713,28.703,27.248,26.557,12.113,56.547,66.885,78,39.873,-49.259,62.788,74.02,68.074,-47.859,23.669,"RICH","Y2020"
"SF__RICH.021_03531","RICH_WS_Ylb",4,24.25,25.019,18.95,26.41,26.078,24.077,11.926,43.697,66.176,77.29,-49.159,-49.259,62.28,74.54,68.173,-47.859,24.241,"RICH","Y2020"
"SF__RICH.021_04435","RICH_WS_Ylb",4,21.43,20.877,19.641,23.357,24.071,34.235,13.756,56.354,67.675,78.756,-49.159,39.767,62.145,75.534,66.342,-47.859,25.878,"RICH","Y2020"
"SF__RICH.021_05476","RICH_WS_Ylb",4,24.658,24.351,24.05,26.765,22.348,18.716,15.002,57.699,67.311,78.413,28.495,42.914,60.721,74.956,67.494,-47.859,24.627,"RICH","Y2020"
"SF__RICH.023_00001","RICH11_20",11,20.004,20.334,18.517,20.903,19.603,14.497,10.187,NA,62.586,82.481,37.07,49.12,65.845,78.123,71.421,41.032,27.467,"RICH","Y2020"
"SF__RICH.027_00744","RICH12_20",5,22.002,16.846,21.476,21.797,21.084,13.982,6.812,NA,56.279,69.368,28.675,29.547,48.153,65.768,61.344,36.412,17.716,"RICH","Y2020"
"SF__RICH.027_01474","RICH12_20",5,22.966,18.503,16.487,22.711,18.756,13.441,7.267,48.605,57.224,70.277,19.882,29.231,52.296,66.645,60.521,37.119,14.202,"RICH","Y2020"
"SF__RICH.027_02393","RICH12_20",5,22.596,18.108,17.614,23.522,20.05,14.476,8.242,48.942,61.115,74.222,-47.221,31.901,55.558,70.596,66.694,43.117,23.087,"RICH","Y2020"
"SF__RICH.027_03077","RICH12_20",5,25.897,21.286,19.147,24.291,21.163,16.047,9.371,51.878,57.955,71.019,-47.221,33.18,52.533,67.521,62.034,39.025,17.863,"RICH","Y2020"
"SF__RICH.027_03735","RICH12_20",5,25.9,21.292,19.132,24.302,21.26,16.841,9.391,49.793,56.088,69.139,-47.221,-47.321,49.946,65.502,59.572,31.82,-44.921,"RICH","Y2020"
"SF__LM__.011_00001","LM5_20",5,24.733,22.717,21.361,22.699,24.003,13.834,17.396,NA,56.447,69.491,-47.221,41.93,59.716,64.362,61.142,41.072,-44.921,"LAME","Y2020"
"SF__LM__.011_01668","LM5_20",5,29.155,27.965,26.445,26.326,28.273,19.002,22.195,42.968,56.947,69.958,-47.221,38.205,58.487,64.246,60.806,40.187,-44.921,"LAME","Y2020"
"SF__LM__.017_00024","LM6_20",9,24.183,20.117,19.437,21.424,20.095,7.994,9.232,NA,56.608,74.939,-42.115,45.38,56.171,66.57,67.886,45.932,46.561,"LAME","Y2020"
"SF__LM__.017_01157","LM6_20",9,25.747,22.639,23.105,24.83,26.904,23.601,26.034,45.067,56.749,75.008,-42.115,46.232,55.344,67.776,67.709,34.202,-39.815,"LAME","Y2020"
"SF__LM__.019_00001","LM2_20",6,36.317,34.972,34.798,35.942,37.701,26.661,30.654,NA,61.511,76.348,-45.637,31.574,47.994,66.939,73.475,45.66,30.836,"LAME","Y2020"
"SF__LM__.019_01709","LM2_20",6,34.146,33.472,34.394,35.444,38.698,26.877,30.472,51.332,60.435,75.125,-45.637,-45.737,49.951,67.068,70.113,45.517,38.913,"LAME","Y2020"
"SF__LM__.019_03592","LM2_20",6,33.284,33.495,33.327,34.408,37.318,25.934,30.469,50.901,61.691,76.418,33.906,39.156,48.089,68.567,70.582,43.835,38.063,"LAME","Y2020"
"SF__LM__.019_05695","LM2_20",6,33.286,33.514,33.339,34.403,37.335,25.945,30.458,50.813,60.938,75.68,38.007,-45.737,49.485,67.084,70.464,43.799,37.351,"LAME","Y2020"
"SF__LM__.019_07316","LM2_20",6,39.596,38.202,35.798,35.655,38.365,25.785,29.898,51.224,61.939,76.537,-45.637,-45.737,49.338,68.576,70.403,45.436,41.125,"LAME","Y2020"
"SF__LM__.021_00142","LM3_20",10,19.384,22.084,22.794,25.296,23.023,20.991,8.17,NA,54.841,73.99,36.14,41.687,51.628,67.584,66.11,46.232,30.93,"LAME","Y2020"
"SF__LM__.021_01795","LM3_20",10,20.242,21.712,23.356,25.926,22.976,19.519,9.26,39.785,55.293,74.418,44.879,46.884,52.568,68.325,65.965,46.969,32.006,"LAME","Y2020"
"SF__LM__.025_00642","LM8_20",8,22.092,24.938,22.667,35.276,24.142,18.423,11.286,NA,60.655,77.934,-43.138,35.689,58.047,70.467,71.104,57.627,38.952,"LAME","Y2020"
"SF__LM__.025_02117","LM8_20",8,26.845,24.28,21.624,21.93,20.544,10.611,8.463,42.583,61.003,78.389,-43.138,40.202,56.537,69.889,73.104,56.436,37.139,"LAME","Y2020"
"SF__LM__.025_06269","LM8_20",8,26.844,23.434,22.687,23.979,25.833,18.632,14.299,53.633,62.342,79.601,-43.138,45.565,60.952,72.895,71.846,56.286,39.283,"LAME","Y2020"
"SF__LM__.027_00790","LM4_20",5,20.505,17.804,18.916,24.513,23.899,9.906,5.961,NA,56.236,69.389,27.201,38.582,56.393,62.458,62.575,39.074,19.595,"LAME","Y2020"
"SF__LM__.027_01275","LM4_20",5,19.258,17.395,22.189,27.005,30.468,12.871,7.923,49.326,56.41,69.544,22.61,40.961,55.895,62.35,62.686,39.151,19.813,"LAME","Y2020"
"SF__LM__.027_01760","LM4_20",5,21.485,18.645,20.022,27.223,25.931,9.814,5.688,50.084,54.822,67.958,-47.221,39.881,56.374,60.746,61.627,38.899,20.361,"LAME","Y2020"
"SF__LM__.027_02245","LM4_20",5,20.431,20.077,25.193,25.613,30.104,14.02,14.746,49.419,58.729,71.958,35.924,42.313,56.721,63.469,66.183,42.094,34.263,"LAME","Y2020"
"SF__LM__.027_02862","LM4_20",5,18.718,18.23,25.724,25.803,28.267,9.241,7.906,50.609,60.391,73.515,25.18,44.002,62.696,65.928,66.153,41.215,24.775,"LAME","Y2020"
"SF__LM__.027_03485","LM4_20",5,20.898,19.089,19.853,22.447,23.049,12.555,10.586,50.966,57.851,70.991,-47.221,41.766,59.102,64.114,63.886,42.35,6.071,"LAME","Y2020"
"SF__LM__.027_04052","LM4_20",5,19.533,20.197,23.856,26.539,27.571,19.534,17.267,48.595,59.153,72.319,27.178,43.769,59.047,64.804,65.495,43.013,33.889,"LAME","Y2020"
"SF__LM__.027_05027","LM4_20",5,20.835,19.459,23.384,27.077,31.004,19.902,21.17,52.654,60.015,73.212,-47.221,44.5,58.926,65.339,66.937,43.151,-44.921,"LAME","Y2020"
"SF__LM__.027_06606","LM4_20",5,29.916,30.455,30.457,31.07,31.153,18.734,14.633,55.382,62.649,75.794,45.106,48.092,60.394,69.034,68.779,46.938,35.038,"LAME","Y2020"
"SF__LM__.027_07127","LM4_20",5,20.687,18.861,20.165,23.284,26.835,14.323,15.221,56.541,63.821,76.957,32.929,46.592,64.087,69.649,68.841,46.526,28.505,"LAME","Y2020"
"SF__LM__.027_07688","LM4_20",5,21.321,18.906,19.519,22.456,23.234,9.615,7.686,56.162,62.854,76.036,16.707,48.265,60.081,69.174,68.893,46.843,33.714,"LAME","Y2020"
"SF__LM__.027_08214","LM4_20",5,21.392,19.024,19.77,22.546,23.382,10.08,7.995,56.065,62.985,76.18,16.55,46.773,59.128,69.403,69.331,46.591,29.611,"LAME","Y2020"
"SF__LM__.027_08786","LM4_20",5,21.528,20.676,26.539,27.179,28.969,12.639,9.292,55.887,62.58,75.776,33.675,47.348,59.734,68.599,69.11,47.037,31.319,"LAME","Y2020"
"SF__LM__.027_09327","LM4_20",5,28.745,25.656,24.553,27.895,30.962,20.81,19.063,55.215,62.671,75.845,-47.221,44.91,60.234,68.91,68.996,46.161,36.842,"LAME","Y2020"
"SF__LM__.027_09878","LM4_20",5,21.968,20.657,20.716,23.22,29.99,18.674,12.854,55.232,63.967,77.197,34.292,47.64,60.83,69.365,70.882,47.454,32.653,"LAME","Y2020"
"SF__LM__.027_10465","LM4_20",5,22.712,22.331,22.369,27.543,31.921,19.476,16.233,55.103,63.171,76.385,41.597,47.457,59.586,68.695,69.868,46.012,15.216,"LAME","Y2020"
"SF__LM__.027_11083","LM4_20",5,32,29.944,30.748,30.977,34.57,22.69,27.365,54.096,65.251,78.455,-47.221,46.276,63.424,70.228,72.072,47.494,-44.921,"LAME","Y2020"
"SF__LM__.027_11682","LM4_20",5,27.416,26.154,27.196,29.709,30.332,15.404,16.009,55.883,65.079,78.285,35.806,45.759,64.494,70.442,71.993,47.667,31.367,"LAME","Y2020"
"SF__LM__.032_00039","LM9_20",5,24.424,24.31,22.541,22.05,27.506,27.173,22.684,NA,60.828,73.862,37.631,47.838,62.804,67.89,63.811,46.852,-44.921,"LAME","Y2020"
"SF__LM__.033_00325","LM9_20",11,22.337,19.035,18.444,25.673,26.208,8.178,5.844,NA,57.461,77.321,35.898,49.308,66.435,70.697,66.514,45.724,35.124,"LAME","Y2020"
"SF__LM__.033_01943","LM9_20",11,22.809,21.985,19.439,28.499,20.735,16.511,13.873,45.469,56.236,76.121,-40.372,51.109,64.089,69.015,66.381,46.062,-38.072,"LAME","Y2020"
"SF__LM__.033_02857","LM9_20",11,23.6,23.354,23.991,27.824,25.787,18.944,14.54,47.203,54.921,74.779,39.372,50.383,63.159,67.915,65.564,46.745,24.168,"LAME","Y2020"
"SF__LM__.035_00963","LM10_20",9,23.346,22.528,21.173,21.098,24.853,19.179,11.444,NA,47.9,65.97,40.837,44.122,50.607,61.173,58.758,37.125,32.636,"LAME","Y2020"
"SF__LM__.035_02005","LM10_20",9,25.705,24.464,23.862,22.107,23.114,17.103,10.86,41.414,48.547,66.531,-42.115,38.816,51.972,60.04,57.822,37.098,25.48,"LAME","Y2020"
"SF__LM__.035_03225","LM10_20",9,21.823,20.625,19.784,20.992,20.77,19.926,13.361,38.826,47.184,65.245,36.562,41.025,50.296,59.575,56.8,40.018,30.501,"LAME","Y2020"
"SF__LM__.035_04082","LM10_20",9,23.502,21.818,21.626,22.544,24.588,19.916,16.118,40.255,51.233,69.406,37.911,43.012,51.984,63.562,62.053,42.052,-39.815,"LAME","Y2020"
"SF__LM__.035_04868","LM10_20",9,26.251,25.932,23.783,20.274,21.781,15.055,10.831,43.225,52.653,70.807,-42.115,-42.215,57.615,65.784,63.06,42.294,-39.815,"LAME","Y2020"
"SF__LM__.035_05721","LM10_20",9,22.543,21.852,22.069,27.606,23.297,15.545,10.687,43.949,55.345,73.531,18.2,45.536,60.029,66.546,65.049,47.18,27.228,"LAME","Y2020"
"SF__LM__.035_06805","LM10_20",9,20.643,20.742,22.809,17.224,18.526,11.483,9.829,45.599,56.057,74.306,35.724,45.177,55.949,67.394,65.875,46.831,32.074,"LAME","Y2020"
"SF__LM__.035_07923","LM10_20",9,24.551,21.773,19.678,19.107,22.332,12.57,8.58,45.934,55.157,73.428,-42.115,43.262,54.748,66.538,66.036,45.752,32.368,"LAME","Y2020"
"SF__LM__.035_09031","LM10_20",9,24.474,21.171,19.2,17.846,18.422,10.842,7.301,44.009,56.439,74.726,-42.115,45.052,57.166,67.551,67.47,46.899,30.24,"LAME","Y2020"
"SF__LM__.035_10113","LM10_20",9,24.84,22.007,21.081,21.519,23.777,13.346,9.206,46.731,55.288,73.527,-42.115,43.053,54.47,66.557,65.252,46.38,30.942,"LAME","Y2020"
"SF__LM__.035_11236","LM10_20",9,24.809,22.009,21.134,21.567,22.634,13.427,9.263,44.501,56.448,74.717,33.799,44.404,54.945,67.398,66.853,47.167,33.684,"LAME","Y2020"
"SF__LM__.035_13494","LM10_20",9,25.665,21.739,21.03,21.98,20.593,12.758,11.189,44.968,55.904,74.173,-42.115,44.513,55.852,67.638,67.001,45.459,-39.815,"LAME","Y2020"
"SF__LM__.035_14903","LM10_20",9,24.206,22.811,22.774,22.488,20.049,12.752,11.834,38.413,52.509,70.713,-42.115,36.853,52.064,64.952,63.23,39.098,28.054,"LAME","Y2020"
"SF__LM__.038_00540","LM11_20",9,22.052,21.357,22.633,22.291,26.764,14.812,9.689,NA,62.185,80.493,30.855,49.164,65.025,72.889,73.628,50.897,41.331,"LAME","Y2020"
"SF__LM__.039_00315","LM11_20",9,22.132,19.982,18.833,23.286,21.645,14.239,10.606,NA,61.815,80.064,-42.115,50.22,65.396,73.177,71.897,50.623,38.543,"LAME","Y2020"
"SF__LM__.039_02296","LM11_20",9,27.059,23.395,22.897,23.815,24.293,19.746,20.435,47.279,63.183,81.465,32.819,50.48,66.504,73.767,73.898,51.587,38.826,"LAME","Y2020"
"SF__LM__.039_04307","LM11_20",9,23.012,20.359,20.784,23.789,23.666,19.486,13.854,46.804,63.15,81.423,32.649,51.295,66.946,73.926,73.699,51.478,40.89,"LAME","Y2020"
"SF__LM__.039_06203","LM11_20",9,23.378,20.552,18.906,18.262,18.222,8.832,13.954,46.14,62.809,81.088,38.151,49.483,67.383,73.411,73.605,51.348,40.246,"LAME","Y2020"
"SF__LM__.039_08020","LM11_20",9,24.146,21.061,21.499,22.781,22.435,14.535,13.386,46.559,62.185,80.465,-42.115,47.893,65.737,72.9,72.872,50.808,39.388,"LAME","Y2020"
"SF__LM__.039_12494","LM11_20",9,24.793,21.789,22.642,24.846,24.228,16.675,14.49,48.769,61.413,79.716,-42.115,49.538,65.121,71.614,72.707,49.583,36.644,"LAME","Y2020"
"SF__LM__.040_00070","LM11_20",9,23.312,22.356,21.607,27.378,28.708,21.782,18.253,NA,61.672,79.96,-42.115,48.65,64.392,72.5,72.842,50.097,40.317,"LAME","Y2020"
"SF__LM__.040_01729","LM11_20",9,24.518,22.516,23.437,26.421,28.07,18.858,17.56,42.645,61.44,79.751,32.994,47.776,62.368,71.945,72.809,48.341,33.913,"LAME","Y2020"
"SF__LM__.040_03148","LM11_20",9,23.491,21.979,21.076,24.376,24.137,15.056,14.012,42.647,61.385,79.699,-42.115,47.992,63.452,71.801,72.71,48.794,38.376,"LAME","Y2020"
"SF__LM__.040_04639","LM11_20",9,23.076,21.756,20.588,23.704,25.12,17.547,16.908,41.682,62.039,80.388,-42.115,52.976,62.839,71.868,73.74,52.863,48.523,"LAME","Y2020"
"SF__LM__.042_00136","LM12_20",7,33.194,28.999,28.263,28.11,29.881,19.576,15.369,NA,57.108,73.023,47.385,34.893,60.224,67.615,64.952,41.521,30.421,"LAME","Y2020"
"SF__LM__.042_01060","LM12_20",7,37.981,32.635,34.066,35.346,38.401,21.949,17.677,51.132,58.337,74.078,40.77,41.494,58.669,68.814,67.059,39.145,24.539,"LAME","Y2020"
"SF__LM__.042_01760","LM12_20",7,34.872,27.864,27.444,28.142,27.771,19.327,16.034,53.27,58.342,74.318,46.999,45.883,59.166,68.202,66.849,44.771,32.562,"LAME","Y2020"
"SF__LM__.042_02648","LM12_20",7,34.904,27.933,27.491,28.127,27.785,19.284,16.039,51.326,59.252,75.262,42.963,44.666,59.137,69.708,68.267,45.234,32.448,"LAME","Y2020"
"SF__LM__.042_03592","LM12_20",7,31.198,28.251,26.355,25.642,26.398,18.089,14.865,51.039,58.937,74.924,40.759,46.141,61.653,69.001,66.652,45.464,33.124,"LAME","Y2020"
"SF__LM__.042_04460","LM12_20",7,33.956,29.557,29.829,32.475,33.486,31.885,21.875,51.378,60.675,76.627,41.757,41.578,63.068,70.737,68.568,-42.998,-41.998,"LAME","Y2020"
"SF__LM__.042_05614","LM12_20",7,33.418,29.038,27.675,27.314,26.83,20.607,19.094,49.426,57.797,73.712,-44.298,40.974,61.607,67.723,64.786,40.877,-41.998,"LAME","Y2020"
"SF__LM__.042_06239","LM12_20",7,33.462,29.106,27.882,27.415,26.647,20.184,18.55,50.499,61.653,77.681,38.028,43.048,62.631,71.872,70.034,48.185,36.878,"LAME","Y2020"
"SF__LM__.042_07244","LM12_20",7,32.892,28.771,27.354,26.818,27.936,18.841,16.085,52.878,61.055,77.076,32.27,45.571,62.321,70.961,69.185,47.354,36.68,"LAME","Y2020"
"SF__LM__.042_08056","LM12_20",7,32.113,28.064,27.055,26.076,26.783,18.455,16.048,53.047,60.501,76.507,35.272,44.576,62.362,70.688,68.342,45.638,33.935,"LAME","Y2020"
"SF__LM__.042_09010","LM12_20",7,29.837,28.385,27.121,28.322,27.76,18.432,15.749,52.193,61.401,77.439,44.145,42.456,62.589,71.217,69.626,46.844,34.724,"LAME","Y2020"
"SF__LM__.042_09950","LM12_20",7,34.806,28.722,28.905,29.412,28.737,19.416,15.956,54.224,59.301,75.279,-44.298,43.017,59.767,69.55,67.377,42.139,30.879,"LAME","Y2020"
"SF__LM__.042_10935","LM12_20",7,34.129,30.001,29.765,30.183,30.091,19.994,16.542,51.444,60.449,76.442,37.608,44.435,59.618,70.615,68.562,43.611,32.776,"LAME","Y2020"
"SF__LM__.042_11884","LM12_20",7,32.978,30.417,28.333,27.6,27.759,19.844,16.332,52.627,60.256,76.238,-44.298,42.15,61.116,70.587,67.779,43.133,31.033,"LAME","Y2020"
"SF__LM__.042_12917","LM12_20",7,34.988,29.455,28.204,33.631,35.219,22.087,17.747,52.189,55.158,70.814,46.129,43.337,58.694,65.251,62.585,36.37,-41.998,"LAME","Y2020"
"SF__LM__.042_14097","LM12_20",7,33.067,28.819,27.792,27.953,27.7,18.902,15.86,47.816,55.768,71.682,37.455,44.251,58.171,66.289,64.215,39.474,27.74,"LAME","Y2020"
"SF__LM__.051_00785","LM14_20",5,27.734,26.085,26.688,33.442,29.694,18.484,15.41,NA,60.967,73.937,-47.221,42.838,62.204,71.067,61.41,42.402,29.525,"LAME","Y2020"
"SF__LM__.051_02582","LM14_20",5,26.804,25.162,25.95,31.088,26.226,14.681,12.258,56.714,59.524,72.507,35.07,39.886,61.383,68.894,61.169,44.077,31.886,"LAME","Y2020"
"SF__LM__.051_03929","LM14_20",5,31.494,27.902,25.271,27.657,22.59,9.796,17.011,58.187,62.722,75.739,38.232,44.811,62.75,71.458,64.697,48.623,29.493,"LAME","Y2020"
"SF__LM__.051_05609","LM14_20",5,26.275,22.258,22.853,27.978,21.595,8.989,6.51,53.959,64.796,77.833,-47.221,51.362,65.381,73.51,67.38,50.765,35.236,"LAME","Y2020"
"SF__LM__.051_06938","LM14_20",5,34.491,31.092,29.988,32.318,27.64,18.211,15.064,46.582,62.506,75.518,-47.221,44.579,65.766,71.636,66.736,46.174,31.581,"LAME","Y2020"
"SF__LM__.051_09883","LM14_20",5,30.63,26.03,25.506,27.895,20.197,20.102,16.37,55.709,60.9,73.917,-47.221,46.788,63.064,70.415,64.306,44.3,28.792,"LAME","Y2020"
"SF__LM__.051_11410","LM14_20",5,28.724,26.463,26.767,29.647,26.409,20.795,13.544,43.622,57.986,70.986,-47.221,40.28,60.163,68.19,61.549,43.579,30.658,"LAME","Y2020"
"SF__LM__.053_03378","LM15_20",6,32.355,30.003,30.256,32.113,22.973,19.027,13.135,57.475,51.381,65.54,-45.637,-45.737,55.897,62.111,49.539,32.881,16.066,"LAME","Y2020"
"SF__LM__.053_01795","LM15_20",6,30.853,28.68,29.238,30.816,22.236,17.874,11.357,60.053,50.624,64.771,40.17,38.9,60.221,59.671,44.424,32.514,-43.337,"LAME","Y2020"
"SF__LM__.053_04516","LM15_20",6,29.423,27.246,27.77,30.662,22.87,18.695,11.017,46.968,52.273,66.578,39.36,40.265,64.46,59.189,53.282,-44.337,-43.337,"LAME","Y2020"
"SF__LM__.053_08418","LM15_20",6,31.713,28.868,27.414,31.505,21.451,15.61,7.714,56.953,55.364,69.783,37.227,34.011,64.433,64.494,58.692,36.803,21.304,"LAME","Y2020"
"SF__LM__.055_00820","LM16_20",6,40.208,36.959,35.124,37.028,32.06,35.556,27.986,NA,58.37,72.546,-45.637,42.643,56.302,69.044,59.007,-44.337,-43.337,"LAME","Y2020"
"SF__LM__.056_01254","LM16_20",6,28.472,25.859,24.296,25.087,15.912,14.137,10.109,51.996,60.028,74.595,-45.637,41.374,59.801,71.193,59.863,48.01,19.718,"LAME","Y2020"
"SF__LM__.056_01877","LM16_20",6,30.53,28.122,25.743,25.174,26.931,35.208,20.376,51.85,59.58,74.125,34.14,41.269,58.176,70.418,59.958,-44.337,-43.337,"LAME","Y2020"
"SF__LM__.056_04802","LM16_20",6,34.126,31.435,29.74,31.322,28.495,35.235,26.606,54.397,62.478,76.983,36.351,43.252,68.882,73.34,63.552,-44.337,-43.337,"LAME","Y2020"
"SF__LM__.056_05711","LM16_20",6,38.133,34.232,33.889,35.815,29.576,35.013,24.691,56.628,61.177,75.626,38.535,46.9,64.331,72.664,62.577,48.493,-43.337,"LAME","Y2020"
"SF__LM__.056_06356","LM16_20",6,29.927,28.308,28.125,26.89,17.028,12.696,7.653,55.296,62.211,76.789,-45.637,47.285,62.053,73.367,63.213,53.014,28.358,"LAME","Y2020"
"SF__LM__.056_07035","LM16_20",6,30.829,29.395,28.761,28.141,21.643,18.287,10.582,52.878,62.224,76.78,39.238,43.686,61.531,73.483,60.612,52.054,40.269,"LAME","Y2020"
"SF__LM__.056_07847","LM16_20",6,36.199,32.281,30.766,30.785,26.104,34.094,23.843,54.159,59.612,74.082,41.633,46.552,60.904,70.134,61.937,44.695,-43.337,"LAME","Y2020"
"SF__LM__.056_10077","LM16_20",6,39.186,35.704,33.669,34.396,30.448,38.595,26.499,55.835,63.33,77.802,45.126,50.518,61.499,74.112,63.461,-44.337,-43.337,"LAME","Y2020"
"SF__LM__.057_00147","LM16_20",6,31.739,29.383,28.568,28.622,18.078,11.61,6.635,NA,63.639,78.229,-45.637,51.33,63.522,74.222,65.453,54.378,29.767,"LAME","Y2020"
"SF__LM__.057_00872","LM16_20",6,36.441,34.539,32.955,32.29,22.603,17.974,10.601,NA,63.988,78.53,-45.637,46.572,64.542,74.616,64.691,52.058,29.401,"LAME","Y2020"
"SF__LM__.057_01688","LM16_20",6,30.809,28.464,26.709,26.212,17.563,14.637,11.078,56.854,63.667,78.256,43.942,49.965,62.427,74.239,64.478,55.428,30.032,"LAME","Y2020"
"SF__LM__.057_02444","LM16_20",6,34.688,31.848,29.71,29.063,19.779,15.334,7.732,57.035,64.618,79.193,-45.637,51.298,63.339,75.388,65.455,55.065,32.835,"LAME","Y2020"
"SF__LM__.057_03199","LM16_20",6,30.413,28.376,26.58,26.222,17.294,14.177,10.673,56.491,62.488,77.072,36.172,51.253,63.95,72.939,64.266,54.087,28.797,"LAME","Y2020"
"SF__LM__.057_03960","LM16_20",6,35.142,32.092,30.065,29.848,20.281,15.887,8.233,53.33,63.496,78.062,46.159,51.605,63.971,73.847,65.18,53.895,30.844,"LAME","Y2020"
