"song.id","bird.id","distance","bg.OBCZ2000","bg.OBCZ2500","bg.OBCZ3150","bg.OBCZ4000","bg.OBCZ5000","bg.OBCZ6300","bg.OBCZ8000","ambient.LAeq","SENEL.total","SEL.LZeq","song.bands.OBCZ2000","song.bands.OBCZ2500","song.bands.OBCZ3150","song.bands.OBCZ4000","song.bands.OBCZ5000","song.bands.OBCZ6300","song.bands.OBCZ8000","location","year"
"PR__ABLA.031_09150","AB14_20",13,14.588,11.087,10.804,15.861,12.968,9.634,7.218,35.411,60.806,82.295,-38.921,44.297,62.44,76.066,74.062,64.773,34.348,"ABLA","Y2020"
"PR__ABLA.031_10050","AB14_20",13,14.588,11.087,10.804,15.861,12.968,9.634,7.218,36.248,61.137,82.643,23.672,42.542,61.661,76.039,74.57,65.065,34.517,"ABLA","Y2020"
"PR__ABLA.031_13900","AB14_20",13,16.906,14.327,15.989,16.663,18.265,17.83,15.019,38.276,61.958,83.496,-38.921,45.556,62.742,76.799,76.858,65.309,36.362,"ABLA","Y2020"
"PR__ABLA.045_00150","AB20_20",6,17.749,13.807,13.355,16.667,20.153,19.108,15.203,NA,59.101,74.015,20.586,31.336,52.568,65.769,67.289,60.421,-43.337,"ABLA","Y2020"
"PR__ABLA.045_01250","AB20_20",6,17.749,13.807,13.355,16.667,20.153,19.108,15.203,49.105,61.032,75.92,23.874,34.141,53.997,68.841,68.34,63.522,37.575,"ABLA","Y2020"
"PR__ABLA.045_02000","AB20_20",6,16.41,15.106,21.185,21.399,20.697,16.551,14.485,51.43,60.387,75.142,26.03,31.578,52.974,69.235,65.529,59.605,21.78,"ABLA","Y2020"
"PR__ABLA.045_03900","AB20_20",6,16.41,15.106,21.185,21.399,20.697,16.551,14.485,39.419,54.545,69.216,23.707,26.129,50.799,64.89,58.097,53.85,-43.337,"ABLA","Y2020"
"PR__ABLA.045_04950","AB20_20",6,15.514,12.927,16.755,16.269,15.01,14.045,10.826,43.204,59.208,73.901,-45.637,26.667,53.973,70.661,64.682,58.497,15.939,"ABLA","Y2020"
"PR__ABLA.045_05900","AB20_20",6,17.749,13.807,13.355,16.667,20.153,19.108,15.203,49.688,60.307,75.067,-45.637,-45.737,53.603,70.187,67.353,59.01,28.832,"ABLA","Y2020"
"PR__ABLA.045_06900","AB20_20",6,17.749,13.807,13.355,16.667,20.153,19.108,15.203,50.699,61.684,76.477,27.324,17.254,56.031,71.216,68.966,62.11,27.665,"ABLA","Y2020"
"PR__ABLA.045_07800","AB20_20",6,16.41,15.106,21.185,21.399,20.697,16.551,14.485,52.006,60.203,75.094,-45.637,-45.737,52.353,68.524,68.344,63.088,27.763,"ABLA","Y2020"
"PR__ABLA.045_08990","AB20_20",6,16.329,14.876,20.782,20.955,20.326,16.45,14.368,43.442,59.358,74.212,-45.637,-45.737,50.772,67.861,67.729,60.121,26.346,"ABLA","Y2020"
"PR__ABLA.045_10350","AB20_20",6,16.41,15.106,21.185,21.399,20.697,16.551,14.485,39.38,62.611,77.347,24.1,28.014,53.057,72.61,68.73,60.923,26.176,"ABLA","Y2020"
"PR__COMW.006_00590","COMW5_20",20,28.9,26.442,22.771,19.339,16.953,11.648,8.449,NA,50.367,75.245,45.925,41.913,62.717,71.257,60.866,53.58,25.538,"COMW","Y2020"
"PR__COMW.006_02450","COMW5_20",20,29.853,26.81,23.722,20.969,18.925,13.315,10.792,43.092,47.542,72.165,51.62,31.534,61.984,67.627,57.922,49.844,-32.879,"COMW","Y2020"
"SF__BE__.021_01000","BW2_20",12,36.711,36.028,34.4,33.145,29.935,20.668,19.651,50.54,47.893,66.815,-39.616,-39.716,-39.616,62.657,60.534,43.803,35.145,"BATW","Y2020"
"SF__BE__.039_01900","FS1_20",14,18.969,21.877,25.836,26.37,24.902,10.304,10.52,48.374,56.66,78.794,47.485,42.559,59.13,71.668,72.31,46.943,39.375,"FWSC","Y2020"
"SF__BE__.039_03050","FS1_20",14,18.969,21.877,25.836,26.37,24.902,10.304,10.52,41.687,55.096,77.177,-38.277,-38.377,61.347,70.436,70.101,45.417,37.465,"FWSC","Y2020"
"SF__BE__.044_00400","FS2_20",14,27.034,39.168,37.591,35.395,26.707,13.977,13.942,NA,64.484,86.556,-38.277,-38.377,70.042,81.47,80.041,44.975,37.596,"FWSC","Y2020"
"SF__BE__.044_02450","FS2_20",14,27.034,39.168,37.591,35.395,26.707,13.977,13.942,50.371,63.616,85.564,48.799,66.047,70.61,80.168,77.152,45.658,34.423,"FWSC","Y2020"
"SF__BE__.051_00450","FS4_20",7,34.491,32.216,30.276,32.452,22.913,12.317,15.135,NA,64.642,80.582,-44.298,-44.398,60.443,76.383,68.655,45.34,38.844,"FWSC","Y2020"
"SF__BE__.051_02150","FS4_20",7,34.491,32.216,30.276,32.452,22.913,12.317,15.135,51.368,62.553,78.511,-44.298,35.114,58.604,74.439,69.039,45.754,39.377,"FWSC","Y2020"
"SF__LD__.012_00700","LD5_20",17,12.236,11.913,14.003,13.565,15.884,11.41,9.352,NA,45.573,69.296,-36.591,39.813,57.693,63.667,62.287,36.449,-34.291,"LODU","Y2020"
"PR__LIMA.006_01540","LIMA5_20",11,25.797,24.642,23.456,22.791,24.652,17.628,18.465,47.068,54.51,74.521,-40.372,-40.472,59.04,67.808,68.43,48.549,38.409,"LIMA","Y2020"
"PR__LIMA.006_02219","LIMA5_20",11,31.347,31.255,30.907,30.05,31.749,24.195,24.22,47.632,54.75,74.567,43.331,45.465,58.936,68.565,68.726,48.546,-38.072,"LIMA","Y2020"
"PR__LIMA.009_00305","LIMA7_20",11,21.1,19.169,17.786,17.146,18.721,13.935,14.923,NA,59.165,79.162,-40.372,-40.472,62.473,73.633,71.221,58.962,38.945,"LIMA","Y2020"
"PR__LIMA.009_01367","LIMA7_20",11,21.368,19.444,18.1,17.428,18.83,13.958,15.022,49.289,58.817,78.838,23.227,24.155,58.872,73.072,71.383,57.894,36.704,"LIMA","Y2020"
"PR__LIMA.009_02439","LIMA7_20",11,20.632,18.732,17.416,16.694,18.292,13.414,13.43,49.009,58.057,78.132,-40.372,-40.472,57.887,71.464,71.769,56.644,32.898,"LIMA","Y2020"
"PR__LIMA.009_03633","LIMA7_20",11,20.152,18.682,17.083,15.92,17.315,12.223,12.148,38.944,57.976,78.093,-40.372,-40.472,59.949,71.197,73.062,57.965,34.546,"LIMA","Y2020"
"SF__BE__.087_01581","FS5_20",7,36.116,32.583,30.357,29.588,27.216,12.716,14.939,62.829,65.872,82.046,-44.298,40.089,60.838,73.643,76.097,45.12,35.006,"FWSC","Y2020"
"SF__BE__.091_01351","FS7_20",5,32.526,28.624,26.511,26.81,24.761,12.067,29.817,48.151,63.639,76.91,-47.221,33.497,57.972,68.313,71.376,43.483,-44.921,"FWSC","Y2020"
"SF__BE__.092_01071","FS7_20",5,34.944,32.665,30.812,27.874,22.809,7.576,12.093,46.917,60.925,73.982,-47.221,-47.321,57.606,68.37,65.45,41.692,27.265,"FWSC","Y2020"
"SF__BE__.018_07790","BW1_20",5,30.026,31.097,32.452,31.764,25.292,13.535,9.943,43.195,65.857,78.736,-47.221,54.736,72.076,70.221,63.506,37.807,34.984,"BATW","Y2020"
"SF__BE__.018_13101","BW1_20",5,31.805,30.251,30.578,30.673,23.93,31.932,36.715,43.363,64.998,77.861,-47.221,48.866,70.928,70.381,58.327,-45.921,-44.921,"BATW","Y2020"
"SF__BE__.019_01423","BW1_20",5,26.636,25.299,24.711,24.98,18.325,8.189,7.203,41.956,47.59,60.32,-47.221,27.497,41.698,55.99,49.25,29.815,28.151,"BATW","Y2020"
"SF__BE__.019_00305","BW1_20",5,29.129,27.296,25.924,25.025,19.4,9.97,9.676,NA,48.366,61.055,-47.221,-47.321,42.526,56.823,49.788,28.607,28.687,"BATW","Y2020"
"SF__BE__.025_01642","BW3_20",2,21.393,20.124,18.224,19.026,16.882,7.07,7.405,44.154,51.661,56.772,-55.179,-55.279,28.636,53.024,48.178,18.634,14.445,"BATW","Y2020"
"SF__BE__.025_01137","BW3_20",2,22.689,20.902,19.857,19.233,17.247,8.657,8.654,41.456,51.87,56.976,10.523,-55.279,30.345,53.278,48.598,22.834,15.071,"BATW","Y2020"
"SF__BE__.025_00667","BW3_20",2,22.791,20.969,19.958,19.142,17.203,8.696,8.677,NA,46.37,51.321,23.138,22.116,30.314,46.656,41.043,15.968,5.284,"BATW","Y2020"
"SF__BE__.025_00152","BW3_20",2,20.498,19.281,17.43,17.811,14.689,6.557,7.626,NA,45.123,50.065,29.28,20.513,21.181,47.726,34.898,9.854,11.868,"BATW","Y2020"
"SF__BE__.035_02194","BW6_20",5,31.147,28.498,27.419,26.676,19.504,14.383,11.614,50.5,55.193,68.193,-47.221,-47.321,52.306,63.438,59.234,42.356,30.248,"BATW","Y2020"
"SF__BE__.006_04598","BE2_20",5,40.908,36.833,32.845,28.825,31.24,29.329,23.477,55.482,52.086,64.08,42.048,42.355,43.45,54.921,61.14,42.073,31.578,"BATE","Y2020"
"SF__BE__.006_05956","BE2_20",5,39.449,36.624,33.63,29.026,30.715,29.27,24.661,57.158,51.432,63.702,-47.221,-47.321,38.8,53.218,61.54,39.424,-44.921,"BATE","Y2020"
"SF__BE__.006_05262","BE2_20",5,43.105,39.143,34.356,29.94,31.642,30.339,26.042,56.551,50.739,61.761,-47.221,-47.321,17.262,51.956,59.572,39.283,-44.921,"BATE","Y2020"
"SF__BE__.006_04036","BE2_20",5,40.855,36.752,32.775,28.791,31.157,29.301,23.471,54.876,53.923,66.606,43.475,-47.321,45.42,54.001,64.679,43.746,-44.921,"BATE","Y2020"
"SF__BE__.006_03010","BE2_20",5,38.463,35.02,31.09,27.054,29.021,26.607,20.614,58.925,51.303,63.582,53.692,49.711,46.59,55.372,59.002,43.73,37.332,"BATE","Y2020"
"SF__BE__.006_02183","BE2_20",5,38.463,35.02,31.09,27.054,29.021,26.607,20.614,62.424,52.437,64.904,56.849,52.018,47.976,52.02,60.469,42.852,39.968,"BATE","Y2020"
"SF__BE__.006_09470","BE2_20",5,42.25,38.7,34.78,30.522,32.746,31.458,26.804,56.411,56.521,69.345,46.879,40.888,47.94,58.046,67.346,46.36,29.81,"BATE","Y2020"
"SF__BE__.006_08827","BE2_20",5,38.463,35.02,31.09,27.054,29.021,26.607,20.614,57.44,54.961,67.957,52.938,48.221,48.059,57.084,65.216,47.177,38.564,"BATE","Y2020"
"SF__BE__.006_08056","BE2_20",5,41.585,39.029,35.081,32.38,34.333,32.229,28.119,60.506,53.694,65.917,45.309,-47.321,-47.221,53.535,63.925,43.408,-44.921,"BATE","Y2020"
"SF__BE__.007_00820","BE2_20",5,35.898,32.487,29.673,25.351,27.051,25.887,19.981,NA,62.022,75.364,-47.221,-47.321,51.357,64.442,71.51,50.709,34.309,"BATE","Y2020"
"SF__BE__.009_01106","BE2_20",5,47.408,42.964,39.397,35.368,39.292,38.803,36.203,61.676,61.471,73.923,49.844,51.464,53.897,62.467,69.757,55.955,-44.921,"BATE","Y2020"
"SF__BE__.009_00136","BE2_20",5,41.37,37.391,34.115,30.129,33.246,30.413,25.856,NA,62.074,75.14,64.452,61.236,57.947,61.4,70.245,56.352,47.487,"BATE","Y2020"
"SF__BE__.012_04526","BE_YS_GY",5,26.337,22.848,19.457,14.877,18.813,19.719,15.938,47.692,52.136,65.464,41.253,38.365,44.013,55.44,62.248,43.02,31.726,"BATE","Y2020"
"SF__BE__.012_03215","BE_YS_GY",5,31.141,26.513,22.635,16.535,19.487,20.383,16.822,46.673,47.401,60.497,-47.221,27.3,40.927,51.546,58.349,39.977,16.489,"BATE","Y2020"
"SF__BE__.015_00759","BE_BRIDGE_20",8,45.299,44.003,42.146,39.711,36.217,31.618,35.298,NA,56.935,72.403,51.869,-43.238,-43.138,63.854,69.396,38.748,-40.838,"BATE","Y2020"
"SF__BE__.015_04338","BE_BRIDGE_20",8,44.495,42.564,40.507,38.276,34.44,29.257,35.872,60.692,54.987,69.335,-43.138,-43.238,-43.138,62.791,64.283,41.738,41.918,"BATE","Y2020"
"SF__BE__.015_01795","BE_BRIDGE_20",8,44.774,43.522,41.334,39.066,35.803,31.041,35.125,59.272,54.288,68.476,-43.138,-43.238,51.113,62.66,64.858,48.141,30.913,"BATE","Y2020"
"SF__BE__.015_00769","BE_BRIDGE_20",8,45.693,43.864,41.352,39.206,37.061,31.687,34.82,NA,56.899,72.403,-43.138,-43.238,51.727,64.088,69.482,37.784,-40.838,"BATE","Y2020"
"SF__BE__.059_03521","BE4_20",9,47.146,43.965,41.772,41.431,26.833,19.113,22.283,60.476,66.19,84.009,-42.115,60.179,68.95,79.389,71.122,54.978,61.318,"BATE","Y2020"
"SF__BE__.059_02382","BE4_20",9,47.074,43.835,41.675,41.336,26.732,19.129,22.167,62.758,66.788,84.643,-42.115,48.273,69.058,79.881,72.776,50,-39.815,"BATE","Y2020"
"SF__BE__.059_01356","BE4_20",9,46.401,43.206,42.458,42.389,27.291,20.215,24.044,62.133,67.019,84.882,57.626,61.714,68.634,80.642,71.596,49.967,45.587,"BATE","Y2020"
"SF__BE__.059_00182","BE4_20",9,45.572,41.877,40.379,40.137,25.061,18.214,22.845,NA,66.032,83.891,60.052,58.408,67.175,79.053,70.561,48.336,-39.815,"BATE","Y2020"
"SF__BE__.061_04659","BE1_20",5,31.927,28.716,27.135,29.371,20.753,13.009,20.523,61.384,71.683,84.746,33.651,34.58,68.676,79.834,74.344,37.348,30.068,"BATE","Y2020"
"SF__BE__.061_03592","BE1_20",5,32.048,28.44,26.589,27.55,18.662,11.393,18,58.441,71.53,84.595,-47.221,-47.321,69.256,79.497,74.259,38.74,31.834,"BATE","Y2020"
"SF__BE__.061_02648","BE1_20",5,31.714,28.157,26.283,27.294,18.443,11.338,17.924,60.481,67.687,80.673,35.421,39.226,63.581,76.716,63.834,36.939,33.513,"BATE","Y2020"
"SF__BE__.061_01632","BE1_20",5,29.292,26.182,24.354,26.289,17.859,10.547,17.082,59.313,70.34,83.326,38.259,36.02,66.148,79.502,65.543,37.859,31.963,"BATE","Y2020"
"SF__BE__.061_00790","BE1_20",5,30.18,27.461,25.998,26.996,18.34,10.547,16.734,NA,68.582,81.572,-47.221,-47.321,65.1,77.511,65.253,39.981,43.069,"BATE","Y2020"
"SF__BE__.065_02097","BE5_20",5,36.236,32.796,29.508,28.823,21.346,8.433,12.696,59.763,69.344,82.488,-47.221,-47.321,61.454,76.967,74.8,37.087,31.617,"BATE","Y2020"
"SF__BE__.065_01086","BE5_20",5,37.538,33.51,31.713,32.656,24.914,13.108,17.975,54.025,68.18,81.292,41.83,47.25,62.634,75.974,73.191,40.645,39.489,"BATE","Y2020"
"SF__BE__.065_03756","BE5_20",5,37.252,33.644,30.76,30.986,23.841,11.117,17.761,53.297,70.06,83.163,35.931,38.612,62.104,78.008,74.281,37.703,32.785,"BATE","Y2020"
"SF__BE__.065_06024","BE5_20",5,37.428,33.615,30.612,30.557,23.233,10.113,14.962,52.857,71.525,84.65,44.376,47.667,63.545,79.414,76.443,42.904,34.759,"BATE","Y2020"
"SF__BE__.068_01550","BE6_20",5,31.893,28.535,26.538,28.333,20.57,11.414,18.739,47.78,68.572,81.726,38.15,-47.321,64.725,76.081,74.467,44.014,31.244,"BATE","Y2020"
"SF__BE__.068_02531","BE6_20",5,31.862,28.464,26.464,28.259,20.534,11.395,18.712,58.998,68.667,81.928,55.738,55.938,63.031,75.102,76.137,47.043,62.166,"BATE","Y2020"
"SF__BE__.068_00233","BE6_20",5,31.869,28.486,26.506,28.296,20.551,11.469,18.899,NA,63.868,77.05,-47.221,-47.321,56.98,70.632,70.153,39.785,28.489,"BATE","Y2020"
"SF__BE__.070_02770","BE7_20",7,35.999,34.963,35.762,38.342,29.094,22.002,26.583,60.179,71.065,87.056,43.624,40.837,59.613,83.509,78.003,43.057,36.975,"BATE","Y2020"
"SF__BE__.070_03955","BE7_20",7,41.342,35.537,39.311,41.192,30.584,23.542,25.819,53.731,69.622,85.614,57.859,50.835,63.72,81.274,77.525,45.963,40.496,"BATE","Y2020"
"SF__BE__.070_05119","BE7_20",7,35.999,34.959,35.763,38.327,29.021,21.985,26.565,53.292,68.06,84.031,40.226,-44.398,55.747,81.002,75.021,39.948,-41.998,"BATE","Y2020"
"SF__BE__.070_00647","BE7_20",7,36.249,35.577,35.905,37.733,28.012,21.709,25.954,NA,64.207,80.084,47.124,49.422,50.715,76.984,67.642,36.766,41.914,"BATE","Y2020"
"SF__BE__.072_01571","BE7_20",4,38.831,37.548,37.893,40.3,32.496,25.433,28.953,55.041,72.853,83.964,-49.159,-49.259,58.014,80.223,73.768,44.822,-46.859,"BATE","Y2020"
"SF__BE__.072_00295","BE7_20",4,37.048,36.178,37.075,39.37,30.782,24.046,27.884,NA,73.171,84.284,-49.159,-49.259,56.167,80.357,73.757,42.608,33.249,"BATE","Y2020"
"SF__BE__.073_03174","BE7_20",2,40.099,38.828,39.127,41.691,34.538,26.534,29.334,54.409,76.972,82.125,-55.179,-55.279,56.335,77.697,73.939,45.578,31.129,"BATE","Y2020"
"SF__BE__.073_01760","BE7_20",2,39.221,38.428,38.252,39.999,32.359,25.494,28.828,54.728,78.639,83.765,-55.179,-55.279,57.932,79.535,74.363,45.45,33.557,"BATE","Y2020"
"SF__BE__.073_00565","BE7_20",2,38.685,37.772,37.943,39.322,31.784,25.466,28.563,NA,77.342,82.45,-55.179,-55.279,53.829,79.403,73.243,43.413,34.916,"BATE","Y2020"
"SF__BE__.074_00504","BE7_20",5,40.764,37.681,37.099,38.587,30.624,22.107,25.562,NA,76.12,89.185,-47.221,40.813,64.267,84.748,78.777,53.679,40.826,"BATE","Y2020"
"SF__BE__.080_00029","BE9_20",5,30.731,29.51,27.891,30.07,26.23,10.349,9.087,NA,66.88,80.107,45.989,46.062,65.587,72.423,74.337,44.757,38.293,"BATE","Y2020"
"SF__BE__.080_01081","BE9_20",5,33.2,31.511,29.304,33.89,30.976,13.307,12.795,57.262,71.12,84.292,35.713,-47.321,63.453,78.317,77.057,51.295,41.15,"BATE","Y2020"
"SF__BE__.080_02286","BE9_20",5,32.858,31.366,29.607,32.549,29.317,12.321,11.719,46.986,73.766,87.109,-47.221,-47.321,66.045,77.259,82.355,52.733,42.853,"BATE","Y2020"
"SF__BE__.080_03409","BE9_20",5,32.703,32.177,30.286,33.402,34.377,15.192,10.769,58.862,73.715,87.054,42.161,39.371,64.326,77.425,82.261,53.285,43.248,"BATE","Y2020"
"SF__BE__.080_04623","BE9_20",5,33.675,32.664,30.811,34.249,32.143,21.181,14.37,48.134,72.361,85.679,-47.221,-47.321,63.006,76.934,80.894,51.443,48.117,"BATE","Y2020"
"SF__BE__.083_00126","BE10_20",7,29.145,27.164,26.482,27.536,23.64,10.632,14.389,NA,63.822,79.758,32.146,35.293,62.277,76.046,67.29,32.277,-41.998,"BATE","Y2020"
"SF__BE__.083_01510","BE10_20",7,31.896,31.508,32.386,36.898,31.185,16.387,15.557,45.141,62.24,78.147,33.298,41.101,60.872,74.13,67.667,20.128,-41.998,"BATE","Y2020"
"SF__LM__.005_00596","BE1_20",9,21.153,19.09,17.99,16.817,18.478,15.412,12.806,NA,57.388,75.688,-42.115,-42.215,58.865,68.36,68.337,51.422,34.233,"BATE","Y2020"
"SF__LM__.007_12637","BE1_20",9,23.067,21.81,19.275,17.445,19.83,15.075,7.374,41.989,52.34,70.625,-42.115,-42.215,56.165,62.661,63.757,49.862,32.296,"BATE","Y2020"
"SF__LD__.005_01775","LD2_20",6,19.629,18.281,23.581,36.169,26.399,14.845,20.764,52.851,62.18,77.01,-45.637,-45.737,55.157,68.593,71.135,46.053,-43.337,"LODU","Y2020"
"SF__LD__.005_01014","LD2_20",6,19.627,18.263,23.539,36.057,26.347,14.822,21.653,51.88,62.525,77.341,29.766,28.956,54.873,69.229,71.127,46.143,-43.337,"LODU","Y2020"
"SF__LD__.005_00279","LD2_20",6,19.53,18.333,23.191,35.609,26.583,14.787,21.766,NA,61.556,76.363,-45.637,21.835,54.281,69.101,70.648,45.094,-43.337,"LODU","Y2020"
"SF__LD__.010_01137","LD4_20",6,17.788,16.94,18.705,19.05,20.735,12.373,11.881,39.062,58.445,73.256,28.955,39.366,49.391,66.113,66.618,46.61,29.329,"LODU","Y2020"
"SF__LD__.016_01780","LD6_20",2,16.533,15.556,16.351,20.112,20.069,9.055,7.739,46.334,56.819,62.111,-55.179,33.317,45.144,55.235,57.073,37.271,15.163,"LODU","Y2020"
"SF__LD__.016_02326","LD6_20",2,16.088,15.348,15.759,18.462,18.953,9.147,6.747,48.379,58.172,63.44,30.66,33.894,48.931,56.289,57.797,37.523,14.94,"LODU","Y2020"
"SF__LD__.016_00601","LD6_20",2,16.385,16.654,20.5,20.286,19.746,9.483,8.301,NA,56.321,61.568,24.893,31.461,46.051,54.993,55.594,36.334,14.264,"LODU","Y2020"
"SF__LD__.016_00101","LD6_20",2,22.609,20.605,23.802,24.932,27.411,19.702,16.214,NA,56.112,61.298,-55.179,30.835,50.117,54.282,55.139,35.823,-52.879,"LODU","Y2020"
"SF__LD__.017_00698","LD6_20",2,25.504,22.406,21.221,20.866,20.852,10.982,10.702,NA,60.947,66.193,-55.179,34.968,55.513,59.307,61.415,36.276,20.493,"LODU","Y2020"
"SF__LD__.018_03664","LD6_20",2,16.404,14.904,17.088,17.115,19.687,9.788,9.976,51.817,62.483,67.804,-55.179,31.837,52.382,59.727,62.991,36.415,17.658,"LODU","Y2020"
"SF__LD__.018_04389","LD6_20",2,15.7,13.465,13.819,14.311,16.461,10.375,9.402,52.661,61.406,66.69,19.549,33.736,54.405,59.023,61.877,36.697,18.008,"LODU","Y2020"
"SF__LD__.018_05042","LD6_20",2,16.578,14.408,17.016,15.68,17.189,6.924,7.894,51.57,60.768,66.106,16.923,36.246,49.114,58.033,61.586,38.739,18.855,"LODU","Y2020"
"SF__LD__.018_05864","LD6_20",2,23.803,14.159,15.226,21.445,16.973,6.744,8.164,51.104,66.925,72.176,-55.179,39.468,57.821,65.505,66.268,43.148,23.587,"LODU","Y2020"
"SF__LD__.018_01826","LD6_20",2,21.823,22.146,23.275,24.985,25.854,16.921,14.979,51.404,61.91,67.204,-55.179,36.471,55.118,59.862,63.143,38.256,14.226,"LODU","Y2020"
"SF__LD__.018_00412","LD6_20",2,21.419,20.063,20.934,19.836,20.387,14.301,11.148,NA,58.654,63.945,14.394,33.389,50.486,57.055,59.662,35.074,23.723,"LODU","Y2020"
"SF__LD__.018_08010","LD6_20",2,17.601,15.627,16.287,19.678,19.234,7.646,8.471,57.883,65.379,70.678,-55.179,42.115,55.36,64.332,66.435,43.329,25.009,"LODU","Y2020"
"SF__LD__.018_07280","LD6_20",2,17.717,16.212,17.566,18.218,18.087,9.234,10.109,56.208,67.815,73.137,18.831,38.904,54.604,65.624,68.23,41.238,25.058,"LODU","Y2020"
"SF__LD__.018_06555","LD6_20",2,16.554,15.027,13.794,14.278,13.938,7.154,8.127,56.991,66.14,71.472,-55.179,36.851,54.156,63.408,66.57,43.294,24.867,"LODU","Y2020"
"SF__LD__.020_00968","LD7_20",4,19.827,17.624,16.766,18.604,20.17,10.675,8.638,NA,55.484,66.541,30.466,38.431,57.345,61.237,55.71,33.218,19.579,"LODU","Y2020"
"SF__LD__.020_00172","LD7_20",4,19.885,17.649,16.808,18.479,20.097,10.58,8.651,NA,56.244,67.317,-49.159,38.182,56.48,62.716,56.31,34.82,18.83,"LODU","Y2020"
"SF__LD__.021_00320","LD7_20",4,20.293,17.172,15.353,16.397,18.515,9.501,8.875,NA,59.972,71.304,-49.159,44.434,59.724,62.682,67.252,32.743,24.479,"LODU","Y2020"
"SF__LD__.021_01632","LD7_20",4,20.002,17.712,17.323,18.053,19.742,9.99,9.349,36.347,58.497,69.595,33.081,43.391,57.642,64.855,59.21,40.865,23.18,"LODU","Y2020"
"SF__LD__.024_00616","LD8_20",7,36.155,31.923,27.659,26.646,25.884,16.053,12.576,NA,58.184,74.222,51.661,48.787,61.042,66.435,68.944,44.01,39.138,"LODU","Y2020"
"SF__LD__.025_01101","LD8_20",7,33.351,29.378,26.403,24.918,26.419,17.789,21.369,48.822,59.104,75.165,46.61,42.507,58.339,67.383,68.126,41.861,-41.998,"LODU","Y2020"
"SF__LD__.029_01433","LD10_20",12,18.006,15.828,18.452,18.972,18.723,11.583,11.148,44.66,53.266,74.091,-39.616,23.036,58.933,65.206,67.429,41.138,-37.316,"LODU","Y2020"
"SF__LD__.029_00295","LD10_20",12,17.827,15.35,18.414,21.399,17.218,9.573,9.989,NA,55.987,76.79,-39.616,32.311,59.339,69.273,69.62,43.992,30.358,"LODU","Y2020"
"SF__LD__.030_01367","LD10_20",12,16.189,13.277,18.093,19.623,16.465,5.839,6.22,48.028,57.956,78.792,32.674,43.845,63.769,70.106,72.155,46.022,33.288,"LODU","Y2020"
"SF__LD__.030_00376","LD10_20",12,17.812,15.103,17.11,20.811,23.015,10.457,6.615,NA,57.682,78.535,-39.616,29.905,60.239,70.387,72.299,46.277,31.526,"LODU","Y2020"
"SF__LD__.031_01127","LD10_20",12,19.788,16.768,18.485,22.739,23.489,11.972,11.467,47.765,57.516,78.337,38.151,42.495,63.517,69.767,71.657,45.035,34.969,"LODU","Y2020"
"SF__LD__.031_00305","LD10_20",12,16.195,14.391,15.81,16.291,17.894,10.287,9.979,NA,57.379,78.198,30.287,36.259,62.609,69.984,71.202,45.317,32.843,"LODU","Y2020"
"SF__LD__.031_02250","LD10_20",12,19.012,16.42,17.765,18.916,20.293,10.55,9.93,45.438,54.653,75.509,-39.616,34.816,59.419,67.299,69.956,41.57,23.691,"LODU","Y2020"
"SF__LD__.033_01040","LD11_20",13,22.104,20.212,20.498,24.026,26.895,16.919,18.511,39.637,56.312,77.711,-38.921,42.967,56.022,71.323,68.43,51.444,-36.621,"LODU","Y2020"
"SF__RICH.001_00851","RICH2_20",11,12.76,14.481,19.64,21.83,18.243,4.804,7.972,NA,65.029,84.958,27.318,44.515,65.795,80.496,75.163,55.497,42.289,"RICH","Y2020"
"SF__RICH.002_00683","RICH2_20",12,18.591,17.272,19.693,21.73,18.55,21.544,33.189,NA,63.625,84.308,-39.616,49.72,66.192,79.925,74.853,55.642,-37.316,"RICH","Y2020"
"SF__RICH.002_01596","RICH2_20",12,14.551,11.188,15.108,17.473,12.631,9.808,18.232,53.754,64.124,84.803,-39.616,43.365,66.212,80.39,74.76,55.683,43.682,"RICH","Y2020"
"SF__RICH.002_02913","RICH2_20",12,15.071,12.863,15.41,19.608,13.625,11.205,21.702,39.933,59.789,80.454,-39.616,46.048,63.361,75.986,69.909,52.939,-37.316,"RICH","Y2020"
"SF__RICH.002_04118","RICH2_20",12,16.521,13.599,15.23,16.464,14.255,13.548,22.109,39.938,62.06,82.81,-39.616,49.307,65.457,77.221,75.017,55.136,41.109,"RICH","Y2020"
"SF__RICH.002_05272","RICH2_20",12,15.972,15.866,18.254,26.474,24.754,19.383,22.978,40.958,62.333,83.04,-39.616,44.942,65.024,77.907,74.065,53.658,-37.316,"RICH","Y2020"
"SF__RICH.002_06366","RICH2_20",12,16.797,14.995,20.642,26.275,26.381,11.845,20.617,50.211,62.241,82.901,-39.616,45.976,64.688,78.426,72.224,52.46,42.587,"RICH","Y2020"
"SF__RICH.003_00096","RICH2_20",11,20.154,18.743,21.463,22.404,18.319,15.518,26.247,NA,64.866,84.775,32.205,47.788,66.99,80.362,74.172,56.069,42.593,"RICH","Y2020"
"SF__RICH.003_01280","RICH2_20",11,20.235,18.583,20.942,22.007,17.965,15.103,26.346,41.38,64.755,84.659,-40.372,52.393,67.804,80.137,73.862,55.534,31.22,"RICH","Y2020"
